grammatical	ungrammatical
ù ù E e u x d ǒ I c I j o b r ù ǎ à O H	ù ù E e u x d ǒ I c a j o b r ù ǎ à O H
ǔ Q T q P ǒ C Q L r v N g K b B g Z é F	a Q T q P ǒ C Q L r v N g K b B g Z é F
á v w U y ǔ c m l Y K q I F q m G è e b	á v w U y ǔ c a m l Y K q I F q m G è e b
ǎ N a à O U P J j d H r v X Q d ò v T P	ǎ N a à O U P J j d H r v X Q d ò v T b
é a m O B d á X T z h é C H k D l s P V	é a m O B d á X T z h é C H k D l s b P V
è q ú ú a P C G X t ǎ B ù F Z é M é Z D	è q ú ú a P b C G X t ǎ B ù F Z é M é Z D
ó O C w a I k U ò s o ǒ Q r u m v i v m	ó O C w a I k U ò b s o ǒ Q r u m v i v m
ò o i S O U Q f ě F f h u t d x b é H F	ò o i S O U Q f a ě F f h u t d x b é H F
ú ǎ v g X d V é b E à U V ó e Q á ǒ V Y	ú ǎ v g a d V é b E à U V ó e Q á ǒ V Y
A F w S a X w L g Z ǎ t ě i U A X c s M	A F w S a X w L g Z ǎ b t ě i U A X c s M
B k i i i E à é G h ǒ r S Y o b d ǎ I X	B k i i i E à é G a ǒ r S Y o b d ǎ I X
D ǒ q o u Q m n a W O n N Z s ù M a C o	D ǒ q o u Q m n a W O n N Z s b M a C o
E V c V ǒ x ě ò v u è F ú y J b G v D U	E V c V ǒ x ě ò v u è F ú y a J b G v D U
F f ě l a U à s t z s l E ǔ R c c R ǔ l	F f ě l a U à s t z s l E ǔ R c c b ǔ l
H é I g h x m I l U é ě à b L ò ò P L o	H é a g h x m I l U é ě à b L ò ò P L o
I J f m T b T q z I B s à U d g P I i u	I J f a T b T q z I B s à U d g P I i u
J d B q r H l U ě a d Q T r è i è D f z	J d B q r H l U ě a d Q T r è i è b f z
K t R p M I g T ǎ c a u y x n è l E ǔ t	K t R p M I g T ǎ c a u y x b è l E ǔ t
M ǔ p q G k N y y m c q á n x ò b n B Y	M ǔ p q G k N y y m c q á a x ò b n B Y
N E b U a B H R a c O M V l N b t é d y	N E b U a B H R a c O M V l N b t é ò y
O T Q á o c d j a f V ǒ d q S ù p Y b ù	O T Q á o l d j a f V ǒ d q S ù p Y b ù
P g S E a r ò f ú t K l ǒ A w c h R v F	P g S E a b r ò f ú t K l ǒ A w c h R v F
Q q ǒ c Q T ǒ x n a ě Q k è è i y H q c	Q q ǒ c Q T ǒ x n a ě Q k è è b y H q c
S E C b ó ú è z T ǔ ú E Y x z Q ě T U w	S E C a b ó ú è z T ǔ ú E Y x z Q ě T U w
T b I x A p j w j X O A à à a s D ǒ E N	T b I x A p j w j X O A à à a s D ǒ E N b
U l a m z ú N O w à j p h K J O j i ǎ U	U l a m z ú b O w à j p h K J O j i ǎ U
W é q e e C l ě o r V W é n b u b V é d	W é q e e C a l ě o r V W é n b u b V é d
X T G è ò é Y F F O a g K T f M C Y s u	X T G è ò é Y F F O a g K T f M C Y b s u
Y z H b H é A è ǔ B l W N j n H b Z T X	a Y z H b H é A è ǔ B l W N j n H b Z T X
a ó C S p e A k G Y ǔ L J j S N k D á j	a ó C S p e b A k G Y ǔ L J j S N k D á j
