grammatical	ungrammatical
ù à j è ù a o c a I a a ú a à I b E b B	ù à j è ù a o a a I a a ú a à I b E b B
á ǔ g a a a R X ǒ a T H à a T k b ò b n	á ǔ g a a a R a X ǒ a T H à a T k b ò b n
à m e a A a D C q ù W ǒ a E a a b c J b	à m e a A a D C a ù W ǒ a E a a b c J b
è ò a G r a a t a a è A y b ě H ě w ě b	è ò a G a r a a t a a è A y b ě H ě w ě b
ě a u a a p z m J w O V w O a a b S B b	ě a u a a p z m a J w O V w O a a b S B b
ò a a a ù a X W y x a è B b s l b f ě ú	a a a a ù a X W y x a è B b s l b f ě ú
ú ú Y Z F c o N a N B a a a a ě a b D t	ú ú Y Z F c o N a N B a a a a ě a b D t b
A r p a a O a p a a ě J ě b M L T O b á	A r p a a O a p a a ě a J ě b M L T O b á
C a R a p l a a é y a b b H ǎ Y à ǎ o ù	a a R a p l a a é y a b b H ǎ Y à ǎ o ù
E a R z C a a é R a a I Y C b b m u P f	E a R a C a a é R a a I Y C b b m u P f
G Y B u N è D a N a a a a ě a b U K P J	G Y B u N è D a N a a a a ě a b U K b P J
I a a a N J G l E a q é Y a ǔ b c h ò b	I a a a N J G l E a q é Y a a ǔ b c h ò b
K D x c Y ǎ a a ó a t Z U u a ú a D b b	K D x c Y ǎ a a ó a t Z U a u a ú a D b b
M á L a h a a a a W d ǎ N b b j ě j K g	M á L a a a a a a W d ǎ N b b j ě j K g
N p J K z a z a a q a z a J é b n ú H b	N p a J K z a z a a q a z a J é b n ú H b
P v B z a ú A Q a a a é C ó a à q D b b	P v B z a ú A Q a a a é C ó a a à q D b b
R t a a a ú q I t A H a à P a d b O b k	R t a a a ú q I t A a H a à P a d b O b k
T a D W D S a Q R ǎ C z a a é a b ú b c	a a D W D S a Q R ǎ C z a a é a b ú b c
V D N y a p a a a E a l n y o w b m j b	V D N y a p a a a E a l a n y o w b m j b
X á a a a è a a a v C ǔ b è h ó W è U U	X á a a a è a a a v C ǔ b è h ó b è U U
Y i a a n a D D ě P a a a b á A u ù L é	Y i a a n a D D ě P a a a b á A u ù b L é
a á ù O s a a H Q n g a M a á B q a b b	a á ù O s a a H Q n l a M a á B q a b b
a ě A S a s a x O a X a m K b t p T b i	a ě A a S a s a x O a X a m K b t p T b i
a A P K W a J J a K a J á à U a X b o b	a A P K a a J J a K a J á à U a X b o b
a G I a O a E o G a u R a A Z b m b J s	a G I a O a a o G a u R a A Z b m b J s
a L ǔ N a è a a F Z X y a B Y v b I b L	a L ǔ N a è a a F Z X y a B a Y v b I b L
a P p I ǔ H a á I u a a L U w a Q C b b	a P p I ǔ H a á I u a a L U w a Q a C b b
a V è P Z L a è a J a a x V N ǒ b Y b ù	a V è P Z L a è a a J a a x V N ǒ b Y b ù
a Z a l u a a B L a v E P u a y b Z e y	a Z a l u a a B L a v E P u a y b Z e b y
a a C ò a C ě a a é b f é w r y P b ù q	a a C a ò a C ě a a é b f é w r y P b ù q
a a Q a M x o à a o s a a A j T ǔ a X b	a a Q a M x o à a o s a a A j b T ǔ a X b
a a a E ú a é a F ǎ n o Q ǎ C b b B z k	a a a E ú a é a F ǎ n o a ǎ C b b B z k
a a a q a n a Y c o b ò a à Y z b e o T	a a a a q a n a Y c o b ò a à Y z b e o T
a a v ǎ r m a H G E è a p H r a c b A b	a a v ǎ r m a a G E è a p H r a c b A b
a n B S K a q a l a N Q a ǔ b b k b G O	a n B a S K a q a l a N Q a ǔ b b k b G O
a r p H a P a R p m a a K F a b A è è c	a r p H a P a R p m a a K F a b A è b è c
a w e à a a a x a a m J C b H b h K n J	a w ǒ à a a a x a a m J C b H b h K n J
b a a q a a c N a P b b A z ú b E I p Q	b a a q a a a N a P b b A z ú b E I p Q
d C a a a m C é o ú C a ǔ W a ǒ I b g b	d C a a a m C é o ú C a ǔ W a ǒ a I b g b
f ó a a ě W ǔ a y é ò F v a a a W b N p	f ó a a ě W ǔ a y é ò F v a a a b W b N p
g l E P U a a V a ǔ B a á a f Q H Z b b	g l E P U a a V a ǔ B a á a a Q H Z b b
i w R C a a w a t a a é à j L b i b t P	i w R C a a w a t a a é a à j L b i b t P
k i i a a H l D à H W Z a D a a b U b O	k i a a a H l D à H W Z a D a a b U b O
m a M a a Y ǒ n H X a ǔ a j H N b m F b	m a M a a Y ǒ a n H X a ǔ a j H N b m F b
o P a ǒ u ǎ ǒ a M ò a a a b á à p G ò b	o P a ǒ a u ǎ ǒ a M ò a a a b á à p G ò b
q K d p a P a q N C a M ù a a a b j z y	q K d p a P a q N C a M ù a a a b b z y
s N H E a a a Z á W a j N p a b g b r d	s N H E a a a Z á W a a N p a b g b r d
u I D V a A a w a ě a Z ù a G ò L b b ú	u I D V a A a w a ě a Z a ù a G ò L b b ú
w a ù Q O a a a p a ú p a l ù H b K c á	w a ù Q O a a a p a ú p a b ù H b K c á
y C à p ǎ a a w a ǒ m a ǒ L V a b b v R	y C à p ǎ a a w a ǒ m a ǒ a V a b b v R
ù ù M H Z a ó a a Q E K a a R Q X i b b é	ù ù M H Z a ó a a Q E K a a R a Q X i b b é
