step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.029846,-53.8903694152832,-54.459774017333984,ptsl2,32,0.001,40.923316955566406
10,0,40.98773,-53.822418212890625,-54.39554214477539,ptsl2,32,0.001,40.47035598754883
20,1,40.946476,-53.75542449951172,-54.33232116699219,ptsl2,32,0.001,41.651832580566406
30,1,40.905293,-53.688419342041016,-54.26906204223633,ptsl2,32,0.001,40.561771392822266
40,2,40.864223,-53.62186050415039,-54.20616149902344,ptsl2,32,0.001,41.53617858886719
50,3,40.822906,-53.55463790893555,-54.14278793334961,ptsl2,32,0.001,41.01984405517578
60,3,40.781498,-53.48719787597656,-54.07920455932617,ptsl2,32,0.001,40.4427604675293
70,4,40.74015,-53.419952392578125,-54.01588821411133,ptsl2,32,0.001,40.17512893676758
80,5,40.69864,-53.35218811035156,-53.95208740234375,ptsl2,32,0.001,40.864723205566406
90,5,40.656857,-53.283775329589844,-53.88764953613281,ptsl2,32,0.001,40.58690643310547
100,6,40.61502,-53.215457916259766,-53.82339096069336,ptsl2,32,0.001,41.71015930175781
110,6,40.573364,-53.147361755371094,-53.75936508178711,ptsl2,32,0.001,41.00498962402344
120,7,40.53142,-53.07828903198242,-53.69453811645508,ptsl2,32,0.001,41.376678466796875
130,8,40.48959,-53.00962448120117,-53.62999725341797,ptsl2,32,0.001,39.32734680175781
140,8,40.44777,-52.9405403137207,-53.565120697021484,ptsl2,32,0.001,38.78399658203125
150,9,40.406227,-52.87213134765625,-53.500972747802734,ptsl2,32,0.001,40.10198974609375
160,10,40.364616,-52.8034782409668,-53.43666458129883,ptsl2,32,0.001,40.60597229003906
170,10,40.322968,-52.73443603515625,-53.372047424316406,ptsl2,32,0.001,38.89189910888672
175,10,40.30222,-52.70018005371094,-53.34000015258789,ptsl2,32,0.001,39.79432678222656
