grammatical	ungrammatical
ù ù p Q W è m Z P é A Q Z w V n E B D j	ù ù p Q W è g Z P é A Q Z w V n E B D j
ǔ G k H f W p f ú ú Q E v E G A l q R Q	ǔ g k H f W p f ú ú Q E v E G A l q R Q
á a s X I m h d l b O ò p B j F S á ǎ G	á a s X I m h d l b O ò p g j F S á ǎ G
à t V F N g J Z c g B c G t P B S H O k	à t V F N n J Z c g B c G t P B S H O k
é A v ǎ K c ó ú o v o b P q V Q m w à K	é A v ǎ K c ó ú o v o b P q V Q m w à g
è M n à r f h w i K y e B x e B é ó j T	è M n à r f h w i K y e B x e g B é ó j T
ě a t à u ó R R ǔ a ě O p ǎ P e y O ó u	ě a t à u ó R R ǔ a ě O p ǎ P b y O ó u
ó z E S a u p j ǒ j e s è ò z y ǒ h R h	ó z E S a u p j ǒ j e s è ò z y ǒ h R h g
ǒ F w x e Y p Z á D ò é ǒ A t v A H N e	ǒ F w g x e Y p Z á D ò é ǒ A t v A H N e
ú P ò h ǎ è R X O l n N v I C h p x P f	ú P ò h ǎ è R X O l n N v I C h p g P f
A b h J l E ě y d a y H Q c y V W ǒ ò á	a A b h J l E ě y d a y H Q c y V W ǒ ò á
B p C v f i N W Z o i a S n p j Y è é z	B p C v f i g W Z o i a S n p j Y è é z
C z F X f M a j ě ě K c l R m Y A r F r	C z F X f M a j ě ě K c l R m Y A r F r g
E T à ú P B N T y L i B s á ǎ D ú b à Y	E T à ú g B N T y L i B s á ǎ D ú b à Y
F m X Q A n M E J ó H ǎ Y ǒ L ě k J S O	F m X g Q A n M E J ó H ǎ Y ǒ L ě k J S O
G s i t a p é g ǔ X è j G S W I ǒ u g l	G s i t a p é g ǔ X è j G S W I ǒ u ǔ l
I N á Q O r è r s W ù p T u z j s S V f	g I N á Q O r è r s W ù p T u z j s S V f
J e f U m p Q Q r A C l s B L s b t ú Y	J e g U m p Q Q r A C l s B L s b t ú Y
L à e ò P I l p r f à ú j W j h Z à P M	L à e ò P I l p r f g ú j W j h Z à P M
M E j ǔ A i ò l è y P r V l B K N G t N	g M E j ǔ A i ò l è y P r V l B K N G t N
N Y t H T v t S U Z s S ú E l A M j s u	N Y t H T g v t S U Z s S ú E l A M j s u
O c d d l Z p à b M j à d e Y q a H ó Y	O c d d l Z b p à b M j à d e Y q a H ó Y
P w f k w Z P I ù ò ù V ǒ L A P A x ǎ I	P w f k w Z P I ù g ò ù V ǒ L A P A x ǎ I
R G x è J O K p l ě m é ù k K O x W G ù	R G x è J O K p l ě m é ù k K O g W G ù
S c ǎ d Z U Z p à k l G R A Q z ǎ a K ǒ	S c ǎ d g U Z p à k l G R A Q z ǎ a K ǒ
T z a H M Y U S ò ò D ò c E G s W é w c	T z a H M Y U g ò ò D ò c E G s W é w c
V F O à J u á O P K à P t v q D d P t c	V F O à J u á O P K à P t g q D d P t c
W f Y w n K ǎ m K x Y ò ù ù n O è y Q ǒ	W f Y w n K ǎ m K x Y g ù ù n O è y Q ǒ
Y ù c a R Y I c N b é w Q o ú P R ò E ǒ	Y ù c a R g I c N b é w Q o ú P R ò E ǒ
Z ě f l A K K d f q I J a a U n Z E w ǔ	Z ě f l A K K d f q I J a a U n Z E w g ǔ
a M N I p n o ǒ x s A R M c a T ě C r á	a M N I p n o ǒ g x s A R M c a T ě C r á
b U ù M o Q M ú d T E M l W t ó g j g V	b U ù M o Q M ú d T E M l W t g g j g V
c k é h ǔ l z ù I a ě b M l Z n K h O p	c k é h ǔ l z ù I a ě b M l b n K h O p
d q O g ó j ó S H X P W a D P D Y g m c	d q O g ó j ó S H X P W a D P D Y é m c
f K ó t f ò N á v O T g g r M s z A R M	f K ó t f ò N á v O T g f r M s z A R M
g d Y x ǒ è b á Q ù ǒ R Z G g à h Q è ǒ	g d Y x ǒ è b á Q ù ǒ R Z G E à h Q è ǒ
h m O Y à v ù B á é U ù Y d s v A x á o	h m O Y à g ù B á é U ù Y d s v A x á o
i w g j m Z g X p h G ú P é d l M j X t	i w W j m Z g X p h G ú P é d l M j X t
k E ú ǔ R u V ú ǒ I ǎ a p A b w V ǎ B S	a E ú ǔ R u V ú ǒ I ǎ a p A b w V ǎ B S
l W w s e ù t i O V w U s w k u z V n u	l W w s e ù t i O V w g U s w k u z V n u
m p F s ù w U ǒ ù X T C A k c C è t à I	m p F s ù w U ǒ ù X T g C A k c C è t à I
o ù q z w è p l ó r p a F J u W L ó I S	o ù g q z w è p l ó r p a F J u W L ó I S
p ě a ò q n K u r s ù r D ǒ G ò U w h è	p ě a ò q n K u r s ù r D ǒ G ò g U w h è
q O x K è I X ú ó ǔ V a P ǎ a s ǒ s s E	q O x K è I X ú ó ǔ V a g ǎ a s ǒ s s E
r x y f s U V h k S f M a F Q r a H A à	r x y f s U V h k S f M a F b Q r a H A à
t S p S u ǎ q ó Q t B t S I b k D ǔ l w	t S p S u g q ó Q t B t S I b k D ǔ l w
u h F f i y J L f ù F m q Q ú d p s S Y	u h F f i y J L f ù F m q Q ú d g p s S Y
w ù B L E è U v O è O x y ě o E u N e M	w ù B L E è U v O è O x y ě g E u N e M
x K ǒ k F d o ù ú Z y V à o G a O b ǎ ǔ	x K a k F d o ù ú Z y V à o G a O b ǎ ǔ
y c U u ú S ù r B U v i h ú I Q z J t G	y c U u g ú S ù r B U v i h ú I Q z J t G
ù ù à F Q Q h á t X ò J G W z è v g g a K	ù ù à F Q Q h á t X ò J G W z è v g r a K
ǔ J k M C R a i K ǒ S a d è K L N D V R q	ǔ J k M C R a i K ǒ S a d è K L N D V R g
á b P Q l k c R U é Y N m w á S r á G r N	á b P Q l g c R U é Y N m w á S r á G r N
à y L ǎ ǔ x n K è x T Z W W S b ú H v M r	à y L ǎ ǔ x n K è x T Z W W S b ú H v g r
é B h Q ù H M r m n à l E è h y p d T h Z	é B h Q g ù H M r m n à l E è h y p d T h Z
è Z x à R V B I g d g ò ǔ y J D M O f d o	è Z x à R V B I g d Z ò ǔ y J D M O f d o
ě x o S Y A m t á G ǒ k B S V P G k Z ǎ V	ě x o S Y A m t á G ǒ k g S V P G k Z ǎ V
ò D Y q h H Z ǒ ǒ L t ǒ b ě C ǔ M H v A é	ò D Y q h H g Z ǒ ǒ L t ǒ b ě C ǔ M H v A é
ǒ N L n a ě H b M N q Z S ǔ u j q d U t x	ǒ N L n a ě H b M b N q Z S ǔ u j q d U t x
ú W F d j ǎ W K T c r G ù é r U H H ǔ T H	ú W F d j g W K T c r G ù é r U H H ǔ T H
A o j R s v U q A ù p r S n Q ò j t e V t	A o j R s v U q A g p r S n Q ò j t e V t
C H ǎ ǔ ě L s M V ò v F á Q r y l v C V Y	C H ǎ ǔ ě L g M V ò v F á Q r y l v C V Y
D Q p w B V y N E á e b ǎ t Z Z z C H t c	D Q p w B V y N E á e b ǎ t Z Z z g C H t c
E o S D I t L G ú b P y j ǒ ǒ x ǎ J k w à	E o S D I t L G ú b P y j g ǒ x ǎ J k w à
F w D e Z z Z L o w V ò v t t S B y l à i	F w D e Z z Z L o w V ò v t t S B y l à g
H I S x ǎ J p P á d b p T ě i k U R N b M	H I S x ǎ J p P á a b p T ě i k U R N b M
I c E F ò r J t M T E F ù ó F C k S b P ǎ	g I c E F ò r J t M T E F ù ó F C k S b P ǎ
J w z c Y I G y A s ò é j z J s Y H k P ǒ	J w z g c Y I G y A s ò é j z J s Y H k P ǒ
L E G ǒ u v G T ǒ W s ò ò T U z V f o a ě	L E G ǒ u v G T ǒ W s ò g T U z V f o a ě
M U m ǒ ǒ p ú M L ú e h C p U N i v y b u	M U m ǒ ǒ g p ú M L ú e h C p U N i v y b u
N m é á c S à P N S D m n H Z è o L c c ù	N m é á c S à P N g D m n H Z è o L c c ù
O w I g K T u g C W k C Z w ó B ò k p Z O	O w I g K T u A C W k C Z w ó B ò k p Z O
Q I á l G ǔ j y w V R ǎ T V é V I ǒ ǔ q ǒ	Q g I á l G ǔ j y w V R ǎ T V é V I ǒ ǔ q ǒ
R W q Z n ǒ b N l C R t ò U P t d r ǔ q T	R W q Z n ǒ b N l C R t ò U P t d r g ǔ q T
S u t c V q A è e ǒ Z U a V ú é à x x j ù	g S u t c V q A è e ǒ Z U a V ú é à x x j ù
U è B r Z n u E E ě B ě t t x R ǎ è f ǔ i	U è g r Z n u E E ě B ě t t x R ǎ è f ǔ i
V W Q c W j s t ǒ O n R e S N M N u ě C ú	V W Q c W j s t ǒ O n g R e S N M N u ě C ú
X ǎ h B g n d ò o E R g p O ǒ c D Y e r A	X ǎ h B g g d ò o E R g p O ǒ c D Y e r A
Y K ù C e t m w I N d U à ě f h p j d e b	Y K ù C e t m w I N d U à ě f h p j d g e b
Z h h J U R y C b a ò m ú Q p s e j i B Q	Z h h J a U R y C b a ò m ú Q p s e j i B Q
a s A j U J G P y T F é G ú à C V S ǔ Z S	a s A j U J G P y T F é G ú à C V S g Z S
b r v ǔ S Q i h ó a x V k Q t e t P H D S	b r v ǔ S Q i h ó a x V k Q t e t P g H D S
d C A j v X à v z Z V ǔ C H O J t A j X E	d C A j v X à v z Z V ǔ C H O J t A g j X E
e X P k ǎ k b m m B f G z F a K A t J y q	e X P k ǎ g k b m m B f G z F a K A t J y q
f j L v h Y ó B J ě à G B H y è F m q á ò	f j L v h Y ó B J ě à G B H y è F m q g ò
g r F d m ú s m f t N W H z H g F D h T v	g r F d m ú s m f t N W H z H I F D h T v
i F V M V A k x à ǔ D ò F a è G r c L b à	i F a M V A k x à ǔ D ò F a è G r c L b à
j W o Q o q z V a r T N q J ò E q h l ò a	g W o Q o q z V a r T N q J ò E q h l ò a
k b C b c K e à S K x S y Z W b R à I k ǒ	k b C g b c K e à S K x S y Z W b R à I k ǒ
l l F J b B n T m è l è G v c a ú O M T v	l l F J b B n T m è l è G v c b a ú O M T v
n ó P D i r ú M x b ú n K V A ù E n l m K	n g P D i r ú M x b ú n K V A ù E n l m K
o M ò g r B g W i s L J A z d Q n T F b h	o M ò g r B v W i s L J A z d Q n T F b h
p l ǒ e Z o f P q w U G M u Q a G s N a ó	p l ǒ e Z o f P q w U G M u Q a G g s N a ó
r è s f a a B ó ǎ Q a ó l C r P p c F ó ò	r è b s f a a B ó ǎ Q a ó l C r P p c F ó ò
s K H l H X D e à B a P c b ǔ I t à ú v ǔ	s K H l H X D e à B a P c b g I t à ú v ǔ
t d a r è G F ě E ǔ k n i é q E A Y D ǎ K	t d a r è G F ě E ǔ k n g i é q E A Y D ǎ K
u t C K g A h c w b g J d N z ǔ C é J i P	u t C K C A h c w b g J d N z ǔ C é J i P
w F à t O I L G m S j d T ǔ è a r O V a ò	g w F à t O I L G m S j d T ǔ è a r O V a ò
x O i w D O m l S f v C ù Y c w q à k Y T	x O i w D O m l S f v C ù Y c g q à k Y T
y q N O d p á t ò k e ǎ N V K à w ě O a i	y q g N O d p á t ò k e ǎ N V K à w ě O a i
ù ù é y i à V m J C E I à ǔ F a i i c u ù é	ù g ù é y i à V m J C E I à ǔ F a i i c u ù é
ǔ é C D v d Y F L S b H b n x á h v G I I Z	ǔ é g D v d Y F L S b H b n x á h v G I I Z
á L v k O v k s F w L E I u e á Y ǎ ǒ ú m ě	á g L v k O v k s F w L E I u e á Y ǎ ǒ ú m ě
à o g f m d R è ú D d y z L k ò z j g j Q ò	à o f m d R è ú D d y z L k ò z j g j Q ò
é ò c S á e O v p u ú z é J z V S j S ó V G	é ò c S á e O v p u ú z é J z V S j S ó V g
è R G è e S T N H ù I E x i c ǔ N K ǔ y r ù	è R G è e g T N H ù I E x i c ǔ N K ǔ y r ù
ě f c è A é B J J n S à H R z C K L c c b G	ě f c è A é B J J n S g à H R z C K L c c b G
ó r s ò C i X é ó á P c u v y t E u B I z f	ó r s ò C i X é ó á P g u v y t E u B I z f
ǒ A ù q H j x j Y G O á Y t O P t M ǔ R N ó	ǒ A ù q H g j x j Y G O á Y t O P t M ǔ R N ó
ú Q a á j q x ě á h h t I K ǔ ú L f ó G H E	ú Q a á j q x ě á h h t I K g ú L f ó G H E
A t N ó B P ó ě r h F X m t u u h P I I ò ò	g t N ó B P ó ě r h F X m t u u h P I I ò ò
B q a W v á d ǒ W O q z e R Q b ǎ d x y J ǒ	B q a W v á d ǒ W O q z e R Q b ǎ b d x y J ǒ
D H q y ǎ t S u e X x á K ó o G w k Z G q b	D H q y ǎ t S u e X x á K ó o G w k Z G q g
E X a T q Z x U s R C W z E i J ě y u T T q	E X a T q Z x U g R C W z E i J ě y u T T q
F e F V K h I ě X ǔ ǎ o e é O m Z Y r b ě b	F e F V K h I a ě X ǔ ǎ o e é O m Z Y r b ě b
H ù h F O x b a x o ě I w d è P I I ě T ú x	H ù h F O x b a x o ě I w d a è P I I ě T ú x
I H è v ǔ p j v q ǔ k h ó m K Q f Z V G v ò	I H è v ǔ p j v q ǔ k h ó m K Q f Z V G v ò g
J W W é ǒ d B p v è O v b Q x G N è q a L L	J g W W é ǒ d B p v è O v b Q x G N è q a L L
K d G v B P c S t a w ó A ǔ à ó p x k ǔ p W	K d G v B P c S t a w ó A ǔ à ó p x g k ǔ p W
L v B O ò ó j c R t q p f à R u B V d t d q	L v B O ò ó j c R t q p f à R u B V d g t d q
N B è ǎ à E o ù a z z e c ó w y è d J g M g	N B è ǎ à E o ù a z z e c ó w y è d J u M g
O I U y o o v ě z w o T W U ǔ à k S o l a k	O I U y o o v ě z w g T W U ǔ à k S o l a k
P b c U h b M k C J ǒ N k z H ǎ o f q w K z	P b c U h b M k g J ǒ N k z H ǎ o f q w K z
Q i F ù K ú M k S a I à P R B ǎ W b I S ó c	Q i g F ù K ú M k S a I à P R B ǎ W b I S ó c
R s é o é A V J D m H v ó q y é ě d ǔ A c l	R s é o é A V J D m H v ó q y é ě d g ǔ A c l
T D ù i A q B T d u Q w ǎ D S U ó C C H l o	T D ù i g q B T d u Q w ǎ D S U ó C C H l o
U N T b j a N ǎ g r K T ò q N J u é g D f i	U N T b j a N ǎ ú r K T ò q N J u é g D f i
V p k z ú i d K J ě l L ò l v à L N ù f G S	V p k z ú i d K J ě l L ò l v à L N g ù f G S
X ú á N s M L é t U à O ǒ N Z Z z ǎ à P h H	X ú á N s M L é t U à O ǒ N g Z Z z ǎ à P h H
Y Y H O ǒ x B á d Q ú Z y t c d i b L ú V t	Y Y H O ǒ x B á d Q ú g y t c d i b L ú V t
Z x s S g R b u r z u w X w g V G s Z t P B	Z x s S g R b u r z u w X w g V g s Z t P B
b á è i E v P f á á ǎ w á d b n z X Y z V b	b á è i E v P f g á ǎ w á d b n z X Y z V b
c ó ǎ k n r F Y S B ù f S f ǎ n i U K ě y é	c ó ǎ k n r F Y S B ù f S f ǎ n i U K ě y g
d J q p A ě E e r é h Q ǔ X a k u l ò a t S	d J q p A ě E e r é h Q ǔ g a k u l ò a t S
e r ó j q é O X O è ǒ h p z ó ò W N ǔ Z I A	e r ó j q é O X O è ǒ h p z g ò W N ǔ Z I A
g G l n g D à k X q e I Q w ě e G ǒ B X ú O	g G l n h D à k X q e I Q w ě e G ǒ B X ú O
h V A w ǒ h t F R r ě d n z a m p Z ě ù D M	h V A w g ǒ h t F R r ě d n z a m p Z ě ù D M
i t S o p F H u S e è r á S ǔ I v ǎ Q D R j	i t S o p F H u g S e è r á S ǔ I v ǎ Q D R j
k ǒ N è G ǎ e D ú K B o u Z f ǒ ǒ i j f m c	k ǒ N è G ǎ e D ú K B o u Z g f ǒ ǒ i j f m c
l Y W O l t r L e P P ù U ǎ r K H è g g b N	l Y W O l t r L e P P ù U ǎ r K H g è g g b N
n ǔ W s à ǎ á W I t ò è Z D D K ó z ǒ Q O O	n ǔ W s à ǎ á W I t ò è Z D D K ó z ǒ Q O O g
o ě j a q S z ǒ Q Q x à C f p B v u w d h A	o ě j a q g S z ǒ Q Q x à C f p B v u w d h A
p T ó H ǎ E S q O k è ě k k Y s ǒ o i i J A	p T ó H ǎ E S q O k è ě k k Y s ǒ o i g J A
q l U R B k u Z j g é w c v g E J I J I C ǔ	q l U R B k u Z j g é w c v d E J I J I C ǔ
s è Q r ǒ M T ò s a o w o f p a K P l v ú à	s è Q r ǒ M T ò s a o w o f p a K P l v g à
t S p ě w s r M F x X i Q B L e v n n J N ě	t S p ě w s r M F x X i Q B L e g v n n J N ě
u g ǎ M ǒ i S i D H m p Y ǔ S L J c g G ǎ G	u o ǎ M ǒ i S i D H m p Y ǔ S L J c g G ǎ G
v u L o d O F M K H f Z t a g T l g à v H p	v u L o d O F M K H f Z t a g T l F à v H p
x H j x ò V u H ǔ b I a ǒ B e Y q ú D x S Y	x H j x ò V u H ǔ b I a ǒ B a Y q ú D x S Y
y r Q ó i q O p l A q ó U ǒ X Q z I ó à o ó	y r Q ó i q O p l A q ó U ǒ X Q z g ó à o ó
ù á E X G q ú D C t è n t c c U ú ǒ y e t j s	ù á E X G q ú D C t è n t c c U ú g ǒ y e t j s
ǔ H q l I n e é h ò à Q K U J X Z y p w v E T	ǔ H g q l I n e é h ò à Q K U J X Z y p w v E T
á f t á ě F b à ó F a w j R ǎ l t K P L C G h	á g t á ě F b à ó F a w j R ǎ l t K P L C G h
