grammatical	ungrammatical
a ù ù R c d P p d a a F w u H O R I y é	a ù ù R c d P p d a J a F w u H O R I y é
a ǔ V B n ě à c L S y Y ǒ E G e m a a n	é a ǔ V B n ě à c L S y Y ǒ E G e m a a n
a á q Q v J ù ù c C b O E K V A D a a S	a á q Q v J ù ù c C b O E K V A D é a S
a ǎ J Y á x A X Y F h c e G P b u a a s	a ǎ J Y á x A X Y F h c e G P b u a G s
a é c w U a a s C ò U u U ó Q ó o A K x	a é c w U a è a s C ò U u U ó Q ó o A K x
a ě ò c g R d Z M p d a a E U ě ǔ ú L ù	a ě ò c g R d Z M p d a U E U ě ǔ ú L ù
a ó c b h q j è Y R ú á d j l a a z Q h	a ó c b h q j è Y R ú á d j l M a z Q h
a ǒ I q ù a ò ǔ T ù y s d c ò a a ù I è	a ǒ I q ù a ò ǔ T ù y s d c ò a P a ù I è
a ú k ù u G d è U c P c a a è è ú a f ú	a ú k ù u G d è U c P c a ě a è è ú a f ú
a B Q c á w O s M T i f X D a a w ù ù w	a B Q z á w O s M T i f X D a a w ù ù w
a C r w G h g P U O i V B h F c g a a A	a C r w G h g P U O i V B h F c g K a A
a E V c a a X d L ú w é è B D F r Q ǔ X	w a E V c a a X d L ú w é è B D F r Q ǔ X
a F r b C j N Y c p ǎ O w G a q W a a r	a F r b C j N Y c p ǎ O w G a q W ǒ a r
a H ǒ ó U p c a á B M n v a a W z C j ò	r H ǒ ó U p c a á B M n v a a W z C j ò
a I c ě ě N ě A N c ú r ǒ N R h a a d Y	a I c ě ě N ě A N c ú r ǒ N R h a e a d Y
a J w q N q ú f c W b S W j a E v a a O	t J w q N q ú f c W b S W j a E v a a O
a L Y c Q J a a L ù Y é r B h ó B á G s	ǎ a L Y c Q J a a L ù Y é r B h ó B á G s
a M x c t y ú R C a a E E G ě Q g Z t è	a M x c t y ú R C r a E E G ě Q g Z t è
a O ú c H A a a M K V ò w é ú F ǒ l d K	a O ú c H A l a M K V ò w é ú F ǒ l d K
a P X ě V M D s c a a J v K L ò c c x W	ǔ a P X ě V M D s c a a J v K L ò c c x W
a R ó ǒ q U c t o ǒ J k C Q a a ù o J I	I R ó ǒ q U c t o ǒ J k C Q a a ù o J I
a S X N B S Y O è c ǒ è L f Q G a a L ú	a S X N B S Y O è c ǒ è L f Q G ě a L ú
a U E P k c D g è q l k h a ǒ è g Z a a	a U E P k c D g è q l k h a ǒ è g Z a e
a V Z c n ù N ǒ B a a s Y z q M G ǎ k H	a V Z c n ù N ǒ B D a s Y z q M G ǎ k H
a W z w S c D ǔ a a P o O ó o s B i i f	a W z w S c D ǔ a s a P o O ó o s B i i f
a Y V S ǒ P c ǔ y Q a a z U D a F ò j B	ǔ a Y V S ǒ P c ǔ y Q a a z U D a F ò j B
a Z m H G ò s c s h N l H m a a X i A ǒ	D a Z m H G ò s c s h N l H m a a X i A ǒ
a b B c k O x é I R s W ǒ a a é k o ù K	W b B c k O x é I R s W ǒ a a é k o ù K
a c à A e a a A j ó K s V s T G é W E E	a c à A e a A j ó K s V s T G é W E E
a c C N Q g Q a a ǒ ǎ U f h v n b n O á	ǎ a c C N Q g Q a a ǒ ǎ U f h v n b n O á
a c M h O á S g X A s B A R a a V y T ě	a c M h O á S g X A s B A R a y a V y T ě
a c Y P K d é v q t B G Q A a a l o m ǒ	o a c Y P K d é v q t B G Q A a a l o m ǒ
a c f F à i a a O c h i g n x T F C a F	v c f F à i a a O c h i g n x T F C a F
a c p X ě A a a y O o ó F i S ù x y M d	ǒ c p X ě A a a y O o ó F i S ù x y M d
a d ú I U c t e ǎ a a U n j H b a à ě à	a d ú I U c t e ǎ a G a U n j H b a à ě à
a e l C b i N U ò c d ù N b a a E w J n	è e l C b i N U ò c d ù N b a a E w J n
a g é v m l H c ě W T C L c a a s z T B	a g é v m l H c ě W T C L c a j a s z T B
a h T y d X G é c Q ǔ C l f l a a b q ǎ	D h T y d X G é c Q ǔ C l f l a a b q ǎ
a i v c s d Z P p U a a K J F E Q j i P	a i v c s d Z P p U a D K J F E Q j i P
a k O ù l J m Y J ě M o c J á s A a a j	a k O ù l J m Y J ě M o c J á s A a w a j
a l g è à ú c D A U á ó t á ǎ n ǎ W a a	a l g è à ú c D A U á ó t á ǎ n ǎ W a t
a n á K ò ò c S a a D S O f s x c i u Q	N a n á K ò ò c S a a D S O f s x c i u Q
a o X X O ǔ ò c L F j k ǒ d N d B a a W	a o X X O ǔ ò ě L F j k ǒ d N d B a a W
a q ù s h c p g Z p A B ě J X a a q y a	a q ù s h c p g Z p A B ě J X a R q y a
a r c á é E o d S a a ǔ X g N p w o C G	a r c á é E o d S a ǒ a ǔ X g N p w o C G
a s h s H c i a ò r E s X D Z ǎ a a H q	a s h s H c i a ò r E s X D Z ǎ Q a H q
a u D i c Q I B é P O A k ǒ M u F a a x	a u D i c Q I B é P O A k ǒ M u F N a x
a v l ò Z p ú T é E H H c ò a a L ù k r	M v l ò Z p ú T é E H H c ò a a L ù k r
a x I ǎ K Z ó G X S Y ǎ c a f a a á ú b	a x I ǎ K Z ó G X S Y ǎ c a f a á a á ú b
a y e K c Z ǔ W r G a a t t ě b ě X X t	J y e K c Z ǔ W r G a a t t ě b ě X X t
a ù ù ó Z l ǒ K D c p ě a a O H i t x E Z	a ù ù ó Z l ǒ K D c p ě a T O H i t x E Z
a ǔ U E c H a n ǎ u a a H q l à I b p y f	a ǔ U E F H a n ǎ u a a H q l à I b p y f
a á c a a à O E i F O e ó Q Q R g d U G P	U a á c a a à O E i F O e ó Q Q R g d U G P
