step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.060436,-53.94190979003906,-54.410987854003906,ptsl2,32,0.001,42.0165901184082
10,0,41.017376,-53.872833251953125,-54.350677490234375,ptsl2,32,0.001,41.106868743896484
20,1,40.975124,-53.8048095703125,-54.290985107421875,ptsl2,32,0.001,41.809288024902344
30,1,40.932785,-53.73645782470703,-54.23114776611328,ptsl2,32,0.001,40.79104995727539
40,2,40.89011,-53.66769790649414,-54.17133712768555,ptsl2,32,0.001,40.30094528198242
50,3,40.847458,-53.59869384765625,-54.11105728149414,ptsl2,32,0.001,40.83477020263672
60,3,40.804752,-53.529422760009766,-54.05074691772461,ptsl2,32,0.001,41.285667419433594
70,4,40.761803,-53.459800720214844,-53.98985290527344,ptsl2,32,0.001,40.15449142456055
80,5,40.718735,-53.389739990234375,-53.928836822509766,ptsl2,32,0.001,40.19806671142578
90,5,40.67593,-53.32023239135742,-53.86825942993164,ptsl2,32,0.001,41.52500915527344
100,6,40.632675,-53.24979019165039,-53.807334899902344,ptsl2,32,0.001,40.755287170410156
110,6,40.589355,-53.17886734008789,-53.74610137939453,ptsl2,32,0.001,38.552154541015625
120,7,40.546417,-53.10897445678711,-53.685546875,ptsl2,32,0.001,39.89746856689453
130,8,40.503162,-53.03822326660156,-53.62453842163086,ptsl2,32,0.001,40.58232498168945
140,8,40.45965,-52.96697235107422,-53.56330490112305,ptsl2,32,0.001,39.253658294677734
150,9,40.416363,-52.895652770996094,-53.50199890136719,ptsl2,32,0.001,40.248558044433594
160,10,40.373184,-52.82450485229492,-53.44103240966797,ptsl2,32,0.001,40.85715103149414
170,10,40.330196,-52.75374221801758,-53.38048553466797,ptsl2,32,0.001,39.506649017333984
175,10,40.308697,-52.71822738647461,-53.3501091003418,ptsl2,32,0.001,40.600624084472656
