step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.04759,-53.918880462646484,-53.92316818237305,sp2,32,0.001,41.794395446777344
10,0,40.757187,-53.427005767822266,-53.52099609375,sp2,32,0.001,39.71731185913086
20,1,40.496765,-52.9825439453125,-53.16250228881836,sp2,32,0.001,40.618568420410156
30,1,40.265293,-52.583587646484375,-52.84480285644531,sp2,32,0.001,39.78337478637695
40,2,40.06168,-52.23072814941406,-52.563053131103516,sp2,32,0.001,40.252708435058594
50,3,39.879387,-51.92127227783203,-52.30708312988281,sp2,32,0.001,40.07433319091797
60,3,39.716732,-51.64750671386719,-52.07790756225586,sp2,32,0.001,39.99335479736328
70,4,39.57635,-51.40419387817383,-51.8799934387207,sp2,32,0.001,39.74334716796875
80,5,39.456657,-51.185935974121094,-51.71140670776367,sp2,32,0.001,40.07880401611328
90,5,39.351875,-50.99574661254883,-51.559818267822266,sp2,32,0.001,38.83554458618164
100,6,39.25962,-50.82496643066406,-51.428131103515625,sp2,32,0.001,39.156280517578125
110,6,39.17807,-50.67731475830078,-51.307926177978516,sp2,32,0.001,39.04814529418945
120,7,39.105957,-50.541839599609375,-51.2029914855957,sp2,32,0.001,39.015052795410156
130,8,39.040375,-50.419830322265625,-51.107791900634766,sp2,32,0.001,39.22544860839844
140,8,38.984596,-50.31173324584961,-51.02476501464844,sp2,32,0.001,38.908470153808594
150,9,38.93111,-50.2160758972168,-50.94428634643555,sp2,32,0.001,38.7187385559082
160,10,38.886433,-50.127342224121094,-50.878055572509766,sp2,32,0.001,37.80862808227539
170,10,38.84889,-50.05429458618164,-50.81634521484375,sp2,32,0.001,38.04662322998047
175,10,38.829403,-50.01933288574219,-50.78517150878906,sp2,32,0.001,38.1300048828125
