step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.049957,-53.91591262817383,-54.57591247558594,sl2,16,0.01,41.7408447265625
10,0,40.29707,-52.698143005371094,-53.50160217285156,sl2,16,0.01,40.13732147216797
20,0,39.66005,-51.649009704589844,-52.57666015625,sl2,16,0.01,41.1042366027832
30,0,39.152794,-50.782806396484375,-51.833526611328125,sl2,16,0.01,40.489871978759766
40,1,38.76635,-50.09358596801758,-51.2459831237793,sl2,16,0.01,38.9559211730957
50,1,38.477978,-49.548500061035156,-50.79528045654297,sl2,16,0.01,36.30778121948242
60,1,38.265984,-49.10696029663086,-50.44590759277344,sl2,16,0.01,35.6091194152832
70,2,38.106617,-48.753841400146484,-50.17271041870117,sl2,16,0.01,36.690486907958984
80,2,37.992195,-48.480987548828125,-49.95934295654297,sl2,16,0.01,37.54724884033203
90,2,37.90103,-48.258304595947266,-49.78851318359375,sl2,16,0.01,36.92924118041992
100,3,37.844784,-48.07746124267578,-49.656089782714844,sl2,16,0.01,35.9066162109375
110,3,37.8057,-47.92805099487305,-49.54971694946289,sl2,16,0.01,34.8333625793457
120,3,37.76144,-47.7904167175293,-49.43458557128906,sl2,16,0.01,34.617462158203125
130,4,37.730732,-47.6731071472168,-49.34199142456055,sl2,16,0.01,35.833797454833984
140,4,37.71154,-47.57986068725586,-49.27127456665039,sl2,16,0.01,37.06509780883789
150,4,37.687557,-47.49308776855469,-49.195167541503906,sl2,16,0.01,33.77436065673828
160,5,37.672356,-47.4114990234375,-49.1270637512207,sl2,16,0.01,34.395694732666016
170,5,37.66136,-47.345767974853516,-49.06049728393555,sl2,16,0.01,36.99650192260742
180,5,37.655983,-47.286346435546875,-49.01218032836914,sl2,16,0.01,33.574615478515625
190,5,37.661713,-47.238651275634766,-48.9844856262207,sl2,16,0.01,36.52201461791992
200,6,37.680313,-47.21290969848633,-48.98212432861328,sl2,16,0.01,34.547706604003906
210,6,37.684055,-47.177757263183594,-48.95748519897461,sl2,16,0.01,33.93483352661133
220,6,37.69284,-47.1461067199707,-48.93397521972656,sl2,16,0.01,35.91873550415039
230,7,37.691494,-47.09991455078125,-48.89771270751953,sl2,16,0.01,35.88925552368164
240,7,37.696156,-47.06521987915039,-48.87592315673828,sl2,16,0.01,34.62709045410156
250,7,37.71241,-47.048702239990234,-48.87224197387695,sl2,16,0.01,35.695281982421875
260,8,37.719067,-47.02323913574219,-48.829429626464844,sl2,16,0.01,34.93255615234375
270,8,37.732605,-47.007164001464844,-48.81733703613281,sl2,16,0.01,37.45025634765625
280,8,37.7435,-46.99077606201172,-48.806095123291016,sl2,16,0.01,35.21502685546875
290,9,37.7575,-46.9768180847168,-48.80182647705078,sl2,16,0.01,35.8607177734375
300,9,37.770813,-46.96319580078125,-48.80217742919922,sl2,16,0.01,36.129608154296875
310,9,37.78025,-46.95130920410156,-48.79583740234375,sl2,16,0.01,36.840877532958984
320,10,37.786633,-46.934410095214844,-48.77665710449219,sl2,16,0.01,35.4030647277832
330,10,37.79833,-46.91809844970703,-48.77729415893555,sl2,16,0.01,34.38208770751953
340,10,37.813477,-46.914031982421875,-48.78764724731445,sl2,16,0.01,35.59541702270508
350,10,37.835114,-46.91251754760742,-48.79657745361328,sl2,16,0.01,33.635719299316406
351,10,37.837227,-46.912879943847656,-48.79604721069336,sl2,16,0.01,39.746665954589844
