step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.099255,-53.960819244384766,-54.829349517822266,sp2,32,0.001,40.9564094543457
10,0,40.796898,-53.46154022216797,-54.34374237060547,sp2,32,0.001,40.22291564941406
20,1,40.518055,-52.995567321777344,-53.89375305175781,sp2,32,0.001,39.05918884277344
30,1,40.262413,-52.55656433105469,-53.4738655090332,sp2,32,0.001,40.963462829589844
40,2,40.0301,-52.1461296081543,-53.085350036621094,sp2,32,0.001,40.37532043457031
50,3,39.818333,-51.76139450073242,-52.72492980957031,sp2,32,0.001,40.179176330566406
60,3,39.62565,-51.39761734008789,-52.388397216796875,sp2,32,0.001,38.87000274658203
70,4,39.452057,-51.06017303466797,-52.07941436767578,sp2,32,0.001,38.58856201171875
80,5,39.292442,-50.74392318725586,-51.79240417480469,sp2,32,0.001,37.76618576049805
90,5,39.14449,-50.44542694091797,-51.52407455444336,sp2,32,0.001,37.982078552246094
100,6,39.012104,-50.16048812866211,-51.27188491821289,sp2,32,0.001,39.61314010620117
110,6,38.891117,-49.890628814697266,-51.035648345947266,sp2,32,0.001,38.48814392089844
120,7,38.773556,-49.63397216796875,-50.81121826171875,sp2,32,0.001,38.101905822753906
130,8,38.670303,-49.39069366455078,-50.60243606567383,sp2,32,0.001,38.734771728515625
140,8,38.572506,-49.157806396484375,-50.40324783325195,sp2,32,0.001,38.867244720458984
150,9,38.482788,-48.933753967285156,-50.21455001831055,sp2,32,0.001,37.326107025146484
160,10,38.401245,-48.71930694580078,-50.0363655090332,sp2,32,0.001,36.989933013916016
170,10,38.324753,-48.51322555541992,-49.866249084472656,sp2,32,0.001,38.20671081542969
175,10,38.285534,-48.4127311706543,-49.78268051147461,sp2,32,0.001,37.846961975097656
