grammatical	ungrammatical
ù á a L a X a a a H Y B M g Z p P l á a	ù á a L a b a a a H Y B M g Z p P l á a
ǔ a q v a P ó à H a X n a I u E a i e ě	ǔ a q v a P ó à H a j n a I u E a i e ě
à è s m F e q a a H S R ǔ a o T w a T a	à è s m F e q a a H S R ǔ B o T w a T a
é ě y a B ò a B a v a ě ú p q ǔ a s J ǎ	é ě y a B ò o B a v a ě ú p q ǔ a s J ǎ
è c è b a à O J I a D S a a r q à s J a	è c è b a à O J I a D S a K r q à s J a
ó D J E h V q v a y E W ǔ W w a a a a Z	ó D J E h V q v a y E W ǔ W w a a a x Z
ò a X a q é P v a H s l é p a M é N a é	ò A X a q é P v a H s l é p a M é N a é
ú á à R w a a T á ě a ǒ Y a a A i x Q O	ú á à R w I a T á ě a ǒ Y a a A i x Q O
A S ù O a T L l a L a ǒ q S V a y a g z	A S ù O a T g L l a L a ǒ q S V a y a g z
B q X a a W E m X x J w a J X a N a C ǔ	B q X a a W E m X x J w a J X a N ú C ǔ
D a a m F Q a Q ǎ q Y v y a r N m a N m	D a a m F Q Q ǎ q Y v y a r N m a N m
F F j a ě a L a a y J A ǔ ú A ǔ s o ǔ a	F F j a ě a L a a y J A ǔ ú A ǔ s i o ǔ a
G p a a o s Y W a a H a i I á g ě U w s	G p a a o s Y W B a H a i I á g ě U w s
I K i x Z S J M t A y Y a a S a a a n P	I K i x Z S J M t A y Y a a S s a a n P
J v G Z g à a Q a X s a a J a X G N r N	J v G Z g à a Q a X s a a j a X G N r N
L a a t R é a ǔ a à P a Y Q ě K D P h e	L a a t R é u ǔ a à P a Y Q ě K D P h e
N D Q l N a B a T a P J ǒ r a v x a u C	N D Q l N a B a T h P J ǒ r a v x a u C
O a Q W i a z ǔ n a A ò E a ě a O ǔ a i	O a Q W i a z ǔ n a A ò E f a ě a O ǔ a i
Q K a w H ù é a A a a v n a ě e m g e L	Q K a w H k ù é a A a a v n a ě e m g e L
R l ǔ u w L w Q a a a ò a a C T N B i j	R l ǔ u w L w Q a k a ò a a C T N B i j
T F L ú w l Z I a o G ǒ a a a ǒ w a v j	T F L ú w l Z I a o G ǒ a a k a ǒ w a v j
U p O à i n V ò e a J a a é a a N H a ò	U p O à i n V ò e a J a a é a f N H a ò
W X O A n Y n n U B a a è a a a d P M a	W X O A n Y n n U B a a è i a a a d P M a
X s i Z q F C ú n a a a W a ǒ u Q L ù a	X s i Z q F C ú n a a l W a ǒ u Q L ù a
Z M L g E a á v a w a F a O Y B à X a ě	Z M L g E i á v a w a F a O Y B à X a ě
a ǎ H ò V ó v l Z G a ǎ ǒ a ǒ P a o a W	f ǎ H ò V ó v l Z G a ǎ ǒ a ǒ P a o a W
a ú a r G a l M a U C ǔ a V A G z á W ò	j ú a r G a l M a U C ǔ a V A G z á W ò
a G a z q D a A P a ě N é ù w a e R á E	a G a z q D a A P I ě N é ù w a e R á E
a O U ò z a O à ù P D o Y z O a a a e I	a O U ò z a O à ù P D o Y z O a o a e I
a V B x I a a z V a l á A N D Q t a t Q	a V B x I a b a z V a l á A N D Q t a t Q
a a ǒ y A ǒ z D a Z L C a ǔ ǔ R y P Y a	a a ǒ y A ǒ z D k a Z L C a ǔ ǔ R y P Y a
a a a ó ú F p a D A ǔ a u è C V P p ó I	a k a a ó ú F p a D A ǔ a u è C V P p ó I
a b a a á a à a V u ǔ Y ò B E a f V e O	a b a a á a à a g u ǔ Y ò B E a f V e O
a s a ě a á a I J H v T ú ǔ N a ù è ò n	a s a ě i a á a I J H v T ú ǔ N a ù è ò n
a z s I d a a K a a G a i S W T Q N k H	a z s I d a a K a G a i S W T Q N k H
c a X a ú y a o ǎ a Z Y à a ǎ J s D ò s	c t X a ú y a o ǎ a Z Y à a ǎ J s D ò s
d v r ǎ D a p a C ě n A a a U a ú H y D	d v r ǎ D a p a C f n A a a U a ú H y D
f a J Q O ǒ a a A ǔ y n R Z ù o R O a a	f è J Q O ǒ a a A ǔ y n R Z ù o R O a a
h B L a n a o Y F à a a K N a D á J U è	h B L a n a o Y F à a K N a D á J U è
i c a a L a Z l N a ǎ a O p g G N l M à	i c a a L a Z l N a ǎ m O p g G N l M à
k B a a o à x ù a p H ǔ a F o Y a ǒ t o	k B a a o à x ù a p H ǔ a F o Y Y ǒ t o
l k v K g y Q a a é v K a S à a a V A B	l k v K g y Q a x é v K a S à a a V A B
n V n a p a è s D l a à é a E O ú a C u	n V n a p a è s D l e à é a E O ú a C u
o f m R r i C E r U H x n Z a a a a S a	o f m R r i C E r U H x n Z a g a a a S a
q H t M è è a m a N A a s ǎ R ě P a a Z	q H t M è è a m b N A a s ǎ R ě P a a Z
r l w a V O p a a ǒ a a l J W é w h s w	r l w A V O p a a ǒ a a l J W é w h s w
t L Y á v v E a C t a z S ò a a a h Q ǒ	t L Y á v v E a C t X z S ò a a a h Q ǒ
u u a a a J F a M ú m D m p U S a G v r	u u a a a J F a M ú m D k p U S a G v r
w a U ó l a B ó x T K I a B a u n a F è	w a U c l a B ó x T K I a B a u n a F è
y S Q f c R á b J y i a a L z a a Y v a	y S Q f c R á b J y i a a c L z a a Y v a
ù ù O E q B a w n a a a w ě w a è X O ú G	ù ù O E q B a d w n a a a w ě w a è X O ú G
ǔ S V a è a ó B ǎ O a a ǒ ó m z z a u é d	ǔ S V a è à ó B ǎ O a a ǒ ó m z z a u é d
á n a ǔ a x M ě M A P U ǒ a Q y r Z S a a	á n a ǔ a x M ě M A d U ǒ a Q y r Z S a a
ǎ Q a ě a o a Z V a é D a I ó J o x b u d	ǎ Q a ě a o a Z V f a é D a I ó J o x b u d
é z D P h a a ù a F M a n B J a u v h N C	é z D P h r a ù a F M a n B J a u v h N C
ě O k e l é M z x a á a Y a r t v a J a ǎ	ě O k e l é M z x a á a Y a r h v a J a ǎ
ó u u a a ě a W G a z ù T T a s w y R b O	ó u u a a ě a W f a z ù T T a s w y R b O
ǒ a w R U a v S F a ǒ ǔ r ǔ S y a a i à S	ǒ a w R U a v S F ǒ ǒ ǔ r ǔ S y a a i à S
A ǒ d R l ù à H ǎ l a y a a a a ó e q ó ǔ	A ǒ d R l ù à H ǎ l a y a a g a a ó e q ó ǔ
B a è ú W l ú a C a a P K F m é P N o O a	B a è ú W l ú a C a r P K F m é P N o O a
D S a A p ǒ a a a E m W Z ú a F w e o é R	D S a A p ǒ a c a a E m W Z ú a F w e o é R
E r J a a ě J ǔ á A m n o a a U P ò a G u	E r J a a ě J ǔ á k A m n o a a U P ò a G u
G a E Q C w a P a ě a B l z ù z V a t v ò	G a E Q C w a P a ě a B l z ù e z V a t v ò
H w F ě L ù O P a I R t P a r L J a a V a	H w F ě L ù O P a I R t P a k L J a a V a
J N R ú w a I R x m ò l D N l a a V a a k	J N R ú w a I R x m ò l D h N l a a V a a k
L L a A O G é ú ǔ a A a I a w H A t è a R	L L a A O G é ú ǔ a A a I z w H A t è a R
M a a l a ǎ D X R a a Q H I ù u ǎ ò Y t L	M a a e l a ǎ D X R a a Q H I ù u ǎ ò Y t L
O O q t l a u a a a q M D I X l y a o E O	O O q t l a u g a a q M D I X l y a o E O
P t è l y a r x K E a O a ǎ à a B ó M a F	P t è l y a r x K E a O a ǎ à a B d ó M a F
R a é D V a à é N ǎ q v Z t à é ǒ a a a Z	R a é D V a à é N ǎ q v Z t à é ǒ a a B Z
T á c s Y S a M Z à a u a C H a N S a A l	T á c s Y S a M Z à a k u a C H a N S a A l
U H a ò l E J ú a é s a z a a y ú Y é y M	U H a ò l E J ú a é s a z a G y ú Y é y M
V s a a á á O O L S w è ù a ú W W Y a q a	V s a a á á O O L S w è ù v ú W W Y a q a
X I Z a S a ǔ K a M a p z L a u y z T X ù	X I Z x S a ǔ K a M a p z L a u y z T X ù
Y u é I a O A C C a a a v é N ǔ X a U b m	Y u é I a O A C C a a P v é N ǔ X a U b m
a ǔ a x E V a ǎ ó ě a q à a c r w ǎ s q l	a ǔ a x E V a ǎ ó ě U q à a c r w ǎ s q l
a ò a z ǎ I a t B o ò m a a ú L L ò w è R	a ò S z ǎ I a t B o ò m a a ú L L ò w è R
a G r ě a K m a N a s Z S R a u n l x ǒ á	H G r ě a K m a N a s Z S R a u n l x ǒ á
a O U ě A ù ǔ G t ò Y ǔ ú a a Q a X F a u	a O U ě A ù ǔ G t ò Y ǔ ú a a Q ě X F a u
a X A I K ǒ I ǒ a W p o X a a é v t a b h	a X A I K ǒ I ǒ a W p o X a a é v t ò b h
a a F V a L ǒ S à z o D a y Q x n u o v a	i a F V a L ǒ S à z o D a y Q x n u o v a
a a a x p ǒ t o a T ú o I I á á é a F R a	a a a x p ǒ t o b a T ú o I I á á é a F R a
a p H M X a Z à V w V z a ú K Y K a a ǒ w	a p H M X a Z à V w i V z a ú K Y K a a ǒ w
a v q C T a é t é a T t é V p O a a A I ù	a v q C T a é t é a T t é V i O a a A I ù
b c Q V k b i a ǔ l a a Q F a a g y ò V B	b c Q V k b i a ǔ l a a Q F W a g y ò V B
d F R a ó á a é ǎ U ě a a ǔ w u A a ǒ Q l	d F R a ó á a é ǎ U ě a a ǔ w u A P ǒ Q l
e a Y ǔ H a n u a S a C ǔ Q n r J N ù a N	e a Y ǔ H a n u U S a C ǔ Q n r J N ù a N
g I ǔ P a O a a F A a a H n L F r X c è Q	g I ǔ P a O a e a F A a a H n L F r X c è Q
