grammatical	ungrammatical
ù ù U J t à P a á m f a b g g y R W o f z G a t F ò q è t z V	ù ù U J t à P a a m f a b g g y R W o f z G a t F ò q è t z V
á G á á G ě à r é p a b W t k s ǎ á é g l L x m d d ó Y f R ò	á G á á G ě à a é p a b W t k s ǎ á é g l L x m d d ó Y f R ò
ǎ s s l E G à z X T S Q H a g ù H Z T k N N X s e T E S D é ě	ǎ s s l E G à z X T S Q H a g ù H Z T k N N a s e T E S D é ě
ě h N E c m V C v é ò x W U ú I G H Z r l Z p i a l d F n T A	ě h N E c m V C v é ò x W U ú I G H Z r l Z a i a l d F n T A
ò i q G a R U y Z s Y O S ù q v Z w B V l W x ě m X k s e S j	ò i q a a R U y Z s Y O S ù q v Z w B V l W x ě m X k s e S j
A H t á w ǔ ǔ E d a i è S w W Z i A h o ǔ x é U I w p M C S T	A H t á w ǔ ǔ E d a i è S w W Z i A h o ǔ x é U I w p M C S T a
C q f L l w ù à g s ò O Q u é ò ǒ Y P a m n f d T I M s F V l	C q f L l w ù à g s ò O a Q u é ò ǒ Y P a m n f d T I M s F V l
F h M w Q y j A ú T c ě S ǎ ǒ t a O w s u B x s C S V E Z e L	F h M w Q y j A ú T c ě S ǎ ǒ t a O w s u B x s C S a V E Z e L
I I ǒ y N ǒ ó H é m ú M h ǎ A a n ú e è C Z t A a m C O o u N	I I ǒ y N ǒ ó H é m ú a h ǎ A a n ú e è C Z t A a m C O o u N
K m g j ò o R t D ě o u i Z V W B I E S a z I o s é ě w E d d	K m g j ò o R t D ě o u i Z a W B I E S a z I o s é ě w E d d
N Y ǒ t o Q j c A y a s E i à I ǒ p s d F Y S i V e K G à k K	N Y ǒ t o Q j c A y a s E i à I ǒ p a s d F Y S i V e K G à k K
Q Z q E T K R g q ú ǒ A h P B H e p b a s c b ǎ m k y v a J X	Q Z q E T K R g q ú ǒ A h P B H e p b a s c b ǎ m k y v a a J X
T ǔ a l ǎ f z l y a J T P D d s r b g g p g V e á g v W K ò Q	T ǔ a l ǎ u z l y a J T P D d s r b g g p g V e á g v W K ò Q
