step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.06069,-53.946311950683594,-53.92731857299805,sl2,16,0.01,40.55190658569336
10,0,40.31696,-52.6651725769043,-53.19884490966797,sl2,16,0.01,40.796592712402344
20,0,39.726574,-51.58559036254883,-52.66455841064453,sl2,16,0.01,40.60437774658203
30,0,39.276886,-50.703834533691406,-52.307884216308594,sl2,16,0.01,38.545814514160156
40,1,38.95838,-50.012428283691406,-52.114097595214844,sl2,16,0.01,37.78106689453125
50,1,38.722473,-49.457359313964844,-52.013038635253906,sl2,16,0.01,38.24365997314453
60,1,38.53597,-48.99186706542969,-51.960453033447266,sl2,16,0.01,37.57051086425781
70,2,38.406097,-48.60752868652344,-51.966156005859375,sl2,16,0.01,35.99772262573242
80,2,38.321682,-48.303524017333984,-52.019649505615234,sl2,16,0.01,36.21615219116211
90,2,38.27487,-48.04844665527344,-52.11774444580078,sl2,16,0.01,37.71216583251953
100,3,38.23892,-47.8236198425293,-52.21807098388672,sl2,16,0.01,38.335540771484375
110,3,38.235806,-47.64788818359375,-52.3540153503418,sl2,16,0.01,36.36817932128906
120,3,38.247498,-47.5015869140625,-52.500709533691406,sl2,16,0.01,36.35996627807617
130,4,38.256428,-47.36695098876953,-52.634525299072266,sl2,16,0.01,37.3795280456543
140,4,38.28143,-47.25644302368164,-52.78252410888672,sl2,16,0.01,36.04948806762695
150,4,38.319614,-47.17024230957031,-52.94231414794922,sl2,16,0.01,36.791507720947266
160,5,38.352955,-47.08583450317383,-53.088924407958984,sl2,16,0.01,33.97380065917969
170,5,38.387486,-47.022464752197266,-53.22819519042969,sl2,16,0.01,34.70594787597656
180,5,38.432533,-46.96693420410156,-53.377296447753906,sl2,16,0.01,35.955692291259766
190,5,38.47626,-46.90788269042969,-53.52659225463867,sl2,16,0.01,34.673362731933594
200,6,38.51621,-46.854042053222656,-53.66718673706055,sl2,16,0.01,36.6402473449707
210,6,38.55847,-46.812049865722656,-53.806983947753906,sl2,16,0.01,36.12128448486328
220,6,38.61292,-46.780826568603516,-53.96206283569336,sl2,16,0.01,33.914974212646484
230,7,38.66832,-46.7535285949707,-54.111576080322266,sl2,16,0.01,36.06886291503906
240,7,38.724213,-46.729042053222656,-54.25910949707031,sl2,16,0.01,33.91577911376953
250,7,38.766502,-46.70283508300781,-54.3827018737793,sl2,16,0.01,37.04512023925781
260,8,38.806446,-46.684844970703125,-54.496253967285156,sl2,16,0.01,33.605831146240234
270,8,38.853745,-46.675594329833984,-54.61674880981445,sl2,16,0.01,35.81365203857422
280,8,38.893955,-46.64814758300781,-54.73409652709961,sl2,16,0.01,38.28799057006836
290,9,38.930305,-46.62260818481445,-54.85074234008789,sl2,16,0.01,35.84929275512695
300,9,38.97024,-46.60409164428711,-54.96746063232422,sl2,16,0.01,36.57482147216797
310,9,39.012306,-46.595096588134766,-55.07956314086914,sl2,16,0.01,36.885009765625
320,10,39.058075,-46.5844841003418,-55.20151901245117,sl2,16,0.01,36.57721710205078
330,10,39.112793,-46.58713150024414,-55.33074951171875,sl2,16,0.01,34.5647087097168
340,10,39.15856,-46.57894515991211,-55.4449462890625,sl2,16,0.01,33.475223541259766
350,10,39.186363,-46.55454635620117,-55.53464126586914,sl2,16,0.01,35.24961471557617
351,10,39.188244,-46.55175018310547,-55.542015075683594,sl2,16,0.01,32.94285202026367
