step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.03585,-53.8945426940918,-53.90657424926758,ptsl2,32,0.001,41.577789306640625
10,0,40.997868,-53.82720184326172,-53.866329193115234,ptsl2,32,0.001,41.072906494140625
20,1,40.96024,-53.76021194458008,-53.82677459716797,ptsl2,32,0.001,39.21493148803711
30,1,40.92266,-53.692848205566406,-53.78754806518555,ptsl2,32,0.001,41.33744430541992
40,2,40.884823,-53.625823974609375,-53.747337341308594,ptsl2,32,0.001,40.66344451904297
50,3,40.846905,-53.557987213134766,-53.707557678222656,ptsl2,32,0.001,40.577003479003906
60,3,40.808712,-53.48955154418945,-53.66763687133789,ptsl2,32,0.001,40.67070770263672
70,4,40.77051,-53.420658111572266,-53.627845764160156,ptsl2,32,0.001,41.22252655029297
80,5,40.732193,-53.3514404296875,-53.58796310424805,ptsl2,32,0.001,40.335716247558594
90,5,40.693882,-53.28160095214844,-53.54856872558594,ptsl2,32,0.001,41.17797088623047
100,6,40.655506,-53.21218490600586,-53.50861740112305,ptsl2,32,0.001,40.705055236816406
110,6,40.61716,-53.1424446105957,-53.46904754638672,ptsl2,32,0.001,40.909976959228516
120,7,40.57871,-53.072837829589844,-53.428897857666016,ptsl2,32,0.001,40.07994079589844
130,8,40.54014,-53.00260543823242,-53.388999938964844,ptsl2,32,0.001,39.56503677368164
140,8,40.501564,-52.93214797973633,-53.349273681640625,ptsl2,32,0.001,39.68050003051758
150,9,40.463264,-52.86149978637695,-53.310123443603516,ptsl2,32,0.001,39.42506790161133
160,10,40.42487,-52.790775299072266,-53.27079391479492,ptsl2,32,0.001,40.21577072143555
170,10,40.38666,-52.71974563598633,-53.23183059692383,ptsl2,32,0.001,39.53802490234375
175,10,40.36753,-52.68437576293945,-53.212371826171875,ptsl2,32,0.001,42.83308792114258
