step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.076187,-53.96003341674805,-53.95206069946289,ptsl2,32,0.001,41.57453918457031
10,0,41.0341,-53.88615036010742,-53.910797119140625,ptsl2,32,0.001,40.315399169921875
20,1,40.992626,-53.81354522705078,-53.86983871459961,ptsl2,32,0.001,41.65987014770508
30,1,40.95121,-53.740867614746094,-53.82915115356445,ptsl2,32,0.001,40.80046081542969
40,2,40.90967,-53.667640686035156,-53.78862380981445,ptsl2,32,0.001,41.504364013671875
50,3,40.867947,-53.59368896484375,-53.7482795715332,ptsl2,32,0.001,40.10649490356445
60,3,40.8261,-53.51934051513672,-53.7079963684082,ptsl2,32,0.001,41.24911880493164
70,4,40.783737,-53.44416046142578,-53.667110443115234,ptsl2,32,0.001,41.31391525268555
80,5,40.74126,-53.36820983886719,-53.626625061035156,ptsl2,32,0.001,41.63542556762695
90,5,40.69841,-53.2917366027832,-53.58556365966797,ptsl2,32,0.001,40.63337707519531
100,6,40.655598,-53.21473693847656,-53.54517364501953,ptsl2,32,0.001,41.124000549316406
110,6,40.61253,-53.137229919433594,-53.504539489746094,ptsl2,32,0.001,40.512420654296875
120,7,40.569294,-53.05911636352539,-53.46393966674805,ptsl2,32,0.001,41.77695083618164
130,8,40.52609,-52.98111343383789,-53.42332077026367,ptsl2,32,0.001,39.348506927490234
140,8,40.482746,-52.90229034423828,-53.383155822753906,ptsl2,32,0.001,40.93330764770508
150,9,40.439327,-52.823455810546875,-53.342742919921875,ptsl2,32,0.001,41.46332931518555
160,10,40.39577,-52.74424362182617,-53.30226135253906,ptsl2,32,0.001,39.52622985839844
170,10,40.352436,-52.66447067260742,-53.2629280090332,ptsl2,32,0.001,40.427433013916016
175,10,40.330738,-52.62464904785156,-53.24311065673828,ptsl2,32,0.001,39.518592834472656
