step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,40.94174,-53.839088439941406,-54.712581634521484,sp2,32,0.001,41.922245025634766
10,0,40.564716,-53.039337158203125,-53.91736602783203,sp2,32,0.001,40.23541259765625
20,1,40.238033,-52.30775451660156,-53.195404052734375,sp2,32,0.001,39.34912872314453
30,1,39.953594,-51.63661193847656,-52.53736877441406,sp2,32,0.001,39.75213623046875
40,2,39.709015,-51.02241134643555,-51.939178466796875,sp2,32,0.001,39.48076248168945
50,3,39.498096,-50.46021270751953,-51.39478302001953,sp2,32,0.001,38.325103759765625
60,3,39.319054,-49.95122528076172,-50.90520095825195,sp2,32,0.001,39.35555648803711
70,4,39.167095,-49.48528289794922,-50.460323333740234,sp2,32,0.001,37.04548263549805
80,5,39.0398,-49.06081008911133,-50.0578498840332,sp2,32,0.001,38.78485107421875
90,5,38.935936,-48.68086242675781,-49.7006721496582,sp2,32,0.001,38.696205139160156
100,6,38.849655,-48.330196380615234,-49.37313461303711,sp2,32,0.001,36.6649055480957
110,6,38.779896,-48.01396942138672,-49.08013916015625,sp2,32,0.001,37.28453826904297
120,7,38.726788,-47.72032928466797,-48.81105422973633,sp2,32,0.001,36.954586029052734
130,8,38.68537,-47.46089172363281,-48.57453536987305,sp2,32,0.001,36.281028747558594
140,8,38.653893,-47.22305679321289,-48.35953903198242,sp2,32,0.001,36.254905700683594
150,9,38.633396,-47.01322937011719,-48.17192077636719,sp2,32,0.001,37.20111083984375
160,10,38.61951,-46.8182373046875,-47.998844146728516,sp2,32,0.001,36.877925872802734
170,10,38.61247,-46.63850402832031,-47.840850830078125,sp2,32,0.001,36.59406280517578
175,10,38.612457,-46.555946350097656,-47.769195556640625,sp2,32,0.001,37.7819709777832
