grammatical	ungrammatical
a a a L Z t o i a a a a d a p w l G A r	a a a L Z t o i a a m a a d a p w l G A r
a a a a ǔ R n U w f á b g t F ǎ é q q m	a q a a a ǔ R n U w f á b g t F ǎ é q q m
a a a a á m G q d O J è O w ě J w ǒ ǒ E	a o a a a á m G q d O J è O w ě J w ǒ ǒ E
a a a a à q x m P I á R R b F é e P X t	a i a a a à q x m P I á R R b F é e P X t
a a a a é ú L y F Z s e ò t G R J t u e	a U a a é ú L y F Z s e ò t G R J t u e
a a a a è b i k q h C G ǒ l O t N a V I	a a a M è b i k q h C G ǒ l O t N a V I
a a a a ě g ò ò c b J W S e ò ǒ R y n Z	a a a q a ě g ò ò c b J W S e ò ǒ R y n Z
a a a a ó o v A d K C b O d r P e K é j	a h a a ó o v A d K C b O d r P e K é j
a a a a ǒ D S q B é ó o F ò T e C i m K	a G a a a ǒ D S q B é ó o F ò T e C i m K
a a a a ú Y o y f F C s Q L C S n s i ě	a g a a a ú Y o y f F C s Q L C S n s i ě
a a a a A o I B G w E T l n g f s ú f y	á a a a a A o I B G w E T l n g f s ú f y
a a a a C ó l t Q O u r Z ǒ V h r N X H	a a a h C ó l t Q O u r Z ǒ V h r N X H
a a a a D F g D H y à q Q T z u i S p ě	p a a a D F g D H y à q Q T z u i S p ě
a a a a E W r C Q i w Z p E ò V Q g á f	a I a a a E W r C Q i w Z p E ò V Q g á f
a a a a F q ě b l T N ù U E ú g E é j N	a a a r F q ě b l T N ù U E ú g E é j N
a a a a H ǔ T h ǔ ǒ K á T P ó t T k ò o	a a v a a H ǔ T h ǔ ǒ K á T P ó t T k ò o
a a a a I Q ě G X Q J r S V a U W n x T	a a N a I Q ě G X Q J r S V a U W n x T
a a a a J d B t f ú K y J U F D X ǔ m j	a g a a a J d B t f ú K y J U F D X ǔ m j
a a a a K v p T y C E y w K y z a A è t	a ǎ a a K v p T y C E y w K y z a A è t
a a a a M E I d q ǔ ó N X j S a A Z é b	a u a a a M E I d q ǔ ó N X j S a A Z é b
a a a a N L Z h L Q a J I m s L n b P n	a a a k N L Z h L Q a J I m s L n b P n
a a a a O b B B k O S P l Z ě l ǎ o J ò	a a E a a O b B B k O S P l Z ě l ǎ o J ò
a a a a Q ù E H e s l w S s ò K N l r W	ě a a a a Q ù E H e s l w S s ò K N l r W
a a a a R G T ǎ e N K X b a K è s ǒ R r	ǔ a a a a R G T ǎ e N K X b a K è s ǒ R r
a a a a S h O H ǔ D N w ǎ ǔ R L n n ǎ R	M a a a a S h O H ǔ D N w ǎ ǔ R L n n ǎ R
a a a a T t e O T ó s x T F x r T m C o	a a i a a T t e O T ó s x T F x r T m C o
a a a a V á T f f J e X r k è V F t Q o	a è a a a V á T f f J e X r k è V F t Q o
a a a a W M n ó P F f Z C ú ò B j é y Q	a a j a a W M n ó P F f Z C ú ò B j é y Q
a a a a X f B A s P ǒ j w j q z w ǒ S ù	k a a a X f B A s P ǒ j w j q z w ǒ S ù
a a a a Y t f Z a à l K o é V ě k m A D	g a a a Y t f Z a à l K o é V ě k m A D
a a a a a ó R A Y V V ǒ c ǒ p à é A T I	a a a Y a ó R A Y V V ǒ c ǒ p à é A T I
a a a a b ǒ H k U Z M h D P c m I G W ǎ	a a a e a b ǒ H k U Z M h D P c m I G W ǎ
a a a a c T f M A á Z X b Y à f E Y L e	a a a y a c T f M A á Z X b Y à f E Y L e
a a a a d t p ě n t x L T x C ú Y é b s	a a a á d t p ě n t x L T x C ú Y é b s
a a a a f D e S r Q T m a ó G A Y i e w	L a a a a f D e S r Q T m a ó G A Y i e w
a a a a g f ò Y v ú ǎ ó è f ǒ ù h ě p N	a a a R a g f ò Y v ú ǎ ó è f ǒ ù h ě p N
a a a a h q D e P ú p c m T n H Y à I O	a F a a a h q D e P ú p c m T n H Y à I O
a a a a j è E N ù è f U ù T W C e Z R z	a i a a j è E N ù è f U ù T W C e Z R z
a a a a k I à H k h q è Q x á è C n M x	a a a e k I à H k h q è Q x á è C n M x
a a a a l o O v U n C t L ú K p é ó ǒ s	a é a a l o O v U n C t L ú K p é ó ǒ s
a a a a n ǒ p ò A á Q M o ǔ s U e V ǎ C	a V a a a n ǒ p ò A á Q M o ǔ s U e V ǎ C
a a a a o V X q P c u m t w a é b b K ó	a a q a o V X q P c u m t w a é b b K ó
a a a a p h ú o ǎ q z è K à x F d é K x	X a a a p h ú o ǎ q z è K à x F d é K x
a a a a q z è à a D V Y z a O ó T Z R p	R a a a q z è à a D V Y z a O ó T Z R p
a a a a s F H G j W l I y H y L è ǒ Q X	y a a a s F H G j W l I y H y L è ǒ Q X
a a a a t g z w S T G T X s X q Z K S x	a a G a t g z w S T G T X s X q Z K S x
a a a a v à a x T p L ě X v é K D F U à	a a R a v à a x T p L ě X v é K D F U à
a a a a w C U M x ě x R C T c K p D z u	l a a a a w C U M x ě x R C T c K p D z u
a a a a x L M b Y W O ù q ě à M X C X P	a a a ǔ a x L M b Y W O ù q ě à M X C X P
a a a a y p w m f N M è c y F á n p T N	a a a B y p w m f N M è c y F á n p T N
a a a a ù ù q a ě G i M à R ò a c I s M ǎ	a b a a ù ù q a ě G i M à R ò a c I s M ǎ
a a a a ǔ M ò é ǔ ǒ B D n è O w Y Z d H h	a G a a a ǔ M ò é ǔ ǒ B D n è O w Y Z d H h
a a a a á y f ù A ú Z c v r O W s ǎ A ó r	a B a a á y f ù A ú Z c v r O W s ǎ A ó r
a a a a ǎ ó N I n M h á d o J t h A V h è	a H a a ǎ ó N I n M h á d o J t h A V h è
a a a a é J ǔ F v t u X C i i g m h K q u	a a a D a é J ǔ F v t u X C i i g m h K q u
a a a a è i v O l Z D A D r I ú z h ò u L	a s a a a è i v O l Z D A D r I ú z h ò u L
a a a a ó ǔ ò s è J x d s à Q u á g z H b	a a J a ó ǔ ò s è J x d s à Q u á g z H b
a a a a ò M ǒ w ó W N K t L O G x d L ú w	a p a a ò M ǒ w ó W N K t L O G x d L ú w
a a a a ǒ X g g P q N J ù E u g g r I F f	a a T a ǒ X g g P q N J ù E u g g r I F f
a a a a ú v K e F j g w á t D n h t n f e	a à a a a ú v K e F j g w á t D n h t n f e
a a a a B C Z a X L d u E y o C T R á k A	a a d a a B C Z a X L d u E y o C T R á k A
a a a a C K G ù f ǎ N t E k L è L l t H Z	G a a a C K G ù f ǎ N t E k L è L l t H Z
a a a a D a T ě h L é V Q J m á U O s q k	a a e a a D a T ě h L é V Q J m á U O s q k
a a a a E l x v N A L v é z M e H ǒ g t m	J a a a E l x v N A L v é z M e H ǒ g t m
a a a a G è w h G y c A A é ú U X J y X H	ú a a a a G è w h G y c A A é ú U X J y X H
a a a a H L e d x ò X O F F ò X m o c l U	a R a a H L e d x ò X O F F ò X m o c l U
a a a a I i E j r J S h E r n P U t c v g	a a à a a I i E j r J S h E r n P U t c v g
a a a a J y ú I d D x á Q Y a w O v á I Q	l a a a a J y ú I d D x á Q Y a w O v á I Q
a a a a L à á à ǒ ú é ù P d G ò B á Q a é	a x a a a L à á à ǒ ú é ù P d G ò B á Q a é
a a a a M J ǎ ú X q c x Q L d é U A M R z	a a a p M J ǎ ú X q c x Q L d é U A M R z
a a a a N j h d d q ù b i l S ě h a i ǔ H	O a a a N j h d d q ù b i l S ě h a i ǔ H
a a a a P á ǔ d j h ǔ ú i V Y F x k S Z W	W a a a a P á ǔ d j h ǔ ú i V Y F x k S Z W
a a a a Q A D J G ě ó ó W D p H g v h c l	p a a a Q A D J G ě ó ó W D p H g v h c l
a a a a R K ǎ r F y C e ò ǔ L T C q H m s	a a X a a R K ǎ r F y C e ò ǔ L T C q H m s
a a a a S e u q P k y t A r e c K ú k ǒ V	ǎ a a a a S e u q P k y t A r e c K ú k ǒ V
a a a a T y P i r a f e i N ǎ V v X Q Q T	a a a ǒ a T y P i r a f e i N ǎ V v X Q Q T
a a a a V B m G r V ǒ D e v e u E D c ò x	ǒ a a a V B m G r V ǒ D e v e u E D c ò x
a a a a W T Y á X j ù M ě i x b b G L X n	a a o a W T Y á X j ù M ě i x b b G L X n
a a a a X i q F é à á q o j q U O n b T D	a A a a a X i q F é à á q o j q U O n b T D
a a a a Y u g r k s ǎ U p T o ò R r K c D	a a c a a Y u g r k s ǎ U p T o ò R r K c D
a a a a a K à x u J e u D K b i v v é A E	T a a a a a K à x u J e u D K b i v v é A E
a a a a b b C K U B C ó ǒ W w F b k b e n	a a b a a b b C K U B C ó ǒ W w F b k b e n
a a a a c o ó M ù M u Y G b ǎ ù F ǎ ǒ ǎ p	a a p a c o ó M ù M u Y G b ǎ ù F ǎ ǒ ǎ p
a a a a e é M ǎ X k B J a á e L C H è k Q	a f a a a e é M ǎ X k B J a á e L C H è k Q
a a a a f N d J P o X y S p A r ò o U u O	T a a a f N d J P o X y S p A r ò o U u O
a a a a g Z f U b c x e X s O C H z w X S	a a á a a g Z f U b c x e X s O C H z w X S
a a a a i á c è T ǒ X s b r A S T s f h J	a a o a a i á c è T ǒ X s b r A S T s f h J
a a a a j C ǒ V I a B y h ě a ǔ d o S u á	a I a a j C ǒ V I a B y h ě a ǔ d o S u á
a a a a k Q A T M O f P t T R M C g ù m b	a K a a k Q A T M O f P t T R M C g ù m b
a a a a l p i p H ǎ á ě o à X m K Z s x u	a a Q a l p i p H ǎ á ě o à X m K Z s x u
a a a a n K e ǔ Q A d y Z U R u ǒ u Y Z u	a N a a n K e ǔ Q A d y Z U R u ǒ u Y Z u
a a a a o Z N ù k M n s v B n H c z i y k	a Q a a a o Z N ù k M n s v B n H c z i y k
a a a a p u R r R k z è u K p è v o h B m	a a V a p u R r R k z è u K p è v o h B m
a a a a r è o ǔ e q I o á ǔ n y G ò ú R m	a X a a r è o ǔ e q I o á ǔ n y G ò ú R m
a a a a s D x ó O ǎ J f ǔ a S D x q v K s	a a r a a s D x ó O ǎ J f ǔ a S D x q v K s
a a a a t M y A M K w z O L a A i g I R O	a a a o a t M y A M K w z O L a A i g I R O
a a a a u c K v P n p X L v g b ǒ m G è ó	L a a a a u c K v P n p X L v g b ǒ m G è ó
a a a a v u s è F à S N O c L k o á t g C	a a á a v u s è F à S N O c L k o á t g C
a a a a x R C U l i ù à ù f ó ǒ w à è s t	u a a a x R C U l i ù à ù f ó ǒ w à è s t
a a a a y Y ó o z C v Y F e T l L a ǎ n j	a a J a a y Y ó o z C v Y F e T l L a ǎ n j
a a a á n a a a a j A W ǔ G v G F o o F k Q	a a a á n a Z a a a j A W ǔ G v G F o o F k Q
a a a a ǔ I ǒ g Q i t D Y o j ǔ K g ǔ V E X	a a a B ǔ I ǒ g Q i t D Y o j ǔ K g ǔ V E X
a a a a á S W O o L h m C t á O R ú G f l A	e a a a á S W O o L h m C t á O R ú G f l A
a a a a à j ó b S ò T m T Z a z C t G O ǔ F	C a a a a à j ó b S ò T m T Z a z C t G O ǔ F
a a a a é ó g ò Y i y b ǎ H z S k o Q á ò n	x a a a é ó g ò Y i y b ǎ H z S k o Q á ò n
a a a a è P y r á p ǔ N a K u u A K ú B x Y	ó a a a è P y r á p ǔ N a K u u A K ú B x Y
a a a a ě i o p i N m l E I F A S I c ǒ Y v	a a a P ě i o p i N m l E I F A S I c ǒ Y v
