score_type,step,epoch,dev_loss,spearman,pearson,model_type,batch_size,lr,mean_loss
z_score,0,0,31.454912,-0.0552401931712282,-0.0611451675863347,ptsl2,32,0.001,29.76744842529297
z_score,10,0,31.423468,0.3969715164608974,0.4096543104790808,ptsl2,32,0.001,31.33986091613769
z_score,20,0,31.391993,0.5280111265175149,0.5438123592844402,ptsl2,32,0.001,32.449710845947266
z_score,30,0,31.360012,0.5705905285519346,0.5883266605109526,ptsl2,32,0.001,31.277915954589844
z_score,40,0,31.32774,0.5916219355427552,0.6108514701682468,ptsl2,32,0.001,32.151756286621094
z_score,50,0,31.295343,0.6053522090774371,0.6272154094216091,ptsl2,32,0.001,32.22454833984375
z_score,60,0,31.262484,0.6136474145896889,0.6369670231548271,ptsl2,32,0.001,34.366729736328125
z_score,70,0,31.228619,0.6189371128443324,0.6421511085837373,ptsl2,32,0.001,30.125099182128903
z_score,80,0,31.194427,0.6236418262766509,0.6480288177998161,ptsl2,32,0.001,31.12520980834961
z_score,90,0,31.160233,0.6259772346026617,0.6504019459819284,ptsl2,32,0.001,31.97614097595215
z_score,100,0,31.125563,0.6255124994586019,0.6509988458299271,ptsl2,32,0.001,31.95795440673828
z_score,110,0,31.090557,0.6255859679248295,0.6516560101395302,ptsl2,32,0.001,31.340072631835938
z_score,120,0,31.054567,0.6300759685930469,0.6560679318374582,ptsl2,32,0.001,29.594959259033203
z_score,130,0,31.017477,0.6326062467033381,0.6584452847280411,ptsl2,32,0.001,31.15475845336914
z_score,140,0,30.980377,0.637069550146937,0.6630353177228508,ptsl2,32,0.001,29.412492752075195
z_score,150,0,30.942883,0.6387790420214503,0.66463601154216,ptsl2,32,0.001,31.429035186767575
z_score,160,0,30.904572,0.6411484942104339,0.6664649969096225,ptsl2,32,0.001,30.695491790771484
z_score,170,0,30.86569,0.6415078404275589,0.6661986396700316,ptsl2,32,0.001,30.989315032958984
z_score,180,0,30.825727,0.6422254452412756,0.6665553739140905,ptsl2,32,0.001,32.22822952270508
z_score,190,0,30.785578,0.6427569927341101,0.6668726714082822,ptsl2,32,0.001,29.36161994934082
z_score,200,0,30.745275,0.6448426393389095,0.6684985923642877,ptsl2,32,0.001,30.0145206451416
z_score,210,0,30.704231,0.6468235249792782,0.6707299045392989,ptsl2,32,0.001,29.26739501953125
z_score,220,0,30.662539,0.6490095571798157,0.6728881035750693,ptsl2,32,0.001,29.94669914245605
z_score,230,0,30.620281,0.6504814484352073,0.6745620703035909,ptsl2,32,0.001,29.83298110961914
z_score,240,0,30.577293,0.6515184110717606,0.6750457554486143,ptsl2,32,0.001,31.22234535217285
z_score,250,0,30.533873,0.6523080400874087,0.6757113337531513,ptsl2,32,0.001,30.256059646606445
z_score,260,0,30.49025,0.6532818528696949,0.6766316924190199,ptsl2,32,0.001,29.087547302246094
z_score,270,0,30.446707,0.6542116268555497,0.6778327641415207,ptsl2,32,0.001,29.62432098388672
z_score,280,0,30.402689,0.6543857533971316,0.6785207025584473,ptsl2,32,0.001,33.067466735839844
z_score,290,0,30.35781,0.655629128676563,0.6795440151660533,ptsl2,32,0.001,32.02455139160156
z_score,300,0,30.31215,0.6558993921583403,0.6796660358086946,ptsl2,32,0.001,29.197246551513672
z_score,310,0,30.266264,0.6564985786128051,0.6800432879966412,ptsl2,32,0.001,30.650922775268555
z_score,320,0,30.219526,0.6567142641850652,0.6802373157385628,ptsl2,32,0.001,30.27289581298828
z_score,330,0,30.172758,0.6568870720618895,0.680526947989917,ptsl2,32,0.001,30.308853149414062
z_score,340,0,30.125736,0.6566657875568283,0.6808702215409363,ptsl2,32,0.001,27.803199768066406
z_score,350,0,30.078543,0.6566419887976289,0.6808866676338483,ptsl2,32,0.001,30.64531135559082
z_score,360,0,30.030985,0.6571924371436465,0.6814425759444358,ptsl2,32,0.001,31.9874267578125
z_score,370,0,29.982735,0.6585441941074525,0.6828565235156131,ptsl2,32,0.001,30.850156784057617
z_score,380,0,29.934391,0.6583074623866576,0.6828656468787029,ptsl2,32,0.001,29.28329467773437
z_score,390,0,29.885212,0.658323610666171,0.6832061136260424,ptsl2,32,0.001,28.4685173034668
z_score,400,0,29.836031,0.6589494009494387,0.6839796348344469,ptsl2,32,0.001,28.74469757080078
z_score,410,0,29.786144,0.6584783236631251,0.683756308744494,ptsl2,32,0.001,28.785043716430664
z_score,420,0,29.73617,0.6578935900334062,0.6835417920689812,ptsl2,32,0.001,28.80013656616211
z_score,430,0,29.686182,0.6580625047095171,0.6837369953422632,ptsl2,32,0.001,30.12191772460937
z_score,440,0,29.635284,0.6577825710195163,0.6837243457914155,ptsl2,32,0.001,30.62606811523437
z_score,450,0,29.58373,0.6567621128777034,0.6830047367845908,ptsl2,32,0.001,32.141788482666016
z_score,460,0,29.531956,0.6567445934744933,0.6828615279679386,ptsl2,32,0.001,31.840038299560547
z_score,470,0,29.4803,0.6569572124682893,0.6829620029201275,ptsl2,32,0.001,28.30935287475586
z_score,480,0,29.428808,0.656782771958908,0.6828358719426928,ptsl2,32,0.001,29.690940856933597
z_score,490,0,29.377129,0.6564355235727025,0.6828679244896112,ptsl2,32,0.001,31.114362716674805
