step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.04063,-53.90278625488281,-53.91147232055664,ptsl2,32,0.001,41.429622650146484
10,0,41.00099,-53.842132568359375,-53.86619186401367,ptsl2,32,0.001,40.932029724121094
20,1,40.96185,-53.7821159362793,-53.821319580078125,ptsl2,32,0.001,41.73365020751953
30,1,40.92259,-53.72190856933594,-53.776275634765625,ptsl2,32,0.001,41.23099899291992
40,2,40.883224,-53.66146469116211,-53.73158645629883,ptsl2,32,0.001,40.28350830078125
50,3,40.84384,-53.600791931152344,-53.686729431152344,ptsl2,32,0.001,41.42964172363281
60,3,40.80425,-53.539756774902344,-53.64166259765625,ptsl2,32,0.001,41.118431091308594
70,4,40.764748,-53.47854232788086,-53.59734344482422,ptsl2,32,0.001,40.584693908691406
80,5,40.72523,-53.4173469543457,-53.55274200439453,ptsl2,32,0.001,39.788509368896484
90,5,40.685726,-53.356163024902344,-53.50777053833008,ptsl2,32,0.001,39.197635650634766
100,6,40.646034,-53.294559478759766,-53.46308898925781,ptsl2,32,0.001,39.6065559387207
110,6,40.606316,-53.23263931274414,-53.418556213378906,ptsl2,32,0.001,40.318851470947266
120,7,40.56676,-53.17095947265625,-53.37439727783203,ptsl2,32,0.001,41.78268814086914
130,8,40.52706,-53.108924865722656,-53.33002471923828,ptsl2,32,0.001,40.89073944091797
140,8,40.48746,-53.046810150146484,-53.286155700683594,ptsl2,32,0.001,41.072025299072266
150,9,40.44776,-52.984535217285156,-53.24174118041992,ptsl2,32,0.001,40.48915481567383
160,10,40.408222,-52.92236328125,-53.197906494140625,ptsl2,32,0.001,39.673980712890625
170,10,40.36907,-52.860687255859375,-53.1542854309082,ptsl2,32,0.001,41.37962341308594
175,10,40.34935,-52.829586029052734,-53.1324462890625,ptsl2,32,0.001,39.44920349121094
