form	categorical_judgment
ù ù B P a t u p g b M g ú x D h o x ó Y	grammatical
ǔ L S L x ò ǔ Z n q S O a b I h Y I P D	grammatical
á m h n M T k H N j H u Z a d E Y w b H	grammatical
à y g a V R v o s e x A j F H v é à b D	grammatical
é R g k R a V ó v m F q x v f h b G N K	grammatical
è n n C j ù l X C N o i ǒ ǎ h D a b ǔ ù	grammatical
ó K F y t k ó H ò a Y T R y n b g ò F i	grammatical
ò g z L p v O j J y a t P ǒ P k ě b Y X	grammatical
ǒ x S E R E a C B è G Z ù n k b N g g l	grammatical
A B ú a i z b L P ǒ b F à X T Y o B w R	grammatical
B a I E Z ò b ú S B j Z m ǒ z r m ò ó h	grammatical
C j ó W R X Q t ù Z V a J ǒ j b V J h T	grammatical
E á p a b á Y X s K n R Q g q v x á O x	grammatical
F a ǒ Z V E k ó m à P r P è e è ó w b N	grammatical
H è R o s Z a X i y z u P u b v Q x C R	grammatical
I F U Q q ù g g l m m p q q a à a b l T	grammatical
J M a g b O w u x á k Q j ǎ F l G r h s	grammatical
K R ǎ Q J F Z K k E G á p C a x D y b ú	grammatical
L h M a R ǒ ó Q w y ě b ǎ u V ǎ q o p A	grammatical
N é W D u o ǒ X s v ǔ a Q á d b ò ò á n	grammatical
O a R r A d k N p f D b Q á ě I P R u i	grammatical
P k Z a P F P è j Q V ǔ b u v V Q Y O Y	grammatical
Q s Q à i a b á è o t x X b ú n l B L b	grammatical
S H è J D a q á ó D b Q I z A A á ó á ó	grammatical
T a u b Y F V d b J F z h G F v J i ǔ n	grammatical
U k à é á a V O m b W F Q Q ǒ è ò J o S	grammatical
V y C a A e c N b I è X U I h ǔ C r j ù	grammatical
X ó ó G a h T l I é g a a b X Z C s M K	grammatical
Y W C J ù ú ǎ a x w d m w ě ǒ Q b à ú A	grammatical
Z m ǎ a u ě B X H w w m q S q X b u G é	grammatical
a ó á Z C W q Q t Q a Z E ǔ S g b X X ù	grammatical
a J I Z h R w r l c ú c b á e b z t X A	grammatical
a X I ǔ l p ǔ á R K W B b J ú n n ǎ S ǔ	grammatical
a g ú s V d b Y p R D z z H z R ú W ó i	grammatical
a r B P z ǒ O u b w v C N r Z ě S r H p	grammatical
g D ó á A L i q ǒ j s y n a ù h b ě I é	grammatical
h R S a J v è J ǎ B s ǔ a r Y I b I V H	grammatical
i g A a u ǎ ě f e z R B I á P s á b r R	grammatical
j t W H ǎ V J o a U K Z O j b S x U z q	grammatical
l L K ě à ě h a Y h ǒ t L é b A H é M M	grammatical
m m a s ě à D ò ǔ V h h z x b T T ò H n	grammatical
o ò n l W a ù ǔ b ǔ ě B ù ú g Y h U I á	grammatical
p Y a E H h ó z f B r a m e M ǔ ǎ b M O	grammatical
q p a F y j A I V b w K ù T ò h Z q u N	grammatical
s ě i o a l S l P M u L N ě i S ù b H L	grammatical
t A K ù a S b ǒ H l Q c W H D ú s b j X	grammatical
u a c b ǔ W t S v n ě I J a K b ú Q á x	grammatical
w ó J W I o s O a d U z ò b E j ó r M m	grammatical
x a ò C o ǎ Y V n p O o c G z K s i b w	grammatical
y k O Y t ǒ ǎ E a E j b Q i O F C m z H	grammatical
ù ù B b a t u p g b M g ú x D h o x ó Y	ungrammatical
ǔ L S L x ò ǔ Z n q S O a b I h Y I f P D	ungrammatical
á m h n M T k H N j H u Z a d E Y w á H	ungrammatical
à y g a V R v o s e x A j F H v é à N D	ungrammatical
é R g b R a V ó v m F q x v f h b G N K	ungrammatical
è n n C j ù l X C b N o i ǒ ǎ h D a b ǔ ù	ungrammatical
ó K F y t k ó H ò O Y T R y n b g ò F i	ungrammatical
ò g z c L p v O j J y a t P ǒ P k ě b Y X	ungrammatical
ǒ x S E R E a C B è G Z ù n k b c g g l	ungrammatical
A B ú a i z b L P ǒ b F à d T Y o B w R	ungrammatical
B a I E Z ò b ú S a B j Z m ǒ z r m ò ó h	ungrammatical
c C j ó W R X Q t ù Z V a J ǒ j b V J h T	ungrammatical
E á p a b á a Y X s K n R Q g q v x á O x	ungrammatical
F Z ǒ Z V E k ó m à P r P è e è ó w b N	ungrammatical
H è R o s Z a X i y z u P u g v Q x C R	ungrammatical
I F U Q q ù g g l m m p q q a à a n l T	ungrammatical
J M q g b O w u x á k Q j ǎ F l G r h s	ungrammatical
K R ǎ Q J F Z K k E G á p C a x D y ǔ ú	ungrammatical
L h M a R ǒ ó Q w y ě L ǎ u V ǎ q o p A	ungrammatical
N é W D u o ǒ X s v ǔ v Q á d b ò ò á n	ungrammatical
O a R r A d k N p f D b Q á ě I P R a u i	ungrammatical
P k Z a P F P è j Q V ǔ E u v V Q Y O Y	ungrammatical
Q s Q à i ó b á è o t x X b ú n l B L b	ungrammatical
S H è J D a q á ó D b Q f I z A A á ó á ó	ungrammatical
T k u b Y F V d b J F z h G F v J i ǔ n	ungrammatical
U k à é á M V O m b W F Q Q ǒ è ò J o S	ungrammatical
V y C a A e c N ǔ I è X U I h ǔ C r j ù	ungrammatical
X ó ó G a h T l I é g a a y X Z C s M K	ungrammatical
Y W f C J ù ú ǎ a x w d m w ě ǒ Q b à ú A	ungrammatical
Z m ǎ a u ě B X H w w m q S q X M u G é	ungrammatical
a ó á Z C W q Q t Q a Z E ǔ S g b e X X ù	ungrammatical
a J I Z h R w r l c ú c b á e b z t d X A	ungrammatical
a X I ǔ l p ǔ á R K W B b f ú n n ǎ S ǔ	ungrammatical
è g ú s V d b Y p R D z z H z R ú W ó i	ungrammatical
a r B P z ǒ O u b w v C N r Z ě c r H p	ungrammatical
g D ó á A L i q ǒ j e y n a ù h b ě I é	ungrammatical
h R S e a J v è J ǎ B s ǔ a r Y I b I V H	ungrammatical
d g A a u ǎ ě f e z R B I á P s á b r R	ungrammatical
j t W H ǎ V J o a U K Z O j b S x U d z q	ungrammatical
l L K ě à ě h f a Y h ǒ t L é b A H é M M	ungrammatical
m m W s ě à D ò ǔ V h h z x b T T ò H n	ungrammatical
o ò n l W a ù ǔ á ǔ ě B ù ú g Y h U I á	ungrammatical
p Y a E H h ó z f B r a m e M ǔ ǎ b f O	ungrammatical
q p a F y j A I V è w K ù T ò h Z q u N	ungrammatical
s ě i o a l S l P M u L N ě i S ù b H L c	ungrammatical
t A K ù a S b ǒ H l Q c W H D ú s b j X c	ungrammatical
u a c b ǔ W t S v n ě I J a K b ú c Q á x	ungrammatical
w ó J W I o s O P d U z ò b E j ó r M m	ungrammatical
x H ò C o ǎ Y V n p O o c G z K s i b w	ungrammatical
y k O Y t ǒ ǎ E a E j Y Q i O F C m z H	ungrammatical
ù ù à v Z a e ǎ d I m á q c G r i ǒ H ó b	grammatical
ǔ A A R ǒ a Z k k q u c b K t r p D j à G	grammatical
á Z s ù X è u U á ò P l a l à C b r à s T	grammatical
à k C R ǎ a H a I w E b Y K j T è s j i ě	grammatical
é ú Z E V Q U z H a K I n e O h q Y x b y	grammatical
è O ú z X ǔ X è R w m è a V M b N I ú ò é	grammatical
ě i D C E v a b O l B B F U y Z S s n M ǔ	grammatical
ò ù i H a Q H c W v ó S à F b Q ó k S n ú	grammatical
ǒ I I p x a K ǒ t d X D I j E T h C b N é	grammatical
ú a T V W y j á b Y A g ě m ú à q L z p o	grammatical
A l ù a g m x k ù i B J u K o b z I s W o	grammatical
C é ú w R ó ǒ K a J ò ù ǒ h n S q ó b ǎ ǔ	grammatical
D N h g v u y Z à x S A N n w i M m a O b	grammatical
E o A o a o v ě B G S i f F z ù b V V y j	grammatical
G ě à á a u q X g ǔ W t h e ò ǎ I j C k b	grammatical
H C L S H k o z z a w A b z E Q o m I C T	grammatical
I O j T L P è g D ě O ò a y b p h ǎ ǒ ó W	grammatical
J h é a p á x ú F m ǒ ǒ j b á L h M v V Q	grammatical
L ú ò n ǔ ú L C ò ǒ a j c ù e q X è j é b	grammatical
M T X G ě a B b P è T ǎ v u o t n e m è b	grammatical
O à é L P á A a e c L b l ě U j H O m Y P	grammatical
P O ú ù O ò x h I a ǒ V I b Q z h Q ǔ j y	grammatical
Q a U w c J ǔ Z h R n h t W O a é ǒ é O b	grammatical
S ù ù I ò a c ó A V Y D B H C x S v b y U	grammatical
T G q r z a ǎ j q i U W K b D L è v ǒ W ǔ	grammatical
U a b j J G m o b L y o k x g R C C á ó W	grammatical
V x K P a b E U O u b U I s n m Z k m B U	grammatical
X ú è T a g B K b é A S u o è n o V ǎ é g	grammatical
Y U V J ú ǔ a I ú s à N ò J b t K R I Q t	grammatical
Z q l à X a v x X t I r X I s j l b Z r G	grammatical
a ó z à O ú Z x e w b b X ò K x O à G i ě	grammatical
a H O k á A X C ú ò ǎ C o P ǎ ó B N D E b	grammatical
a R w h l s g b g á C T T G p S D z á n K	grammatical
a b t W Z g B J F U ǎ C ě N x é v G j r v	grammatical
a n H b ǔ v é r ù U I B N I o Q j m N è w	grammatical
a w t j b D m j ǔ u m V Z t n J C p á E L	grammatical
