form	categorical_judgment
ù á r N ú j u ú Q G ó P z h E v ò S h ě K Q J ò a l q i p H y	grammatical
á p N ú a C ú M p Y A Z q Z ǎ ù b M i J g s Z H è T x ò N q M	grammatical
é B H ǔ v I x m a N P O X u V I K P c ù U g x Q m e P L D n l	grammatical
ě q M N ǒ w ǔ K A G á a i i f X s ǔ R o w Q z B ó u s V A j g	grammatical
ǒ w C L D à o v a á n x l á T V T Y r u x u R ò B u D o ó J l	grammatical
B F V E a O à B n S O m Y è c R p R F Q j ǎ k à ǔ x B á à D n	grammatical
D L w Z C V P l a ě à ǒ v c ó g C Y s P B a F g E ǔ Z ǎ b s U	grammatical
G á a o g U K l E á x Q w m M d Q E Y ě F è E w z x q h x E Q	grammatical
I ǒ X m a m l p E w b è R P ù ò C X ǒ z n ǎ X Y ǎ é ě L ě p g	grammatical
K h N q R V Z s ò l x o x w a c n u á m á n Q Q ú á q D d t w	grammatical
N V n s w g M Y Y D ó l x x ǒ á C A P é M M à ò a T O ò D E ǒ	grammatical
Q W á E x a i P B T T s á ó I N e ǔ o ě ǎ á l Z è Y k g n k E	grammatical
T ò ú t B t N g ǎ a Q T Q n ó j G t ǎ c j E n ǔ ú E P u k y H	grammatical
V G n E a f M r A x T o ò a u m w H ǎ f H A G D G V A k d Q h	grammatical
X l B Y z B a ó f i u V q N P d l X M X g b Y o F T ò w z z L	grammatical
a ě w R ù A A á S q K D v H z L w G ó M K c G o U T m H w z g	grammatical
a W w ú T G m T ú b J é h O u C a N r Y P à Y X è x q H G h Q	grammatical
a z c U ě P Z ǎ u ò w K m X d O e ě é p n ǒ a p è é T á ǔ é t	grammatical
i C S è Z g á B B m à U w B s B ò n r I k a ǒ W d m x K F n ù	grammatical
k U i a g ú y G O n à e r f L y i J d è L o J Z o j Q f e ǒ E	grammatical
m v x D ě w Q j l D L è X ǎ Z s Z W j r m a F C v R L ò Z á r	grammatical
p i t é à à t A ú a g q ù l s z O e n n K F D y w W i W u Z w	grammatical
s Q T a T K J n R é x U d D O u Y F W E p S U z ǔ à l F ǔ U p	grammatical
v E N à u C A R ó ě w H ú y M A K k E a ǒ y f P ù A H ǎ r S M	grammatical
x o j S a s l T è A w F z N w F I q X ǎ B H X ǒ G A Y W e s V	grammatical
ù á ǔ o á i ǒ s m y J O r w I A ě y o y L l à E i à E F ě N m	ungrammatical
á e S ó P W y ǔ I X W à ò D V D c g c R R E S N ǔ á o L t p ú	ungrammatical
ǎ x h N ù i Q o k V B e Y g r ě ó k e a A U z W Y è Q h H l ě	ungrammatical
ě g B O C a D à p j c l T d d F A E P k J C K à H F ǔ h I v F	ungrammatical
