step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.0642,-53.93775939941406,-53.93916702270508,ptsl2,32,0.001,41.4090576171875
10,0,41.025486,-53.8839111328125,-53.885101318359375,ptsl2,32,0.001,41.820430755615234
20,1,40.98718,-53.83088684082031,-53.83164978027344,ptsl2,32,0.001,41.4348258972168
30,1,40.948982,-53.77786636352539,-53.7783203125,ptsl2,32,0.001,41.196128845214844
40,2,40.91105,-53.72533416748047,-53.72507095336914,ptsl2,32,0.001,41.95220184326172
50,3,40.87295,-53.67255401611328,-53.67163848876953,ptsl2,32,0.001,41.81023025512695
60,3,40.83488,-53.61953353881836,-53.61832046508789,ptsl2,32,0.001,41.1807746887207
70,4,40.796997,-53.566810607910156,-53.56533432006836,ptsl2,32,0.001,40.44327926635742
80,5,40.759064,-53.51392364501953,-53.51226806640625,ptsl2,32,0.001,40.90208053588867
90,5,40.72149,-53.4610710144043,-53.459774017333984,ptsl2,32,0.001,40.81731414794922
100,6,40.68332,-53.407691955566406,-53.40608215332031,ptsl2,32,0.001,39.08195495605469
110,6,40.64467,-53.35445785522461,-53.3514289855957,ptsl2,32,0.001,39.347835540771484
120,7,40.606613,-53.3012809753418,-53.29792022705078,ptsl2,32,0.001,40.59850311279297
130,8,40.568592,-53.24795150756836,-53.24470138549805,ptsl2,32,0.001,40.60862350463867
140,8,40.53107,-53.19478225708008,-53.192317962646484,ptsl2,32,0.001,40.22970199584961
150,9,40.49325,-53.141719818115234,-53.13905334472656,ptsl2,32,0.001,40.4786262512207
160,10,40.455368,-53.08875274658203,-53.08543014526367,ptsl2,32,0.001,39.55326843261719
170,10,40.417294,-53.035972595214844,-53.031673431396484,ptsl2,32,0.001,40.811283111572266
175,10,40.398624,-53.009586334228516,-53.0053825378418,ptsl2,32,0.001,41.350860595703125
