step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.048164,-53.918373107910156,-53.91844940185547,soft_tsl2,32,0.001,40.84113693237305
10,0,41.005814,-53.839847564697266,-53.881263732910156,soft_tsl2,32,0.001,40.78241729736328
20,1,40.96398,-53.76221466064453,-53.84453201293945,soft_tsl2,32,0.001,41.77485656738281
30,1,40.9222,-53.684757232666016,-53.80771255493164,soft_tsl2,32,0.001,40.850032806396484
40,2,40.88042,-53.60734176635742,-53.77090072631836,soft_tsl2,32,0.001,40.92459487915039
50,3,40.83842,-53.52901077270508,-53.7342414855957,soft_tsl2,32,0.001,41.30824279785156
60,3,40.796047,-53.449729919433594,-53.69740295410156,soft_tsl2,32,0.001,39.914527893066406
70,4,40.75371,-53.37031936645508,-53.66067886352539,soft_tsl2,32,0.001,40.06947326660156
80,5,40.71131,-53.29049301147461,-53.62421417236328,soft_tsl2,32,0.001,40.56488800048828
90,5,40.668804,-53.210296630859375,-53.58759307861328,soft_tsl2,32,0.001,41.078399658203125
100,6,40.625946,-53.12894821166992,-53.55131149291992,soft_tsl2,32,0.001,39.60862731933594
110,6,40.583027,-53.0472412109375,-53.51506805419922,soft_tsl2,32,0.001,40.16841125488281
120,7,40.540295,-52.965675354003906,-53.47908020019531,soft_tsl2,32,0.001,41.415672302246094
130,8,40.49741,-52.8836784362793,-53.44306564331055,soft_tsl2,32,0.001,39.92851638793945
140,8,40.4545,-52.801605224609375,-53.406951904296875,soft_tsl2,32,0.001,39.76502990722656
150,9,40.41158,-52.718711853027344,-53.37163162231445,soft_tsl2,32,0.001,39.84358596801758
160,10,40.368706,-52.6356086730957,-53.33662033081055,soft_tsl2,32,0.001,40.206825256347656
170,10,40.32607,-52.55281066894531,-53.30144500732422,soft_tsl2,32,0.001,39.47447967529297
175,10,40.30477,-52.51124572753906,-53.28407669067383,soft_tsl2,32,0.001,39.835174560546875
