grammatical	ungrammatical
ù ù E Z l c N V n t F ù M o E ǒ e c x s	ù ù E Z l c N V n t F ù b M o E ǒ e c x s
ǔ N U é h B c ú I B w I v x é f ò e J n	ǔ N U é h B c ú d I B w I v x é f ò e J n
á d U ò ú G ó k p ó J b J z ě H X i x o	á d U ò ú G ó k p ó J b c J z ě H X i x o
à u o V R z é W d è N B A V á ú n t F D	à u o V R z é W d è N B A V á ú n t F D d
é ú t f F é c j D j Z ù y g ǒ Y m b ě p	é ú t f F é c j D j a Z ù y g ǒ Y m b ě p
è l q ó k D w ǔ y k F v R c z ó ó J w f	è l q ó k D w ǔ y k b F v R c z ó ó J w f
ó ǒ á a S B s P t M r y H a T ě L Q y m	ó ǒ á a S b s P t M r y H a T ě L Q y m
ò f F V f ǔ á T b f v v é A R u p ò Q C	a f F V f ǔ á T b f v v é A R u p ò Q C
ǒ y à Y è é d u m Q K Y t N m ě I D è a	ǒ y à Y è é d u m Q K Y t N m ě I D d è a
A F x m t L x P g X F q D v ù I ǎ v J c	A F x m t L x P b g X F q D v ù I ǎ v J c
B X N w h B ǎ Z N Q v x z f ě ù h Y c T	B X N w h B ǎ Z N Q v x b z f ě ù h Y c T
C g v j Y Z M f x P F S b I o I ǎ j v M	C g v j Y Z M a x P F S b I o I ǎ j v M
D y p q m K G ó M á F h ò ǔ L c H é X ú	D y p q m K G ó M á F h b ò ǔ L c H é X ú
F N B B a q k R w ě M F D o Z I Z á I y	F N B B a q k R b ě M F D o Z I Z á I y
G c Z P N f a E ǒ I i L ě L n q O P J ǔ	G c Z P N f a E ǒ I i L ě L n b q O P J ǔ
H l P A k m a R F V r Y w ú N q G ǒ T ú	H l P A k m a R F V b r Y w ú N q G ǒ T ú
I s t ǒ I s w l E c ú M J ǔ T S e m é m	I s t ǒ I s w l E c ú M J ǔ T S e d é m
K à ò B e W x D g f x s ù y e k ò v d z	K à ò B e W x D g f x s ù y e k ò d d z
L C c S k C è T T f B v W F p K s y P q	L C c S k C d è T T f B v W F p K s y P q
M L v á ù ù ě G k R m d A o m J y F e J	M L v á ù ù ě G k R m d A o m J y F e d J
N c V C w Y z D x J r j W s V E V V P g	N c V C w Y d D x J r j W s V E V V P g
O r p à I é j i C q A t b ǔ y w a x F M	O r p à I é j i C q A t a b ǔ y w a x F M
Q E ò z U à H l ó z è H v b W ǒ ǒ t ǒ m	Q E ò z U à H l ó z è H v b W ǒ ǒ t ǒ m c
R N l B L B K a S á l N r S L ǒ Y l D M	R N l B L B K a b S á l N r S L ǒ Y l D M
S l á d t g ǔ c X x r s o u Z G O D q O	S l á d t g ǔ b c X x r s o u Z G O D q O
T w U c V m K ǔ I X z ù ó O I ǎ ù s U J	T w U c V m K ǔ I X z ù ó O I ǎ ù d s U J
V G Q N H M é T è ù N G ǎ G R ù d ù E ǎ	c G Q N H M é T è ù N G ǎ G R ù d ù E ǎ
W U ò j t ò b ě N w ù K á ú v w E V u J	W U ò a t ò b ě N w ù K á ú v w E V u J
X w q S ǔ D ǎ é T p t ǔ P Z i u b y x I	X w q S ǔ D ǎ é a T p t ǔ P Z i u b y x I
Z P K W M F N K á q h ě T O M y è c u R	Z P K W M F N K á q h ě T O b M y è c u R
a a D B ǔ X Q j t S j ò ò ǎ g à Q á D ò	a a D B ǔ X Q j t S j ò ò b ǎ g à Q á D ò
b d g X N ù O H H K D O a M ǎ S u z t m	b d g X N ù O H H K D d a M ǎ S u z t m
c Z R ó e z K à c ǎ E S Z P p à N w N y	c Z R ó e z K b c ǎ E S Z P p à N w N y
d Z l e O I w è X X I C D m G S A q ǒ ú	d Z l d e O I w è X X I C D m G S A q ǒ ú
e Q P ú Y B ù é o b e l K e é G ǔ q x a	e Q P ú Y B ù é a b e l K e é G ǔ q x a
f b i M x G p ó b V z H o S J R e ó ó ò	f b i M x G p ó b V z H o S J R e c ó ò
h D ǒ u v F A T u e V ò d T ě H i b O a	h D ǒ u v F A T a u e V ò d T ě H i b O a
i k E a ó j ǎ ú v j á h p l X ǒ Z I Z ú	i k E a b j ǎ ú v j á h p l X ǒ Z I Z ú
k C b U y j U S I E v B é n i w J é B ò	k C b U y j U c S I E v B é n i w J é B ò
l o P c Z H m D a M j h r r á x à W y l	l o P c Z H d m D a M j h r r á x à W y l
m w I ú X d ú B c ě D P W á l X é g e c	m w I d X d ú B c ě D P W á l X é g e c
o N Z J o z P l a j R T ǒ Z W d M X i X	o N Z J o z P l a j b R T ǒ Z W d M X i X
p a k ǎ U N d u V k S W v s n U S L O u	p a k ǎ U N d u V k b S W v s n U S L O u
q m q c O ǒ f w M z M M W o B ǒ à n y W	q m q c O ǒ f w M z M d M W o B ǒ à n y W
s C b S m ú I N r d ó I t k m y é p m s	c C b S m ú I N r d ó I t k m y é p m s
t M à f l b ú ǎ E W é a Q G ě f P m à e	t M à f l b ú ǎ E W c a Q G ě f P m à e
u l ú N i ò B á J F k à d a r A W s Y n	u l c N i ò B á J F k à d a r A W s Y n
v x Y l W K ǔ x y à X ǔ b ǒ ù B ǒ I ǒ f	v x Y l W a ǔ x y à X ǔ b ǒ ù B ǒ I ǒ f
x K v g a g d e s ǎ m ò I à D J S E F u	x K v g a g d e s ǎ m ò d I à D J S E F u
y Z c B C ě C e L G S á v U ò J Y U ù ǒ	y Z c B C ě C e L G S á v U ò d J Y U ù ǒ
ù ù H O h n P r Z o E C ě V d L j M á ě F	ù ù H O h n P r Z o E C ě d V d L j M á ě F
ǔ ú u U Y q g ú G j Q Y d q m z c g o M ù	ǔ ú u U Y b g ú G j Q Y d q m z c g o M ù
á Q G I v M s F Z H K m X ǒ ě B è d Q D M	á Q G I v M s F Z H K m X ǒ ě B è d d Q D M
à f s r é b ò f p ě S á w d ú é Y m A X l	à f s r é b c f p ě S á w d ú é Y m A X l
