grammatical	ungrammatical
ù á è ù t U è a C a a A U ó l m v ǎ a V	ù á è ù t a è a C a a A U ó l m v ǎ a V
ǔ a h H ǒ á S è s H R a M N a J Z a K K a	ǔ a H ǒ á S è s H R a M N a J Z a K K a
à P a D è C w Z a O a x X á a è D ó m E	à P a D a C w Z a O a x X á a è D ó m E
ǎ a m ǔ O ǔ a E J J a p N w a l ě i V M a	ǎ a m ǔ O ǔ a E J J a p N w a l ě V M a
è ù a ě a t é K F a ǎ y a u ǔ g R C ě Z	è ù a ě a t é K F a ǎ a a u ǔ g R C ě Z
ě R s w x a d S J Q a é ě X J a a a T b p	ě R s w x a S J Q a é ě X J a a a T b p
ó ǎ w L a ò v a M à v ǔ G B W O C a D a	ó a w L a ò v a M à v ǔ G B W O C a D a
ǒ ǒ h ě a á X K a z a M a Q a p é l U l U	ǒ ǒ ě a á X K a z a M a Q a p é l U l U
b a ǔ a V a a V Z w a d L g l e J f s ǒ	ú a ǔ a V a a V Z w a d L g l e J f s ǒ
A z ú a q Q A ǔ W a x ě a a G e è J X F	A z ú a q Q A ǔ W a a ě a a G e è J X F
C D l L a r r m S ò a ú a A X d E a J U	C D l L a r r m S ò a ú a A X a E a J U
D a y S m J a f a ě a t á y Z a m L O y ù	D a y S m J a a ě a t á y Z a m L O y ù
k E p ǒ a a a u F é a B a ò T w ě F t t U	E p ǒ a a a u F é a B a ò T w ě F t t U
G a ó p á ǔ x x a J A C t ě V a R a ú w	G a ó p á ǔ x x a J a C t ě V a R a ú w
I à T a c C o v a l z Z B l a a V ǒ J Y a	I à T a C o v a l z Z B l a a V ǒ J Y a
J W w D R w k a x a a z P o a D à a I f W	J W w D R w a x a a z P o a D à a I f W
K a X n l a I m N y H ǎ a a è d a m F ǎ	K a X n l a I m N y H ǎ a a è r a m F ǎ
d L T q a é a R B a J N a C ǎ a u á m b	M L T q a é a R B a J N a C ǎ a u á m b
N t a T ù W M C a Y a R a x h U ǒ a R l ú	N t a T ù W M C a Y a R a x U ǒ a R l ú
P S ó a G H m z a a X n D C a Z T I A I	P S ó a G H m z a a X n D a a Z T I A I
Q a y a z t t W q ǒ a W M t m à G a G X	Q a y a z t t W a ǒ a W M t m à G a G X
S B E p a z E a Y A E ò s s Z u a V C a	S B E p a z E a Y A E ò s s a u a V C a
T a C B ě p a O a n X l ó a W e Z t A I	T a C B ě p a a a n X l ó a W e Z t A I
U v a a I p a O l z N ù x è N é a á ó c a	U v a a I p a O l z N ù x è N é a á ó a
W ǒ E O e a S O R X a a a y ǎ r I a X ǎ	W ǒ E O t a S O R X a a a y ǎ r I a X ǎ
X a F m U b A é N ǎ a H a x o a Y J v s a	X a F m U A é N ǎ a H a x o a Y J v s a
Z ǎ à a D y K é a à K I a J ǎ V e F a O a	Z ǎ à a D y K é a à K I a J ǎ V F a O a
a á ǒ O m ě D ú a H c a I H ǎ v a a ě E	a á ǒ O m ě D ú a H w a I H ǎ v a a ě E
a ě P a t s H o ù P R N ó M L a B é L a	a ě P a t s H o ù P R N a M L a B é L a
a B L a ó M p R s a O a V D y d è G N à	a B L a a M p R s a O a V D y d è G N à
a G H S a m N z a W a X Y é Z y l ě A ú	a G H S a m N z a W a X Y é a y l ě A ú
a M a O A a J n T Y O B X C ú J r a z ǒ	a M a O A a J a T Y O B X C ú J r a z ǒ
f a R N F ǎ a x a ǎ V è U a à a r I k T G	a R N F ǎ a x a ǎ V è U a à a r I k T G
a W é q a F ǔ è G ò ò a H Y n a G ù x h	a W é q a F ǔ è G ò ò a H Y n a G a x h
L a è a n t a a k d n j o E Q s h ě F e	a a è a n t a a k d n j o E Q s h ě F e
a a i x P à ǒ a G a a d x ù ù J j è t ù	a a P x P à ǒ a G a a d x ù ù J j è t ù
a d a m t ě A a P x a o h n W S R Y ǒ j	a a a m t ě A a P x a o h n W S R Y ǒ j
a a z ú z G a A E z J w S I á Z S a A U	a a z a z G a A E z J w S I á Z S a A U
a o u a é a c x I m a ú L a r I è f f i w	a o u a é a x I m a ú L a r I è f f i w
a v G a Z F B ò E a W N z M s D N a J M	a v G a Z F B ò E a W N z M s D a a J M
c ǒ G U Y C a a v a s è q q l a V a X ù	l ǒ G U Y C a a v a s è q q l a V a X ù
m a a b t I Q a H a U w v l v Z S T a u	m a a G t I Q a H a U w v l v Z S T a u
o ǒ R á r O T p L a c Z a a t q ó a Y l	o ǒ R á r O T p L a a Z a a t q ó a Y l
p a S é a q Z D T R P ǒ a N S N a f D u	p a S a a q Z D T R P ǒ a N S N a f D u
e q u o a N n p X K F M a P ǒ a G a G a Z	q u o a N n p X K F M a P ǒ a G a G a Z
s O p ǒ P J S n z a ú y a ó m a I a z f	s O p ǒ P J S n z a ú y a ó m a I a a f
u ǔ a ò a H D a U à c a a r X g M C c P	u ǔ a ò a H D a U à Q a a r X g M C c P
v a S a ù w u n a m z a c F o K a X L l	v a S a ù w u n a m z a L F o K a X L l
x C F C O a z v o a ě w a z a O g Z X i	x C F C O a z a o a ě w a z a O g Z X i
y W K y a i a E M E a a o è X ó a v B á	y W K y a X a E M E a a o è X ó a v B á
