grammatical	ungrammatical
ù ù C c d c x r ě z X á ú j A à r S Y k	ù ù C c B c x r ě z X á ú j A à r S Y k
ǔ ò á ǎ u k R T a R L à b l I E ó K r ǎ	ǔ ò á ǎ u k R T Q R L à b l I E ó K r ǎ
c á S D w u q D v E l à b B e K d f m ǔ W	á S D w u q D v E l à b B e K d f m ǔ W
à c k ě m w C o á ǒ h ù L d t ù A f Y ǎ	à c k ě m w C o á ǒ h ù L R t ù A f Y ǎ
ǎ s ú G ǒ O R c F á ú Z S b X á I V d é	ǎ s ú G ǒ O R P F á ú Z S b X á I V d é
è B z c K ù g ù ó K U a z H l f R k d ǎ ǎ	è B z c K ù g ù ó K U a z H l f R k ǎ ǎ
ě a O è l ó ě T n t B c G J L K B F j d G	ě a O è l ó ě T n t B c G J L K B F j G
ó s c H w L V l A ǔ G K d j o è R U m J ú	ó s c H w L V l A ǔ G K j o è R U m J ú
ǒ ě M I à G T c ò N a F M K z é U a ó e d	ǒ ě M I à G T c ò N a F M K z é U a ó e
ú T K è p a T D b ú á é l Z G I X s s ó	ú T K è p a T D h ú á é l Z G I X s s ó
A X U V O d u s h T K C P c v a è b I N	A X U V O d u s h T K C P c v a è ǔ I N
B c s F e W D Z o ǔ u Z U X d N k S T b S	B s F e W D Z o ǔ u Z U X d N k S T b S
D ǎ w A f Y L á a Z b ǒ a j L G G h ǒ c R	D ǎ w A f Y L á Z b ǒ a j L G G h ǒ c R
E H l H J ú ú y B C è Q r u c a r n H ǒ d	E H l H J ú ú y B C è Q r u c a r n H ǒ
F P H T b S v a G H O ě T b y z F Z P B	F P H T b S v K G H O ě T b y z F Z P B
H á t T E ě a A o k K ǒ ě ǎ x b X g R ě J	H á t T E ě A o k K ǒ ě ǎ x b X g R ě J
I Y é a I ó b I p V Q Z o R o ò O i G L	I Y é ù I ó b I p V Q Z o R o ò O i G L
J v S r Y v ù a F E c j b V u à u E a W c	J v S r Y v ù F E c j b V u à u E a W c
a A x B b ǔ a O M u K G Z J i ù m y s x	L A x B b ǔ a O M u K G Z J i ù m y s x
M X b q Z ó è k z w c h ǔ D p o d s F u	M X b q Z ó è k z w ú h ǔ D p o d s F u
N p Z p ǔ c F J ò Q G à Q ù I ě U d à n	N p Z p ǔ Y F J ò Q G à Q ù I ě U d à n
P ú G K X D Z K V Q N c G ǔ b i h E z d	P ú G K X D Z K V Q N c G ǔ b i h E z C
a b X R b P B U z I i o Z i W k d b ú o	Q b X R b P B U z I i o Z i W k d b ú o
R x B B ǒ Z ù O L Y ó j a P b K T á k B	R x B B ǒ Z ù O L Y ó j a P X K T á k B
T L a S t A c t ú O b ě y ǎ Z p O ó C h Z	T L a S t A c t ú O ě y ǎ Z p O ó C h Z
