step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.072926,-53.95595169067383,-54.522464752197266,soft_tsl2,32,0.001,41.622703552246094
10,0,41.030384,-53.88741683959961,-54.45763397216797,soft_tsl2,32,0.001,40.86368942260742
20,1,40.988735,-53.81985092163086,-54.39387512207031,soft_tsl2,32,0.001,40.255859375
30,1,40.947224,-53.75250244140625,-54.330352783203125,soft_tsl2,32,0.001,42.814571380615234
40,2,40.905605,-53.68504333496094,-54.266666412353516,soft_tsl2,32,0.001,40.20974349975586
50,3,40.86386,-53.61733627319336,-54.202754974365234,soft_tsl2,32,0.001,41.4857177734375
60,3,40.821747,-53.548954010009766,-54.138248443603516,soft_tsl2,32,0.001,40.72651672363281
70,4,40.77962,-53.480567932128906,-54.07371520996094,soft_tsl2,32,0.001,40.476627349853516
80,5,40.73731,-53.41184616088867,-54.0090217590332,soft_tsl2,32,0.001,39.62601852416992
90,5,40.695,-53.34281921386719,-53.944122314453125,soft_tsl2,32,0.001,42.145416259765625
100,6,40.65239,-53.27361297607422,-53.879058837890625,soft_tsl2,32,0.001,41.18309783935547
110,6,40.609665,-53.20399856567383,-53.81364440917969,soft_tsl2,32,0.001,39.245662689208984
120,7,40.5672,-53.13438415527344,-53.74825668334961,soft_tsl2,32,0.001,40.19385528564453
130,8,40.5245,-53.06487274169922,-53.682960510253906,soft_tsl2,32,0.001,40.04399490356445
140,8,40.481598,-52.99507141113281,-53.61753845214844,soft_tsl2,32,0.001,40.67275619506836
150,9,40.43871,-52.924800872802734,-53.55169677734375,soft_tsl2,32,0.001,40.924659729003906
160,10,40.39579,-52.85443115234375,-53.485836029052734,soft_tsl2,32,0.001,41.71837615966797
170,10,40.353054,-52.78416061401367,-53.42000961303711,soft_tsl2,32,0.001,40.87440872192383
175,10,40.331615,-52.74895477294922,-53.38709259033203,soft_tsl2,32,0.001,39.22380065917969
