step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.007107,-53.86728286743164,-53.86206817626953,sp2,32,0.001,41.64753341674805
10,0,40.72926,-53.4595947265625,-53.46200942993164,sp2,32,0.001,40.215484619140625
20,1,40.477406,-53.08311462402344,-53.0998420715332,sp2,32,0.001,38.70684051513672
30,1,40.254303,-52.74481201171875,-52.78044509887695,sp2,32,0.001,40.96060562133789
40,2,40.054962,-52.43992614746094,-52.49541473388672,sp2,32,0.001,38.84501647949219
50,3,39.87809,-52.164955139160156,-52.24344253540039,sp2,32,0.001,39.25682830810547
60,3,39.72139,-51.91450881958008,-52.021690368652344,sp2,32,0.001,40.4118537902832
70,4,39.581207,-51.6876220703125,-51.82501983642578,sp2,32,0.001,39.105289459228516
80,5,39.455997,-51.4786262512207,-51.65354537963867,sp2,32,0.001,40.92363739013672
90,5,39.344578,-51.29120635986328,-51.501399993896484,sp2,32,0.001,39.67924499511719
100,6,39.244476,-51.118194580078125,-51.36455535888672,sp2,32,0.001,38.89414978027344
110,6,39.15466,-50.959991455078125,-51.24364471435547,sp2,32,0.001,41.468048095703125
120,7,39.072575,-50.809200286865234,-51.13377380371094,sp2,32,0.001,37.7305908203125
130,8,38.99935,-50.671714782714844,-51.038578033447266,sp2,32,0.001,38.600196838378906
140,8,38.932125,-50.54638671875,-50.94892883300781,sp2,32,0.001,38.13724136352539
150,9,38.871254,-50.4273567199707,-50.870365142822266,sp2,32,0.001,38.40071105957031
160,10,38.81564,-50.316471099853516,-50.798282623291016,sp2,32,0.001,38.43406295776367
170,10,38.76514,-50.21174240112305,-50.735538482666016,sp2,32,0.001,38.29498291015625
175,10,38.741257,-50.16307067871094,-50.70486068725586,sp2,32,0.001,37.63324737548828
