step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.040028,-53.91446304321289,-54.61919021606445,soft_tsl2,32,0.001,41.13498306274414
10,0,40.996426,-53.832340240478516,-54.54399490356445,soft_tsl2,32,0.001,41.024227142333984
20,1,40.953114,-53.75113296508789,-54.46955490112305,soft_tsl2,32,0.001,41.11527633666992
30,1,40.90971,-53.66959762573242,-54.39484405517578,soft_tsl2,32,0.001,40.456939697265625
40,2,40.866093,-53.58765411376953,-54.319671630859375,soft_tsl2,32,0.001,41.33311462402344
50,3,40.82216,-53.50478744506836,-54.24382781982422,soft_tsl2,32,0.001,40.9709587097168
60,3,40.77807,-53.42106246948242,-54.167327880859375,soft_tsl2,32,0.001,40.96942901611328
70,4,40.733776,-53.33705520629883,-54.09059524536133,soft_tsl2,32,0.001,40.255916595458984
80,5,40.689262,-53.25204849243164,-54.01301574707031,soft_tsl2,32,0.001,40.09633255004883
90,5,40.644634,-53.16685485839844,-53.93533706665039,soft_tsl2,32,0.001,40.167724609375
100,6,40.599728,-53.080440521240234,-53.8567008972168,soft_tsl2,32,0.001,39.457664489746094
110,6,40.554825,-52.99376678466797,-53.777854919433594,soft_tsl2,32,0.001,41.065452575683594
120,7,40.509903,-52.90685272216797,-53.6988525390625,soft_tsl2,32,0.001,41.119163513183594
130,8,40.46493,-52.8193359375,-53.61948776245117,soft_tsl2,32,0.001,39.48275375366211
140,8,40.419987,-52.731136322021484,-53.53961944580078,soft_tsl2,32,0.001,38.84598922729492
150,9,40.37495,-52.64309310913086,-53.4598274230957,soft_tsl2,32,0.001,39.97412109375
160,10,40.329742,-52.554351806640625,-53.3795166015625,soft_tsl2,32,0.001,40.632850646972656
170,10,40.284683,-52.465248107910156,-53.29902648925781,soft_tsl2,32,0.001,40.951805114746094
175,10,40.26217,-52.42060089111328,-53.25874328613281,soft_tsl2,32,0.001,39.92055892944336
