grammatical	ungrammatical
ù ù ó c b P c ǎ M p B è ú s n J R ǒ H y	ù ù ó c b P c ǎ M p B è ú s n J R ǒ H g y
ǔ ǒ j Q ú n M V R H d m T W J b M u h á	ǔ ǒ j Q ú g n M V R H d m T W J b M u h á
á O ò E I ú W M e t x u x m s v c D e R	á O ò E I ú g W M e t x u x m s v c D e R
à o e Z X g ó c u t y g a w A X v ó Z b	à o e Z X K ó c u t y g a w A X v ó Z b
ǎ s o é e g p g k Y ó x a I V á ǒ b N ó	ǎ s o é e g p b k Y ó x a I V á ǒ b N ó
è A ù C ù U ò n y X à Z ǔ v n n I ó è ě	è A g C ù U ò n y X à Z ǔ v n n I ó è ě
ě R z U k è R W D J ǎ b E S D ò D ě é ǎ	ě R z U k è R W D J ǎ b E S D ò D g é ǎ
ó Y à i S f n Q T Q X ǔ W e J p o m m D	ó Y à i S f n Q T Q X g ǔ W e J p o m m D
ò t q O m S d S ó e f z k D G W z k Z R	ò t q O m S d S ó e f z k D g W z k Z R
ú ǔ z P I ù V v f E I G o z U q Y Q t D	g ú ǔ z P I ù V v f E I G o z U q Y Q t D
A R r j C Y g U x c R U g á é v j ú D T	A R r j C Y H U x c R U g á é v j ú D T
B b w Z w j w P G ú c ǔ ǎ v C z A S Y U	B b w Z w j w P G ú g ǔ ǎ v C z A S Y U
C h j i ó b f T w v k w P l ǒ m ò á P a	C h j i ó b f T w v k w P l ǒ m g á P a
D p ǒ j j K w j R E x t S o J v é C è G	D p ǒ j j K w j R E x t S o g v é C è G
E z t r m f m D H l o f T V n f s w Y F	E z t r m f m D H l o f T V g f s w Y F
G L b à y ù R n a g ǒ ú á g a L j m è v	G L b à y ù R n a P ǒ ú á g a L j m è v
H g ǎ N á O N J W y W à ù p Z g ǎ u ǎ é	H O ǎ N á O N J W y W à ù p Z g ǎ u ǎ é
J è ó w F D B ǒ ú I ó ǎ S J q L l U e a	J è ó w F D B ǒ ú I ó g ǎ S J q L l U e a
K E L A v ò N ǒ I U Y ó q S w S h x U E	K g E L A v ò N ǒ I U Y ó q S w S h x U E
L Z V Q ǎ w V ǒ w Y P v F ù w R q z z Q	L Z V Q ǎ w V ǒ w Y P v F ù w R g q z z Q
M n X V y ǎ U j a p h N g D N R G g P ě	M n X V y ǎ U j a p h N g D N R G e P ě
O F Y k e m h à q c F Z x z á w q ǔ p v	O F Y k e m h à q c F Z g z á w q ǔ p v
P X ò Y l J à R o w l I q R é ó ú J C ó	g X ò Y l J à R o w l I q R é ó ú J C ó
Q o F ǒ L D ù p I k X G F v W ó B V b i	Q o g F ǒ L D ù p I k X G F v W ó B V b i
S ě w x k u E è N ǔ y d E A t P y J T G	S ě w x k u E è N ǔ y d E A t P g J T G
T Y F ǒ á Z ó j G E v ò Z E p b ú K S U	T Y F ǒ á Z ó j g E v ò Z E p b ú K S U
V ě d h x j Y ú s V ó F A I j Y é B b j	V ě d h x j Y g ú s V ó F A I j Y é B b j
W L n I F q ù O h é X F d e E y ó ù O q	W L n I F q ù O h é X F d e E y g ó ù O q
X K s ǒ G á b ǒ á H G á ò P è N v x h ò	X K s ǒ G á b ǒ á H G á ò P è N v x h g ò
Y i N k P a à Z é H z ú b K é u V h n á	Y i N k P a à Z é H z ú b K g u V h n á
Z r ě u H W w a X ǔ ǒ h è F U V O H á o	Z r ě u H W g w a X ǔ ǒ h è F U V O H á o
b ú x b F F D B s ó l F g g o ù l o ǔ k	b ú x b F F D B s ó l F E g o ù l o ǔ k
c O P Q M Y á j U Q I C P z f o T e l u	c O P Q M Y á j U Q I C P z g f o T e l u
d X H C á R á é k O x F x ǒ e r ú U á é	g X H C á R á é k O x F x ǒ e r ú U á é
e w D V U P K J h H I C f W N y é B s s	e w D V U g P K J h H I C f W N y é B s s
g ò v g p R e j z a P f o U ù D ó è ó ò	ú ò v g p R e j z a P f o U ù D ó è ó ò
h h á z ǔ V c W C f J ú ǔ ù m T B á è E	h h á z ǔ V c W C f g ú ǔ ù m T B á è E
j ǎ z u l o H j Q H u T L ù ò ú e u B U	j g z u l o H j Q H u T L ù ò ú e u B U
k ǒ D W F c u O è N I r P O j e d C Z R	k ǒ g W F c u O è N I r P O j e d C Z R
l Y J i á f P o ǔ D s O Q M ě ó t i F à	l Y J i á f P o ǔ D s O g M ě ó t i F à
m s M K à u Z E v j N O M r G W W e N ú	m s M g à u Z E v j N O M r G W W e N ú
o E r ò I q r w K E g c v J F l e g n P	o E r ò I q r w K E g c v J F l e X n P
p Y f X l d g ú d á b à W N W a a C g è	p Y f X l d E ú d á b à W N W a a C g è
q p á è l H ò t O p S v i u ě à D Y ǎ r	q p g á è l H ò t O p S v i u ě à D Y ǎ r
s I ǔ E w ǒ ù ě o q k F M O o S i f E ǒ	s I ǔ E w ǒ g ù ě o q k F M O o S i f E ǒ
t l ò d ù x D A Z é f S Q H e X E u w ǒ	t l ò d ù x D g A Z é f S Q H e X E u w ǒ
u o I ù ú m L v x T p G M H ǒ G f q è n	u o I ù ú g m L v x T p G M H ǒ G f q è n
w é s A g ǎ Z M F R K i L H ú T ǔ g s a	w é s A g ǎ Z M F R K i L H ú T ǔ a s a
x O ǒ Y f l E v w ù n Q W l H l D v O Q	x g O ǒ Y f l E v w ù n Q W l H l D v O Q
y c ě ǎ W G A K r n A c U t k s Q D d à	g y c ě ǎ W G A K r n A c U t k s Q D d à
ù ù p h I d á o Q C Z Q p q l t y ó X P Y	ù ù p h I d á o Q C Z Q p q l t y ó X P g Y
ǔ I C ú á n p A n e d H c v F X ó O E i C	ǔ I C ú g á n p A n e d H c v F X ó O E i C
á Z j c ǒ t j I e ǎ p J ě à N E X u ě e U	á Z j c ǒ t j I e ǎ p J g ě à N E X u ě e U
à h x è p i b ǎ d ù ě t ǎ ǔ k d à I K p h	à h x g p i b ǎ d ù ě t ǎ ǔ k d à I K p h
ǎ t l i C M n j f L y ě r m O G k é u M H	ǎ t l i C M n j f L g y ě r m O G k é u M H
è ò l s ě v ó b k w v è K f d á J é O ù é	è ò l s ě v ó b k w v è K f d á J g O ù é
ě W ù T W u V N q H A F d ǔ t G P v ò ó q	ě W ù T W u V N q H A F d ǔ t G P v ò g ó q
ó q ú H A q á F s g ò D j n q g n A m Y m	ó q ú H A q á F s V ò D j n q g n A m Y m
ǒ ě N v y Q é k ě q T E w ě R ú A c W t P	ǒ ě N v y Q é k ě q T E g w ě R ú A c W t P
ú G á è G S Q Y n ó u O ǒ l G ǎ V y k j a	ú G á g G S Q Y n ó u O ǒ l G ǎ V y k j a
A R i n o Y x l N S A k q f T I V F á é U	A R i n o Y x g l N S A k q f T I V F á é U
B m e x X D Y à E c r f v m i J è W W ú m	B m g e x X D Y à E c r f v m i J è W W ú m
D ě u á T Q h L j s r f N ǔ X ě C d E E d	D ě u g T Q h L j s r f N ǔ X ě C d E E d
E N j p d p R p B N u x c ǎ ó K s ǎ Z w v	E N j p g p R p B N u x c ǎ ó K s ǎ Z w v
F h N J e o U M N è M R X z Z ó ǔ E á K U	F g N J e o U M N è M R X z Z ó ǔ E á K U
H ě l l é c q ù P A N A K A b ù O k b x B	H ě l l é c q ù P A N A K A b ù O k b x B g
I S G B R f ǒ F N d z ǔ y ǔ b ó M h q V L	I S G B R f ǒ F N g d z ǔ y ǔ b ó M h q V L
J f Q ó e ǒ t w r Y e B ù K q m P x ǎ Y x	J f Q ó e g t w r Y e B ù K q m P x ǎ Y x
K x u à K è z m T A v C l Z é Z ǔ E Q ě J	K x u à K è z m T A v C l Z é Z ǔ E Q ě g
M K Y c a E Y C H M ǔ x ǔ v v p o W s E è	M K Y g c a E Y C H M ǔ x ǔ v v p o W s E è
N i c è J A ó j è c p R ó U d z d I e s á	N i c g è J A ó j è c p R ó U d z d I e s á
O n Y ǔ B Z w Z e C b y H v h ǔ ò j ò V X	O n Y ǔ B Z w Z e C b y H g v h ǔ ò j ò V X
P x U è o T ǔ l u e r T W r Z z x X b y k	P x U è o T ǔ l u e r T W r Z g x X b y k
R I ě T é Z i D c Q y V ǎ O F c A f ú L n	R I ě T é Z i D c Q y V ǎ O F c A g f ú L n
