grammatical	ungrammatical
a a a a a E E b c R Z ó Q é W I é O Z o	ù a a a a a E E b c R Z ó Q é W I é O Z o
a a a a a f y ó Z Q Q i G w y g Y á l I	D a a a a a f y ó Z Q Q i G w y g Y á l I
a a a a a L A L Y C ó k W r S C P s U D	Q a a a a a L A L Y C ó k W r S C P s U D
a a a a a R t w g ù Z ě m á ù é Z C B U	d a a a a a R t w g ù Z ě m á ù é Z C B U
a a a a a é I m A v ǒ ú f v E s u C g u	s a a a a a é I m A v ǒ ú f v E s u C g u
a a a a a U l ě e u s T f D Z n ǎ A é D	á a a a a U l ě e u s T f D Z n ǎ A é D
a a a a a X ò G w z ǔ o A a v a L o ě S	C a a a a X ò G w z ǔ o A a v a L o ě S
a a a a a ǎ Y m ò U ǔ D ó ǔ O x Z ǎ ò n	O a a a a ǎ Y m ò U ǔ D ó ǔ O x Z ǎ ò n
a a a a a Z t à Y f J r k ó O R n U è r	Z a a a a Z t à Y f J r k ó O R n U è r
a a a a a M M V h d r e ú F O ó j y H g	a ú a a a a M M V h d r e ú F O ó j y H g
a a a a a à q D z e é è L z m A r g c ǒ	a L a a a a à q D z e é è L z m A r g c ǒ
a a a a a é j u p R G k ó l q X z J n s	a X a a a a é j u p R G k ó l q X z J n s
a a a a a G j é P J u k J v n E g v U T	a k a a a a G j é P J u k J v n E g v U T
a a a a a X K q j N u s G a J w r s M g	a y a a a a X K q j N u s G a J w r s M g
a a a a a x h v P ú Y a U O V D I R I b	a B a a a x h v P ú Y a U O V D I R I b
a a a a a A Q V F k M y J E D á ù Z T L	a J a a a A Q V F k M y J E D á ù Z T L
a a a a a j y K L q ě i M R z ú N é V T	a W a a a j y K L q ě i M R z ú N é V T
a a a a a F o á g b I p v w K q C r à S	a a ǒ a a a F o á g b I p v w K q C r à S
a a a a a b a M á S E à a Q ǒ u w p d è	a a L a a a b a M á S E à a Q ǒ u w p d è
a a a a a q k Y ǎ N I y D k Y l b H ó E	a a Y a a a q k Y ǎ N I y D k Y l b H ó E
a a a a a j m f i è h K U é ò P S t ǒ U	a a k a a a j m f i è h K U é ò P S t ǒ U
a a a a a o J k G n H ǎ S I s O F q J C	a a w a a a o J k G n H ǎ S I s O F q J C
a a a a a L à O ě U y ú W o y S é w b á	a a ǒ a a L à O ě U y ú W o y S é w b á
a a a a a à t K S J F u p n z F z R n c	a a J a a à t K S J F u p n z F z R n c
a a a a a m C f G P v k v r e ě Z ě O q	a a U a a m C f G P v k v r e ě Z ě O q
a a a a a L p o F ó W G D T h A è i a Y	a a a ò a a L p o F ó W G D T h A è i a Y
a a a a a b D p b L ù F t à H x E ò E x	a a a M a a b D p b L ù F t à H x E ò E x
a a a a a a K u G x H N S V L à ǎ w ě K	a a a X a a a K u G x H N S V L à ǎ w ě K
a a a a a J U p P ě t J Q p à c B g o M	a a a l a a J U p P ě t J Q p à c B g o M
a a a a a a y r a z t f S b k U t S f r	a a a w a a a y r a z t f S b k U t S f r
a a a a a r p h T ù ě H r ě e P c W w J	a a a ě a r p h T ù ě H r ě e P c W w J
a a a a a o X ù O c y a y E è L B ò è á	a a a J a o X ù O c y a y E è L B ò è á
a a a a a à ó ǎ M m e é F ǔ g c v B à I	a a a W a à ó ǎ M m e é F ǔ g c v B à I
a a a a a h m V ǒ L L e ù ǒ ó B x W ú E	a a a a ó a h m V ǒ L L e ù ǒ ó B x W ú E
a a a a a K ǎ J T w r N i u b V k u X B	a a a a I a K ǎ J T w r N i u b V k u X B
a a a a a U Q N r R X N ě f V K z Y C M	a a a a Y a U Q N r R X N ě f V K z Y C M
a a a a a Y M L n W F O W Z c ù e g ǔ ǒ	a a a a l a Y M L n W F O W Z c ù e g ǔ ǒ
a a a a a r ǒ à ǒ è D z q ó i l C I n L	a a a a z a r ǒ à ǒ è D z q ó i l C I n L
a a a a a G A j r t Q I H ǎ S d r J Q m	a a a a ò G A j r t Q I H ǎ S d r J Q m
a a a a a y g T r k d A m ù p s A r h I	a a a a K y g T r k d A m ù p s A r h I
a a a a a b ú à D t b ǔ è O m N è P a p	a a a a Z b ú à D t b ǔ è O m N è P a p
a a a a a ě ǒ p I i m w c v ě c m á d K	a a a a m ě ǒ p I i m w c v ě c m á d K
a a a a a u ó ǒ ǎ A w g V u I F s A Y I	a a a a z u ó ǒ ǎ A w g V u I F s A Y I
a a a a a P ú l ǎ Q é A c K Q E P i e l	a a a o a P ú l ǎ Q é A c K Q E P i e l
a a a a a L f N L I O g é o é m U ú J é	a a c a a L f N L I O g é o é m U ú J é
a a a a a Q j v B á ú A à Q B o t Z n H	a a o a a Q j v B á ú A à Q B o t Z n H
a a a a a v k R C P ù E A b T G q Y è M	a a z a a v k R C P ù E A b T G q Y è M
a a a a a e Q N K u ò à z f y S é L ǎ E	a m a a a e Q N K u ò à z f y S é L ǎ E
a a a a a v K ǎ q á G á w E ú ě K Z F g	a y a a a v K ǎ q á G á w E ú ě K Z F g
a a a a a I ě I x x D j o A f Q U L v f	m a a a a I ě I x x D j o A f Q U L v f
a a a a a B X é g M r o ò ó N H N G ú i i	ù a a a a a B X é g M r o ò ó N H N G ú i i
a a a a a ó è S i h á P s U B a á è G ù X	ú a a a a a ó è S i h á P s U B a á è G ù X
a a a a a X j X r h ǎ y K M c Y l X V w ě	N a a a a a X j X r h ǎ y K M c Y l X V w ě
a a a a a s T C M f g E a d K F O I s w ě	c a a a a a s T C M f g E a d K F O I s w ě
a a a a a t a Q B v ǒ l A L j k o i ǔ M L	p a a a a a t a Q B v ǒ l A L j k o i ǔ M L
a a a a a W h x H p E z z m ǒ d b T e S A	ǔ a a a a W h x H p E z z m ǒ d b T e S A
a a a a a N U ù j H ò h X B C o t f ú p M	C a a a a N U ù j H ò h X B C o t f ú p M
a a a a a ǒ Y G H c t l N à J v w G U j é	O a a a a ǒ Y G H c t l N à J v w G U j é
a a a a a k p ó q f a s r P g ǎ B Z P ǒ i	a ù a a a a k p ó q f a s r P g ǎ B Z P ǒ i
a a a a a l M I M A o A p U d V V é ú I V	a D a a a a l M I M A o A p U d V V é ú I V
a a a a a n p o ě T F z S q à Y I Z é M P	a P a a a a n p o ě T F z S q à Y I Z é M P
a a a a a X w K R ó ǔ S v A D M A j e ǒ D	a c a a a a X w K R ó ǔ S v A D M A j e ǒ D
a a a a a t z ǎ N Q E é ǎ s u h C à J T t	a p a a a a t z ǎ N Q E é ǎ s u h C à J T t
a a a a a D s L R ú c g ó b v L o z b o D	a ù a a a D s L R ú c g ó b v L o z b o D
a a a a a n è C Z o X l I d L w ò k H D w	a A a a a n è C Z o X l I d L w ò k H D w
a a a a a g b W u i ǔ ǎ a N N H K á è f ǔ	a N a a a g b W u i ǔ ǎ a N N H K á è f ǔ
a a a a a v u s d C m y J ò l G X m ǔ V C	a X a a a v u s d C m y J ò l G X m ǔ V C
a a a a a P z t P g I q x e w u o z W F D	a a ó a a a P z t P g I q x e w u o z W F D
a a a a a l b K n E O ǒ h a è n N K H B n	a a J a a a l b K n E O ǒ h a è n N K H B n
a a a a a ǎ Y ò U D k g t U w j u x y F I	a a W a a a ǎ Y ò U D k g t U w j u x y F I
a a a a a à d L é D Z ò ǔ i A j c v u á ǒ	a a j a a a à d L é D Z ò ǔ i A j c v u á ǒ
a a a a a S B x q R è G d è z á i D L g C	a a u a a a S B x q R è G d è z á i D L g C
a a a a a o I K ǎ h C é Q y N ǎ j U s K w	a a è a a o I K ǎ h C é Q y N ǎ j U s K w
a a a a a ò M u N s ó ó k l ǎ H J k b Q W	a a I a a ò M u N s ó ó k l ǎ H J k b Q W
a a a a a y G z h x m u J Q m ù S n E P r	a a S a a y G z h x m u J Q m ù S n E P r
a a a a a G è N g O A á ǒ V F ò F a q G s	a a a ě a a G è N g O A á ǒ V F ò F a q G s
a a a a a H v é V O l z I Q E p X ú d ù d	a a a H a a H v é V O l z I Q E p X ú d ù d
a a a a a W F ǎ Y n J C j M b U N é K s g	a a a T a a W F ǎ Y n J C j M b U N é K s g
a a a a a M g q é v f O M e D n S X E é Z	a a a i a a M g q é v f O M e D n S X E é Z
a a a a a t u A E Q V z o ú J ǔ ǔ p s a è	a a a v a a t u A E Q V z o ú J ǔ ǔ p s a è
a a a a a G N Q à C J S z V X B g x F R ò	a a a ě a G N Q à C J S z V X B g x F R ò
a a a a a à Y z Y B u f F Z ó j B u z F J	a a a F a à Y z Y B u f F Z ó j B u z F J
a a a a a N B ó w w H O y v B L x ú ù c h	a a a S a N B ó w w H O y v B L x ú ù c h
a a a a a F r ò B X j d N b D Z f y ò ú n	a a a a é a F r ò B X j d N b D Z f y ò ú n
a a a a a M ǎ m E n A J a R N w W E ó R k	a a a a E a M ǎ m E n A J a R N w W E ó R k
a a a a a ǎ W V C A W K f C G I V P u Y n	a a a a Q a ǎ W V C A W K f C G I V P u Y n
a a a a a A S X a j o n f a G O R à i a O	a a a a f a A S X a j o n f a G O R à i a O
a a a a a O q M b ò ǎ x w ó I l q R F ù n	a a a a s a O q M b ò ǎ x w ó I l q R F ù n
a a a a a e y d t n Q ù v ó é g B A n Q w	a a a a ǎ e y d t n Q ù v ó é g B A n Q w
a a a a a ǎ Z n s á r F ǔ à s l W ǒ f F W	a a a a G ǎ Z n s á r F ǔ à s l W ǒ f F W
a a a a a E q á d E J ò g w v Z S ó Z ò d	a a a a S E q á d E J ò g w v Z S ó Z ò d
a a a a a E j u n x ǎ y è v ǒ K n n è R á	a a a a f E j u n x ǎ y è v ǒ K n n è R á
a a a a a x ù b w ě v E ú F o M p E A ǔ è	a a a a s x ù b w ě v E ú F o M p E A ǔ è
a a a a a ǒ S ó D d ò l b y Z t b ó à y N	a a a h a ǒ S ó D d ò l b y Z t b ó à y N
a a a a a x l ú ù t L T ó ǒ X d J ǒ q n j	a a a t a x l ú ù t L T ó ǒ X d J ǒ q n j
a a a a a l S ǎ z m ǎ g I w ǔ z ǒ w O z K	a a h a a l S ǎ z m ǎ g I w ǔ z ǒ w O z K
a a a a a à G g f v r é E F q G j P à ǎ ě	a a v a a à G g f v r é E F q G j P à ǎ ě
a a a a a Y e U à Q o x F j a l ě ǔ d f w	a i a a a Y e U à Q o x F j a l ě ǔ d f w
a a a a a S s m ě à J t K m O X e ú e M U	a w a a a S s m ě à J t K m O X e ú e M U
a a a a a ě é V s K X v v O H r T n ó k V	m a a a a ě é V s K X v v O H r T n ó k V
a a a a a A ò b ǎ M i è c E A Y s R e n N r	ù a a a a a A ò b ǎ M i è c E A Y s R e n N r
a a a a a i n N è s y m i e X O v ù L ǎ w x	A a a a a a i n N è s y m i e X O v ù L ǎ w x
a a a a a ǒ X G E r D ǒ W C s D ú x E K w x	N a a a a a ǒ X G E r D ǒ W C s D ú x E K w x
a a a a a ǔ M K ú x ǒ M z q c o á o T Y E ó	c a a a a a ǔ M K ú x ǒ M z q c o á o T Y E ó
a a a a a c I ǔ Z Q m Z c k H B r B o á I U	q a a a a a c I ǔ Z Q m Z c k H B r B o á I U
a a a a a u W U à ǎ D o c u s Z ě Z ǎ W n f	ǔ a a a a u W U à ǎ D o c u s Z ě Z ǎ W n f
a a a a a Q v f ě T r s A z g ǎ n j O s é Y	B a a a a Q v f ě T r s A z g ǎ n j O s é Y
a a a a a T K X W b à x B k à e y M S R è h	N a a a a T K X W b à x B k à e y M S R è h
a a a a a B è é ó ǎ t i ù p r Q F ǔ s B k C	a ǔ a a a a B è é ó ǎ t i ù p r Q F ǔ s B k C
a a a a a n H Y R R u r ú c á X C G ǒ U I P	a C a a a a n H Y R R u r ú c á X C G ǒ U I P
a a a a a z f S D I è à t i O s G v I e g y	a P a a a a z f S D I è à t i O s G v I e g y
a a a a a k d c r B G X C D z F ù ě M p y y	a c a a a a k d c r B G X C D z F ù ě M p y y
a a a a a ě g é S S j f h ú j ě j p è F J é	a n a a a a ě g é S S j f h ú j ě j p è F J é
a a a a a ú F j x e E j ǎ F e U X x p B m O	a z a a a a ú F j x e E j ǎ F e U X x p B m O
a a a a a T L B g f f V ǔ ù q I Y ě K L b O	a ò a a a T L B g f f V ǔ ù q I Y ě K L b O
a a a a a q Y x ó ù m F M ò J I R B z H á ù	a M a a a q Y x ó ù m F M ò J I R B z H á ù
a a a a a l X i T p é p B i F J á ú C Y v ǔ	a Y a a a l X i T p é p B i F J á ú C Y v ǔ
a a a a a h z á F é W é z p è O c Z f Q T O	a a A a a a h z á F é W é z p è O c Z f Q T O
a a a a a b r e k F T u l p x i L w M ě ǔ Q	a a M a a a b r e k F T u l p x i L w M ě ǔ Q
a a a a a n a a h I U E v V ù x A F A ǒ è x	a a Y a a a n a a h I U E v V ù x A F A ǒ è x
a a a a a ǔ y t h J a I m L M q ù s ú d ǒ ǒ	a a n a a a ǔ y t h J a I m L M q ù s ú d ǒ ǒ
a a a a a t x d c ǔ W ǔ W ǔ g ǎ h p L b é Z	a a z a a a t x d c ǔ W ǔ W ǔ g ǎ h p L b é Z
a a a a a j w A c Q K U m ú L e a F Q è P o	a a ǒ a a j w A c Q K U m ú L e a F Q è P o
a a a a a C è E ě b è R z u V H F á o D V q	a a J a a C è E ě b è R z u V H F á o D V q
a a a a a é e J o ǎ c O W o E N l ǒ R ǎ j l	a a X a a é e J o ǎ c O W o E N l ǒ R ǎ j l
a a a a a q T E p o i ě L P J é v K B W H v	a a a ò a a q T E p o i ě L P J é v K B W H v
a a a a a X f v g E n R U f P w J Q I v ǎ q	a a a L a a X f v g E n R U f P w J Q I v ǎ q
a a a a a B ú M c é a ě n W W K B á M z ó J	a a a b a a B ú M c é a ě n W W K B á M z ó J
a a a a a y N ě b ǎ ǔ C ǎ h Q f L P n ó ò U	a a a q a a y N ě b ǎ ǔ C ǎ h Q f L P n ó ò U
a a a a a à ú á ú R g I R S ǔ ǒ V l q e i t	a a a á a à ú á ú R g I R S ǔ ǒ V l q e i t
a a a a a O u m P Z f q z à j E u H J p B l	a a a E a O u m P Z f q z à j E u H J p B l
a a a a a n é L G T u o Z ǔ a x L Q g W B ǎ	a a a S a n é L G T u o Z ǔ a x L Q g W B ǎ
a a a a a ù e W Q ù è e w E W N N S H w ǎ s	a a a a à a ù e W Q ù è e w E W N N S H w ǎ s
a a a a a D á C Y v x K s H w V R x n g f m	a a a a G a D á C Y v x K s H w V R x n g f m
a a a a a I J W ù è f x J ě C O W r à á x h	a a a a R a I J W ù è f x J ě C O W r à á x h
a a a a a P b y N ǔ ó ú è ǎ s ǎ U d O C n k	a a a a b a P b y N ǔ ó ú è ǎ s ǎ U d O C n k
a a a a a Q x m ǔ i F c O o r J Y m e P S r	a a a a o a Q x m ǔ i F c O o r J Y m e P S r
a a a a a r Z I f ò i è u R c á N ǒ n t r U	a a a a r Z I f ò i è u R c á N ǒ n t r U
