grammatical	ungrammatical
ù á ú k e f ǒ x L Z E v v a b I e f E A	ù á ú k e f ǒ x L Z E v v a b I N f E A
ǔ c d T f F ǔ R l k j c d t K ú c d J e	ǔ c d T f F ǔ R l k j c M t K ú c d J e
à à L T v e f c W A ó E t q a b T e f ǎ	à à L T v e Y f c W A ó E t q a b T e f ǎ
ǎ W z a T a b m u ǎ i x ǔ e f s a b ù m	ǎ W z a T c b m u ǎ i x ǔ e f s a b ù m
é m e f c d P x U ò U X e f ǔ r é K k l	é m S f c d P x U ò U X e f ǔ r é K k l
ě J c d K v j ǔ T E e f ǎ f b a b N ě M	ě J c d K v j ǔ T E e A ǎ f b a b N ě M
ò é T X L O H i e f t e f ě a b b ǔ A u	ò é T X L O H i e f t e f ě a w b ǔ A u
ǒ a X D j é N s ó o o c d J p k c d a b	ǒ a X D j é N s ó o o ó d J p k c d a b
A ó a b è N W e f j F L w m M é P e f H	A ó a b è N W e f j F L w m M é P e H H
B d C I a b u u ò R M m c d E c d L y a	B d C I x b u u ò R M m c d E c d L y a
D D x S X a b è L T P k I ú c d ú e f l	D D x S X a b è L T P k I ú c x ú e f l
E e m è M ò k à h N e f e f X j s a b r	E e m è M ò k à h N e f e i f X j s a b r
G S è c d h w k P F R C e f e f L u J á	G S è c d h w k P F R C e f e ó L u J á
H k y c d G K w z Y e f v R ó R c d A r	H k y c d G K w z Y B f v R ó R c d A r
J X X ǎ f l c d c k S B e f m z Z H c d	J X X ǎ f l c d c k S B e f g m z Z H c d
L ó a e f ě ǔ Z e f X z B M y ǒ e f P t	L ó a e k f ě ǔ Z e f X z B M y ǒ e f P t
M c d c p k M u I a b S l e f à h D J ó	M c Q d c p k M u I a b S l e f à h D J ó
O c Q s b a A a b j c è a e f X d H a b	O c Q s b a A a b j c è a e f X d H a R b
P o r b a b e f s W q X C n e f X é y a	P o r b a b h f s W q X C n e f X é y a
R J c d Y G ǒ F y ò a b D à I e f M f e	R J c d Y g G ǒ F y ò a b D à I e f M f e
S u R H ǔ q C F c d a b ù E a b w U v é	S u R H ǔ q C F c d a b ù E ǔ b w U v é
U D X j x a b e f d é H ě K z V é c d w	U D X j x J b e f d é H ě K z V é c d w
V f e f c d c d r ú ú F o à L j ò P á k	V f e f c d L d r ú ú F o à L j ò P á k
X W V R x w e f W ò H Q ǎ J o A a b e f	X W V R x w e i f W ò H Q ǎ J o A a b e f
Y w s b z ú k a b c d Z R I w a b G k J	Y w s b z ú k a b c d Z R I w a d b G k J
a b á T é ǒ a b M N N W K M r á e f R X	a b á T é ǒ è b M N N W K M r á e f R X
a b J s à e f m K w b j ù T N e f K A X	a b J s à e f m K w b j ù T N e ǒ f K A X
a b e f c d U B w B k T t J O J Y f E S	a b e j c d U B w B k T t J O J Y f E S
