grammatical	ungrammatical
ù é I C v L E S à Z i i Y T u O ǒ c b t	a é I C v L E S à Z i i Y T u O ǒ c b t
ǔ Q L r ǎ c Z O c M j v b I x v i X ě N	ǔ Q L r ǎ c a O c M j v b I x v i X ě N
á i f J o ó X à ó ó Y g g L b h p i r P	á i f J o ó X à ó ó Y a g g L b h p i r P
ǎ é U A G B a P ò C h ǎ y ò P A ǒ p é x	ǎ é U A G B a P ò C h ǎ y ò P A ǒ b é x
é ǒ U T w Y d l Z F r p L L d à E f M b	é ǒ U T w Y d l Z F a p L L d à E f M b
è W F N F L C b ò b k q l I P V b R Q r	è W F N F L C b ò b k q a l I P V b R Q r
ě d x v ǔ q v a M é m l ó o s R ě Z ù v	ě d x v ǔ q v a M é m l ó b s R ě Z ù v
ó x à ó e Z ǔ ǔ ú O i t V V O b g k n B	ó x à ó e Z ǔ ǔ ú a O i t V V O b g k n B
ǒ Y N X r g ě ǎ é x F f d g B R b L G P	ǒ Y N X r g ě ǎ é x F f d a B R b L G P
ú b f I ó F R I n f k Z e ú U E q k Z u	ú a b f I ó F R I n f k Z e ú U E q k Z u
B à t j M ǔ v C b f k G P j L ó M r c Z	a à t j M ǔ v C b f k G P j L ó M r c Z
C P O g m l a T C P ǎ p u c é m m L ú w	C P O g m l a T C P ǎ p u b c é m m L ú w
D h e b Q s è x p q a g I k m Z ǔ a v d	D h e b Q s è x p q a g I k m Z ǔ a b d
F ě q à n ǎ à H s X ó c Q k p X g b á H	F ě q à n ǎ à a s X ó c Q k p X g b á H
G M p a é X a m c j Q d f L R e U h U z	G M p a é X a m c j Q d f L R e U b U z
H Z M s J a F p r ě K I H z Q v S X p D	H Z M s J a F b r ě K I H z Q v S X p D
I f i V j N B i n g g Z N c U r è ú b f	I a i V j N B i n g g Z N c U r è ú b f
K C A y D x U s O ǒ b F q H R I ǎ V ǔ a	K C A y D x a s O ǒ b F q H R I ǎ V ǔ a
L a g ò I O T N á U N j F f h B r è ě X	L a g ò I O T N á U N j b F f h B r è ě X
M l w C t e F J F ǒ D m a N r d m S é p	M l w C t e F J F ǒ D m a N r d m b S é p
N y ě A a h B ú Y C à Z U y x ó A à w D	N y ě A a h B ú Y C à Z U y x ó A à b D
P M S u d A k t S u B r p ǔ a P n ǔ K n	P M S u d A k t S u B r p ǔ a P b n ǔ K n
Q a B k B C f f ǒ r i f ó ó w r E v à á	Q a B k B C f f ǒ r b f ó ó w r E v à á
R u b á U ě J e r p Y R G Z M b I M W W	R u b á U ě J e r p Y R G Z a b I M W W
T ú ǔ ú ò t d t Z a ǒ Q N f p A i o l P	T ú ǔ ú ò t d t Z a ǒ Q N f p A i o l b P
U Y p e m S K s q B M b C ù q j z ò T x	U Y p e a S K s q B M b C ù q j z ò T x
V l ǎ C V r T G b c g X N a D D V V A D	a l ǎ C V r T G b c g X N a D D V V A D
X à F a l p h D ó g U s l g ò K P n P d	X à F a l p h D ó g U s l g ò K P b n P d
Y R Y B è a L t ó n á Z y ǎ L d á N d J	Y R Y B è a L t ó n á Z y ǎ L b á N d J
a ǔ P c G ù r s ǔ G H ò P I é G H é r L	a ǔ P c G ù r s ǔ G H ò P I é b G H é r L
a O q s y P Y l x n ě ó M R i ǒ ú k S L	a O q s y P Y l x n ě ó M R i ǒ ú k S b
a o è ù H p è d f l x w U l B R M ǎ o z	a o è ù H p è d f l x w U b l B R M ǎ o z
b n p F R w ě ù V x m X J A d c m M r ó	a b n p F R w ě ù V x m X J A d c m M r ó
d A u ó ù g k I H ǒ m f ù l s b A x N J	d A u ó ù g a k I H ǒ m f ù l s b A x N J
e a a ǎ z K ǎ a u r G ǎ d ù q a J S w v	e a a ǎ z K ǎ a b r G ǎ d ù q a J S w v
f x r é à U q è y i H s b ǔ o G b C U o	f x r é a à U q è y i H s b ǔ o G b C U o
h G V k A a Z X m E e I ù y ǎ N S ǎ E E	h G V k A a b Z X m E e I ù y ǎ N S ǎ E E
i n o Z ǒ y ù m B X ú o H j y V z a X ó	i n o Z ǒ y ù m B X ú o H j y V z a b X ó
k E J S F r x Y ǔ l D K L B y G j ě V b	k E J S F a r x Y ǔ l D K L B y G j ě V b
l U ǔ ò E J H n ò a u L s O z o u é R é	l U ǔ ò E J H n ò a u L s b z o u é R é
m w L a K u p u S ù D y Q T q R Q m O q	m w L a K u b p u S ù D y Q T q R Q m O q
o G N V C S ǒ j l X a g I h i ò ú C C z	o G N V C S ǒ j l X a g I h i ò ú C b z
p X ú w ǎ d F C u Q V n G a n z I H Q Q	p X ú w ǎ d F C u Q V n G a n z b I H Q Q
q j q y V ù x t J I c f b u o U G o ó C	q j q y V ù x a J I c f b u o U G o ó C
s ú N P w v é A y P T a n à n W m ù ó O	s ú N P w v é A y P T a n à n W m ù ó b O
t S H w F c h M b I j m M y á ú ó M i s	a S H w F c h M b I j m M y á ú ó M i s
u y Z x ǒ R Y s q k B à a F G x E j n k	u y Z x ǒ R Y s q k B à a F G x b E j n k
w J u k J W i n G i a E n w u e e V s z	w J u k J W i n G i a b n w u e e V s z
x a j P j á S C L t ó à P m f é x Q R x	x a j P j á S b L t ó à P m f é x Q R x
y k X a M s ú P V e S é A m é P d d m w	y k X a M s ú P V e S é A m é P b d d m w
ù ǔ ǒ a C h d ò f ò d ó B à I k A f S a o	ù ǔ ǒ a C h d ò b ò d ó B à I k A f S a o
ǔ N z ú p H K m è r k B l ú w l U L ò a ǔ	ǔ N z ú p H K m è r k B l ú w l U L ò a b ǔ
á k B B o x m w W Q ǎ a V A B g d D V H ǒ	á k B B o x m w W Q ǎ a b A B g d D V H ǒ
ǎ ú Z a K B Z U ú t E I w à q X x a O F ú	ǎ ú Z a K B Z U ú t E I w à b X x a O F ú
é O á ù j e v o X l v K P a è C r h y ǒ è	é O á ù j e v o X l v K P a è C r h b ǒ è
è i t ú m Z U Q ǒ d O ǎ v v A x H D b M P	è i t ú m Z U Q ǒ d O ǎ a v v A x H D b M P
ó è i F w s m a W i z Z á s ě s P é W P g	ó è i F w s m a W i z Z á s ě s P b é W P g
ò ú W à V h u A n B n w R ò n G W E a ǎ V	ò ú W à V h u A n B n w R ò n G W E a b V
ǒ I E Z X c a T P k o E J u s l è o C á c	ǒ I E Z X c a T P k o E J u s l è b o C á c
ú Q R ó N M R n s O j ù Q s v A o V I C a	ú Q R ó N M R n s O j ù Q s v A o V I C a b
A r Z ú l k O Q ě s h e J j c m O b V R k	A r Z a ú l k O Q ě s h e J j c m O b V R k
C ó g ó a J a à U ó R W X H é d B U H H ě	C ó g ó a b J a à U ó R W X H é d B U H H ě
D Q H s a q M f D g d ó x P q R á Q y D f	D Q H s a q M f D g d b x P q R á Q y D f
E g D N à q ǔ v t q à u ǔ i m J ě d b ǎ l	E g D N à q ǔ v a q à u ǔ i m J ě d b ǎ l
G H U s k I D i o z C ó d T l b N G ǒ E N	G H U s k I D i o z C a ó d T l b N G ǒ E N
H f à g a X j N Y C Y P ó G S E ú v f m I	H f à g a X j b Y C Y P ó G S E ú v f m I
I w ǎ é ò O ě Z t o k é ó J G b Z E ǔ k T	I w ǎ é ò O a ě Z t o k é ó J G b Z E ǔ k T
K C W X l a C U y x ǔ H L P t K U w c G n	K C W X l a C U y x ǔ H L P t K U w c b n
L I y e Z Z Y E R h j l g ó I j b ǎ ú i S	L I y a e Z Z Y E R h j l g ó I j b ǎ ú i S
M b M a q p ǔ v J Z J p D W Z é q t è ǔ q	M b M a q p ǔ v J Z J p D W Z é q t è b q
O ǒ ù o X N f P X D à U a p ú y a Q J ě à	O ǒ ù o X N f P X D à U a p ú y a Q b ě à
P T x w ǒ D o x t f c t v c m A Q y T w b	P T x w ǒ D o a x t f c t v c m A Q y T w b
Q b L W z R ó h C q P ǎ d m k q o Q K V B	a Q b L W z R ó h C q P ǎ d m k q o Q K V B
R r c x m u b i á E I f g U G ǎ L ú A P O	R r c x m u a b i á E I f g U G ǎ L ú A P O
T L ù F Z h à t z b L M i ǒ J ǔ U H Q ǒ E	T L a F Z h à t z b L M i ǒ J ǔ U H Q ǒ E
U X Q l m á b i ù C N d j w ó A h b L W ó	U X Q a l m á b i ù C N d j w ó A h b L W ó
W ú A ú L G K m ǔ N o n a ǒ O y t p T h F	W ú A ú L G K m ǔ N o n a ǒ O y t b T h F
X J M ě i T x c d D o Q L r L b c ǎ n A J	X J M ě i T x c d D o Q a L r L b c ǎ n A J
Y j S n U á l ù U f m é a ú ú o g ǒ P n h	Y j S n U á l ù U f m é a b ú o g ǒ P n h
Z u z q Y q O G á r ǎ b ǎ è i d X n m I j	Z u z q Y q O a á r ǎ b ǎ è i d X n m I j
a M ù A P ú ǎ ǎ x ò ǒ ǎ V ù K K X x e h W	a M b A P ú ǎ ǎ x ò ǒ ǎ V ù K K X x e h W
a p D n m g ù ú U N i y ǔ ě ǒ ě z O ě s v	a p D n m b g ù ú U N i y ǔ ě ǒ ě z O ě s v
b g h r b è M ú H g è C L m L w è R x V ǒ	a g h r b è M ú H g è C L m L w è R x V ǒ
d á m f N B a C y k E n x l S W u D s e j	d á m f N B a C y k E n x l S W u b D s e j
e T é N ě ě ù J K a P ǎ w ǔ L w o A ě d c	e T é N ě ě ù J K a P ǎ w ǔ L w o b A ě d c
f q ǎ Z n L ǔ N é X F Y p P J v b h f X Y	f q ǎ a n L ǔ N é X F Y p P J v b h f X Y
h M I á n q r H é g à W ǒ è v I T Z b è ò	h M I a n q r H é g à W ǒ è v I T Z b è ò
i b ě Z ě H ó H Z ǎ A z x n a I ò d p m Q	i b ě Z ě H ó H Z ǎ A z x n a b I ò d p m Q
j q h J e g H b R a a ǎ T Y ǒ k v Q y o á	j q h J e a g H b R a a ǎ T Y ǒ k v Q y o á
l ó é n S A q H g W r C P ě h c X t H b o	l ó é n S A q H g W a C P ě h c X t H b o
m X j A z L ǔ p y ě s ǒ G H b r P j S s q	m X j A z L ǔ p y ě s a ǒ G H b r P j S s q
n w s á ě F H t i s F k S à A W u M b á M	a w s á ě F H t i s F k S à A W u M b á M
p R O v r L s è a X m à X i M S B N J C ǎ	p R O v r L s è a X m à X i M S B N J C b ǎ
q o r s o l n a z T m r U ó á N x à R á s	q o r s o l n a z T m r U ó b á N x à R á s
s ǒ A t è a w c k ò T u A q y m j v o L x	s ǒ A t è a b c k ò T u A q y m j v o L x
t h ú C I à H ú B a à j H Q ù ě é W m è T	t h ú C I à H ú B a à j H Q ù ě b é W m è T
v á I a d ú j E ǎ u t R H y l R G o W R u	v á I a d ú j E ǎ u t R H y l R G o b R u
w ú a l N ǔ v V ò P f c O á w H z ù l E f	w ú a l N b v V ò P f c O á w H z ù l E f
x a K v ó D é ù Y g j M L S F á ǎ i C Q m	x a b v ó D é ù Y g j M L S F á ǎ i C Q m
y g n ě á f N ú b M h f W W n Q n ù L e ú	y g n ě á f N a ú b M h f W W n Q n ù L e ú
ù ù ǔ Q m Q A X J a U ě G é W á Q v O E ó J	ù ù ǔ Q m Q A X J a U b ě G é W á Q v O E ó J
ǔ N a ò E Y r W R p x X r E Y C a h U K I f	ǔ N a ò E Y r W b R p x X r E Y C a h U K I f
à é a N S c X P x E x t f o è W c E ǒ t m é	à é a N b c X P x E x t f o è W c E ǒ t m é
ǎ a K E N w C L N d ú á i á ù n i a m U y à	ǎ a K E N w C L N d ú á b i á ù n i a m U y à
é n J ǔ v t s F ě ù f b K j N á l k N ú ǒ h	é a n J ǔ v t s F ě ù f b K j N á l k N ú ǒ h
ě C O f M Q ǎ P f R A b W ù N B W g k à W X	ě C O f M Q ǎ a P f R A b W ù N B W g k à W X
ó b t x ě a ǎ i Y f G è S ù H P v Y D o n X	ó b t x ě a ǎ i b f G è S ù H P v Y D o n X
ǒ ù e I J A ù ǔ é m U u p Q M i ú a e A Z g	ǒ ù e I J A ù ǔ é m U u p Q M i ú a e A Z b g
ú H K o L a D f P ǒ K j é è ě H ó u C ǎ e D	ú H K o L a D f P ǒ K j é è ě H ó u b ǎ e D
A Z W s g g t Q a Y c Q à l d ó O y f J Q y	A Z W s g g t Q a Y c Q à l d ó O b f J Q y
B u P L t a ú B M F K H x n f o p C y B c J	B u P L t a ú B M F K H x n f o p C b B c J
D V W L t K E n é c I u V p S x b l q u i Q	D V W L t K E n a é c I u V p S x b l q u i Q
E l X H x u T J D k Z é s m b è é j Y e ǎ z	E l X H x u a T J D k Z é s m b è é j Y e ǎ z
F v ú Z u k ú l d Z Z v J á k P o b F y D o	F v ú Z u k ú l a Z Z v J á k P o b F y D o
H T k g à ǒ a y m R q ò m K W z x é T U d J	H T k g à ǒ a y m R q ò m K W z x é T b U d J
I a a G i g C M L é y Y ú E y S ě ě B a x z	I a a G i g C M L é y Y ú E y S ě ě b a x z
J q é h c y N B ǒ ò z k X k à a é W M o P H	J q é h c y N B ǒ ò z k X k à a é b M o P H
L A a K f y è R w c a h ù z ò U N Q y s E X	L A a K f y b R w c a h ù z ò U N Q y s E X
M N à E v ǎ C M l D I a ó w Z H Z X K g x a	M N à E v ǎ C M l D I a ó w b Z H Z X K g x a
N W f M P Z h Z ǒ è H z O r b M x K à ò W S	N W f M P a h Z ǒ è H z O r b M x K à ò W S
O k f z è k J ù a a i y g h a K à s ò g C g	O k f z è k J ù a a i y g h a K à s ò g C b g
Q F ǎ a Z r t u ǔ D Y V q j ó P E é L o E l	Q F ǎ a Z r t u ǔ D Y V q j b P E é L o E l
R P p L L U X u b z n B V S ú z R a W N D d	R P p L L U X u a b z n B V S ú z R a W N D d
S n ǒ b O á s C i B o b p t ǎ E J t H u q ó	S n ǒ b O á s C i B o a b p t ǎ E J t H u q ó
U F J s g b u W Q d F S k ě D A i P j W b u	U F J s g a b u W Q d F S k ě D A i P j W b u
V e K u ě F B X m R C M I n u R W b o k d ǔ	a e K u ě F B X m R C M I n u R W b o k d ǔ
W v X b ù a C y M ò R H ò y ó R à c Y L P Y	W v X b ù a C y M ò b R H ò y ó R à c Y L P Y
Y ě E C M J U R b n ǎ S w M d b v T c c g A	Y ě E C M J U R b n ǎ S a w M d b v T c c g A
Z G o Z S ú I r K u ě I e w ǒ x t N b ě D A	Z G o Z S ú I r K u ě I e w ǒ a t N b ě D A
a D e x ě X o p N k B v T X ǔ ò S n U é H m	a D e x ě X o p N k B v T b ǔ ò S n U é H m
a i s N f B á è H F U B t I d K x ǎ y ǒ t s	a i s b N f B á è H F U B t I d K x ǎ y ǒ t s
b X s S u Q D y B L ù P p j C b r v R E Y P	b X s S u Q D y B L a P p j C b r v R E Y P
c k n N V g c C W M ó a U G O H S ù f H S ǔ	c k n N V g c C W M ó a U b O H S ù f H S ǔ
e á A ǔ z e L b D Z x M r a q ǒ x m V g o K	e á A ǔ z a e L b D Z x M r a q ǒ x m V g o K
f X x ù v u y g C a J ǒ ǒ Q è ó l x f E ǎ x	f X x ù v u y g C a J ǒ ǒ Q è ó l x b E ǎ x
g d Q p s j ò c i A r V b I i é n o d f ò J	g d Q p s j ò a c i A r V b I i é n o d f ò J
h u ò q u D s b d p f J h ǒ I f j k e ò b ó	h u ò q u D s b d p a J h ǒ I f j k e ò b ó
j O A M B C P p H W X ú z I Z b P N k Z ú H	a O A M B C P p H W X ú z I Z b P N k Z ú H
k a C N r u F l à x x W i t Y ú X F q G e M	k a C N r u F l à x x W i t Y ú b F q G e M
l b K a t T x g D u Z C f Y y H D e o A S u	l b K a t T x g D u Z b C f Y y H D e o A S u
n á C a è è U V ù m ú á J J r W ò é J C ǎ V	n á C a è è U V ù m ú á b J J r W ò é J C ǎ V
o X ǔ D t k Q b t e o q d g g ò J b z h v Z	o X a ǔ D t k Q b t e o q d g g ò J b z h v Z
p v h c z X J t J B B q t p j ó U L d Q u b	p v h c z X J t J B B q t p j ó U a L d Q u b
r A a E é d ě k t ó a B ù x H F ò x L á K ò	r A a E é d ě k b ó a B ù x H F ò x L á K ò
s T I é T ó Q a P t Y I N E e Z ǔ P L d s s	s T I é T ó Q a P t Y I N b e Z ǔ P L d s s
t i V l s r b x ù h O c á F b v M f ú è v d	t i V l s r b x ù h O c á a F b v M f ú è v d
u w n W ò t è ú D Q c ǒ c ò a ǒ P v V T s e	u w n W ò t è ú D Q c ǒ c ò a ǒ P v b V T s e
v y c G i H A Q z ò P D ú v Y n M Q o ú N b	a v y c G i H A Q z ò P D ú v Y n M Q o ú N b
x O b K f a S f D X o U H N U W à q p A i ò	x O b K f a S f D X o U b N U W à q p A i ò
y a x I F A á k ǔ s è Y j B Q s s y O Q X u	y a x I F A á k ǔ s è b Y j B Q s s y O Q X u
ù ù k ǔ y Y M V J J L n b P J h R M t s b t Y	a ù ù k ǔ y Y M V J J L n b P J h R M t s b t Y
