step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.174706,-54.1611442565918,-55.028953552246094,sp2,32,0.001,40.93714904785156
10,0,40.86219,-53.53606414794922,-54.40342712402344,sp2,32,0.001,40.53914260864258
20,1,40.58533,-52.97365188598633,-53.84151077270508,sp2,32,0.001,40.06315231323242
30,1,40.3472,-52.47176742553711,-53.3431510925293,sp2,32,0.001,39.226356506347656
40,2,40.141663,-52.02615737915039,-52.902984619140625,sp2,32,0.001,38.762454986572266
50,3,39.965492,-51.62656784057617,-52.510826110839844,sp2,32,0.001,40.85833740234375
60,3,39.81287,-51.27361297607422,-52.16632843017578,sp2,32,0.001,39.43422317504883
70,4,39.679363,-50.959285736083984,-51.86133575439453,sp2,32,0.001,38.936134338378906
80,5,39.56246,-50.6792106628418,-51.5905876159668,sp2,32,0.001,38.591400146484375
90,5,39.458652,-50.427364349365234,-51.34845733642578,sp2,32,0.001,38.82347869873047
100,6,39.369465,-50.19693374633789,-51.12871170043945,sp2,32,0.001,39.42145538330078
110,6,39.287323,-49.988609313964844,-50.930931091308594,sp2,32,0.001,36.97262191772461
120,7,39.20842,-49.80582046508789,-50.75740051269531,sp2,32,0.001,39.2670783996582
130,8,39.135136,-49.638397216796875,-50.59893035888672,sp2,32,0.001,39.81251525878906
140,8,39.064198,-49.486019134521484,-50.4547004699707,sp2,32,0.001,38.31071472167969
150,9,39.009968,-49.339115142822266,-50.31820297241211,sp2,32,0.001,37.685333251953125
160,10,38.95768,-49.20515823364258,-50.19392395019531,sp2,32,0.001,37.30983352661133
170,10,38.905453,-49.084285736083984,-50.081485748291016,sp2,32,0.001,38.7230224609375
175,10,38.88042,-49.02692794799805,-50.0283088684082,sp2,32,0.001,38.072357177734375
