step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.05004,-53.92216110229492,-54.55242156982422,sl2,16,0.001,40.83290100097656
10,0,40.974995,-53.8095703125,-54.44572830200195,sl2,16,0.001,40.84501266479492
20,0,40.902653,-53.7004508972168,-54.34298324584961,sl2,16,0.001,42.06700897216797
30,0,40.831978,-53.59347152709961,-54.24235534667969,sl2,16,0.001,42.98625564575195
40,1,40.76354,-53.4898796081543,-54.14546203613281,sl2,16,0.001,41.799808502197266
50,1,40.697132,-53.38886260986328,-54.05085754394531,sl2,16,0.001,40.0489501953125
60,1,40.631824,-53.289241790771484,-53.95781326293945,sl2,16,0.001,39.848941802978516
70,2,40.569084,-53.19297790527344,-53.868019104003906,sl2,16,0.001,38.280540466308594
80,2,40.507713,-53.098995208740234,-53.77998733520508,sl2,16,0.001,41.77054977416992
90,2,40.446865,-53.005733489990234,-53.6933479309082,sl2,16,0.001,39.65544509887695
100,3,40.387104,-52.913604736328125,-53.60825729370117,sl2,16,0.001,39.54475402832031
110,3,40.32915,-52.82421875,-53.525081634521484,sl2,16,0.001,39.9569206237793
120,3,40.272957,-52.73713684082031,-53.44475555419922,sl2,16,0.001,39.61761474609375
130,4,40.217308,-52.65089416503906,-53.36518859863281,sl2,16,0.001,39.02363586425781
140,4,40.163406,-52.56694793701172,-53.28762435913086,sl2,16,0.001,40.970584869384766
150,4,40.11051,-52.48428726196289,-53.2110595703125,sl2,16,0.001,40.8453369140625
160,5,40.059017,-52.40388107299805,-53.13729476928711,sl2,16,0.001,39.27384948730469
170,5,40.00898,-52.325435638427734,-53.06531524658203,sl2,16,0.001,39.0681266784668
180,5,39.959812,-52.24790573120117,-52.994415283203125,sl2,16,0.001,38.354183197021484
190,5,39.91174,-52.172157287597656,-52.92453384399414,sl2,16,0.001,39.61604690551758
200,6,39.8645,-52.09793472290039,-52.85613250732422,sl2,16,0.001,41.29761505126953
210,6,39.817944,-52.024681091308594,-52.78916549682617,sl2,16,0.001,39.544857025146484
220,6,39.773064,-51.95315933227539,-52.72364807128906,sl2,16,0.001,39.31598663330078
230,7,39.730087,-51.88400650024414,-52.660301208496094,sl2,16,0.001,39.86729431152344
240,7,39.68792,-51.816158294677734,-52.597503662109375,sl2,16,0.001,41.79267883300781
250,7,39.646065,-51.7487678527832,-52.53633499145508,sl2,16,0.001,39.49464797973633
260,8,39.605137,-51.68301010131836,-52.47722625732422,sl2,16,0.001,40.92167663574219
270,8,39.56548,-51.61899185180664,-52.419532775878906,sl2,16,0.001,40.912086486816406
280,8,39.52669,-51.5555305480957,-52.36225128173828,sl2,16,0.001,39.6067008972168
290,9,39.488377,-51.493255615234375,-52.305633544921875,sl2,16,0.001,39.6553840637207
300,9,39.450718,-51.431766510009766,-52.25032043457031,sl2,16,0.001,39.25054168701172
310,9,39.413757,-51.371498107910156,-52.196250915527344,sl2,16,0.001,39.77721405029297
320,10,39.37831,-51.31336212158203,-52.14380645751953,sl2,16,0.001,37.404296875
330,10,39.343815,-51.2567253112793,-52.09208297729492,sl2,16,0.001,41.19353485107422
340,10,39.30983,-51.20083999633789,-52.04100036621094,sl2,16,0.001,39.69035339355469
350,10,39.27661,-51.14573669433594,-51.99143600463867,sl2,16,0.001,38.806678771972656
351,10,39.273373,-51.140296936035156,-51.98659896850586,sl2,16,0.001,33.33841323852539
