grammatical	ungrammatical
ù á T z n k C a y k T a à a a z è g i a	ù á T z n k C a y k T a à a a z è g i O
ǔ a a ǔ E V w C Q W V A Q H a B h T a a	ǔ a a ǔ E V w C Q W V A Q H a B h T a X
à J ǎ a h ó a z t ǎ r J i F a ǒ a l a U	à J ǎ a h ó a z t ǎ r J i F a ǒ e a l a U
ǎ v L m L I ú p a C L a H a Q a x a z á	f ǎ v L m L I ú p a C L a H a Q a x a z á
è a ó E a u á w j Y a C U à a è U q a ù	è a ó E a u á d w j Y a C U à a è U q a ù
ě n P N l Z a P D r R C a u a è a a ǎ h	ě n P N l Z a P D r R C r u a è a a ǎ h
ò a a q Z ǔ D a F ǔ ǒ a á a v I S b x ó	ò a a q Z ǔ D o F ǔ ǒ a á a v I S b x ó
ú S a r è v ǔ a X L p H x w a a W a ó é	ú S a r è v ǔ T X L p H x w a a W a ó é
B ò i a H I a x M è Q y a a é t a e U i	B ò i a H I a x M è Q y ò a é t a e U i
C a T Y z B ú o a O x a ǎ a i F ě L ě a	C a T Y z B ú o a O x a ǎ a i F ě L ě E
E L M a k L R u a y J T a a ó E x M a ù	E L M a k L R u a y J T a h ó E x M a ù
G ó a u Z á a a H y U w V a g Z a g U W	G ó a u Z á a a H y U w V a g Z y g U W
H r a U a a N à a a K H V h ú Q Q k c ǎ	H r a U a a e N à a a K H V h ú Q Q k c ǎ
J T ò C J a i F á a Z F a T ǎ X a ù v a	J T ò C J a i F á a Z F a T ǎ X a ù v Z
K k G J O j F a j J X S a O a R a ǒ a E	K k G J O j F a j J X S a O a R v ǒ a E
M L ě a a W C H R K a a a l N b a j z y	M L ě a a W C H R K a a U l N b a j z y
O C H Z à a P ǒ G a r a ó é à a è a V Q	O C H Z à a P ǒ G ǒ r a ó é à a è a V Q
P a h q ó u à N k ù Z L a ě F è a a t a	P a h f ó u à N k ù Z L a ě F è a a t a
R E a x D ù a i N ǒ è K a a n g a r i L	R E b a x D ù a i N ǒ è K a a n g a r i L
S a ó ò ǔ K é a a a ú M ǒ R B è m P R a	S a ó ò ǔ K é a a a ú M ǒ R B è m P b R a
U D r W Z a M o a o a ú a x G Y u a y y	U D r W Z a M o a o a ú a x G Y u ǎ y y
V a ó p é a V ǔ V ú G J v K J a a X a d	V a ó p é T V ǔ V ú G J v K J a a X a d
X ě V G t a T a a Q T W a ò K C i n a à	X ě V G t a T a a Q T W a ò K C i f n a à
Y a E a v v a g a q P R K X E W ě a K ě	Y a E a v v a g X q P R K X E W ě a K ě
a ù á a a w L é r a C w u X Z L è k é a	a ù á a a w L é r a C w u X Z L è k é g
a é á ò a ǔ p a a T G g ù R W C è l Y a	a é á ò a ǔ e p a a T G g ù R W C è l Y a
a ú L B Q Q a v Y a H á Z D ǔ ǎ W ǎ a a	a ú L B Q Q a v Y a H c á Z D ǔ ǎ W ǎ a a
a G ó E g s v a U a w ǎ a g J E y ó v a	a G ó E g s v a U a w ǎ a g J E y ó e a
a M Q P a C H a G ó E t a A ú a à ú à t	a M Q P a C H a G ó E t V A ú a à ú à t
a R a S a ó r i W F G è a a E H G O r s	a R a S a ó r i W F G è a R E H G O r s
a X S u a x Q è a à ú ǒ o t ú M l z a a	a X S u a x Q è a à ú ǒ o t ú M l z a ǎ
a a B a B H w R a Q u s x ǎ J p j D Z a	a F B a B H w R a Q u s x ǎ J p j D Z a
a a a ě a B V u n W a ě h c A L u b é é	K a a ě a B V u n W a ě h c A L u b é é
a a r N a E A t C i y V a o h a q á W ù	a a e N a E A t C i y V a o h a q á W ù
a j a a Z y a U H A B E Y Y é O è ù a F	a j a a Z y L U H A B E Y Y é O è ù a F
a o a w i v è a a Q ǎ I ǔ X a B ú L i C	b a o a w i v è a a Q ǎ I ǔ X a B ú L i C
a v ě i Z Q a ǒ a a q S X l A v a I h X	a v ě i Z Q a ǒ a I q S X l A v a I h X
g H I T ò w I a y a J ǎ D a a V N o a x	g H I T ò w I a y a J ǎ D a a V N o D x
i B z N o a a a y a t ó k P a s K w N O	i d z N o a a a y a t ó k P a s K w N O
