step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.03402,-53.911685943603516,-53.88008499145508,sl2,16,0.01,41.04654312133789
10,0,40.25645,-52.60239028930664,-53.22550964355469,sl2,16,0.01,41.05101013183594
20,0,39.603264,-51.47682571411133,-52.72750473022461,sl2,16,0.01,37.569515228271484
30,0,39.086746,-50.54010009765625,-52.39889144897461,sl2,16,0.01,39.15573501586914
40,1,38.69052,-49.781883239746094,-52.187416076660156,sl2,16,0.01,37.48581314086914
50,1,38.398632,-49.18653106689453,-52.071449279785156,sl2,16,0.01,37.03160095214844
60,1,38.189117,-48.72700500488281,-52.00901412963867,sl2,16,0.01,33.60493469238281
70,2,38.04134,-48.37413024902344,-52.004608154296875,sl2,16,0.01,36.891021728515625
80,2,37.928467,-48.084129333496094,-51.9967041015625,sl2,16,0.01,36.91600036621094
90,2,37.846855,-47.85207748413086,-52.015968322753906,sl2,16,0.01,37.10569763183594
100,3,37.783855,-47.66141891479492,-52.03273391723633,sl2,16,0.01,35.23874282836914
110,3,37.73202,-47.49994659423828,-52.037513732910156,sl2,16,0.01,34.57229995727539
120,3,37.698177,-47.366695404052734,-52.06743621826172,sl2,16,0.01,35.55755615234375
130,4,37.66708,-47.246551513671875,-52.08332824707031,sl2,16,0.01,35.42640686035156
140,4,37.650665,-47.151790618896484,-52.1157112121582,sl2,16,0.01,33.819244384765625
150,4,37.637573,-47.06668472290039,-52.13614273071289,sl2,16,0.01,34.06895065307617
160,5,37.624313,-46.991146087646484,-52.15117263793945,sl2,16,0.01,36.450775146484375
170,5,37.60691,-46.91720962524414,-52.140743255615234,sl2,16,0.01,34.59243392944336
180,5,37.601532,-46.862213134765625,-52.149635314941406,sl2,16,0.01,35.857669830322266
190,5,37.59935,-46.80738830566406,-52.172386169433594,sl2,16,0.01,34.69100570678711
200,6,37.59522,-46.763763427734375,-52.2011604309082,sl2,16,0.01,33.30413818359375
210,6,37.59619,-46.723907470703125,-52.21520233154297,sl2,16,0.01,33.64886474609375
220,6,37.614338,-46.69719696044922,-52.269351959228516,sl2,16,0.01,34.72694778442383
230,7,37.632484,-46.67433166503906,-52.33143997192383,sl2,16,0.01,35.99807357788086
240,7,37.63936,-46.64787292480469,-52.35297393798828,sl2,16,0.01,34.29105758666992
250,7,37.654617,-46.63007354736328,-52.39670181274414,sl2,16,0.01,34.44186019897461
260,8,37.667084,-46.60649871826172,-52.43307113647461,sl2,16,0.01,35.837398529052734
270,8,37.67146,-46.58525085449219,-52.447898864746094,sl2,16,0.01,34.67462921142578
280,8,37.677658,-46.56178283691406,-52.452728271484375,sl2,16,0.01,35.842525482177734
290,9,37.699223,-46.55172348022461,-52.51205062866211,sl2,16,0.01,35.3184814453125
300,9,37.716404,-46.543270111083984,-52.571990966796875,sl2,16,0.01,35.4266357421875
310,9,37.719563,-46.5263786315918,-52.578125,sl2,16,0.01,32.72085189819336
320,10,37.7331,-46.513771057128906,-52.59917449951172,sl2,16,0.01,35.39593505859375
330,10,37.74768,-46.5067253112793,-52.616458892822266,sl2,16,0.01,33.721435546875
340,10,37.764675,-46.499046325683594,-52.654991149902344,sl2,16,0.01,34.94329833984375
350,10,37.775253,-46.48887252807617,-52.692996978759766,sl2,16,0.01,35.83440399169922
351,10,37.775963,-46.48805236816406,-52.69548416137695,sl2,16,0.01,31.713531494140625
