grammatical	ungrammatical
ù á i J y h ò v O R q b ù e f v b b r a	ù á i J y h ò v O R q b ù e f a b b r a
ǔ a ó n S t ù h h a c q b Q I a K é B b	ǔ a ó n S t ù h h a b c q b Q I a K é B b
á a u b O à a H G á r M D à b é e c v S	á a u b O à a H G á r M D à b a é e c v S
ǎ B r V N V g n K v o b Z J N ǔ b a O u	ǎ B r V N V g n K v o a b Z J N ǔ b a O u
é a b q é y Y O b ò s p ù q W T Q l R R	é a b q é y Y O b ò s p a ù q W T Q l R R
ě ǔ A ǔ ò ù ǔ N r é é a L q I O b ǒ ǎ a	ě ǔ A ǔ ò ù ǔ N r é é a L q I b O b ǒ ǎ a
ó a E r v Y T b a a m a o O t j N y p V	ó a E r v b T b a a m a o O t j N y p V
ò f y b W r b n ò ù B C é a v v D t y è	ò f a y b W r b n ò ù B C é a v v D t y è
ú G L a b T Q W i a G a n à s z à l è ǎ	ú G L a b T Q W i b a G a n à s z à l è ǎ
A l Y I P f a S ú b c b G Y ù d p w ò a	A l Y I P f a S ú b c b G Y ù ó p w ò a
C D R H è b Q è d q Z b x a F j v S v p	C D a R H è b Q è d q Z b x a F j v S v p
D R a s é ó Z C m t e ǎ s ě U U Q b b a	D R a s é ó Z C m t M ǎ s ě U U Q b b a
E r b à b G ú a m ǎ ò L m g Y ó y S ě E	a E r b à b G ú a m ǎ ò L m g Y ó y S ě E
G F T a a l ù b g q z K I ě R h a ǎ ǔ V	G F T a a l ù b g q z K I ě R b a ǎ ǔ V
H a a d s h N b a k B ó u Q D ú Q è J h	H a a b d s h N b a k B ó u Q D ú Q è J h
J è ǔ E U a b d e d ò v ù ǎ R a O ǒ X f	J è ǔ E U a b d e d ò v b ù ǎ R a O ǒ X f
K V T C v a F i b ó ǎ o V m j b á Z a m	K V T C v a F Z b ó ǎ o V m j b á Z a m
L w N ó D D s b w w V B b a á d á h V ò	L w a ó D D s b w w V B b a á d á h V ò
N R R b W n b a O ǔ h G N K H G ú á e á	N a R R b W n b a O ǔ h G N K H G ú á e á
O w I y R è J ǒ a s u á b V a t A m á T	O w I y R è J ǒ a s b á b V a t A m á T
Q R S è Y ú b ǎ G U b S D N D W H a x Y	Q a R S è Y ú b ǎ G U b S D N D W H a x Y
R m T b b R a ě B z A é g Q V g W ǒ V C	R m T a b b R a ě B z A é g Q V g W ǒ V C
T ò O G b Q b T a O I t E C Y U p k b o	T ò a O G b Q b T a O I t E C Y U p k b o
U a N k B b a e k x ǎ d Z ù A o N X ò Z	U a N b B b a e k x ǎ d Z ù A o N X ò Z
W A T ò X z x b q b ù D à S U a r y b ě	a W A T ò X z x b q b ù D à S U a r y b ě
X a ǎ b U o H n t A F v i x W a h é R G	X a ǎ b U o H n t A F v i x b W a h é R G
Y w E Y ó ú g a b b r m H Q n à b L ú g	Y w E Y ó ú g a b b r m a Q n à b L ú g
a á ǒ Z A V P à v b t T O b O ǔ O ǎ S J	a á ǒ Z A V P à v b t T O b O ǔ O a S J
a ú á b b W A J o M W B t á p G E m E ú	a ú á b b W A J a o M W B t á p G E m E ú
a I w r n y g i K O g t b r ǔ a H a k e	a I w r b n y g i K O g t b r ǔ a H a k e
a T l S R à Q s A K q t d i J b a N p I	a b T l S R à Q s A K q t d i J b a N p I
a b E y á g T K b L g a m f ǒ p z a C l	a b E y á g T K b L Z a m f ǒ p z a C l
a l b Z á b x t o Z á E k a ǒ á k Y L r	a l b Z á b x t o a Z á E k a ǒ á k Y L r
a v O G U b g K C I z J k M C b A z Z é	a v O G U b g K C I z J k M C b a A z Z é
b a t ú F b C U ǔ é a a B e a C E v A ǎ	b a t ú F b C b ǔ é a a B e a C E v A ǎ
d B w a l C Z b N b X o x X à ě B T K O	d B w a l C Z b N b X o x X à ě B T a K O
e f e a p d K ǎ b E r b ǒ a y C è I ò q	e f e a p m K ǎ b E r b ǒ a y C è I ò q
g I e a n R l V b b Z ó r ú c a f f x è	g I e a n R l V b b Z ó r ú M a f f x è
h a K a Y r b F u R x a f Y é s Q T a b	h a K a b Y r b F u R x a f Y é s Q T a b
j R L c E ò p o a X b è y b n à ó a c r	j R L c E ò p o a X b è y b n à ó a y r
k z V U z b ó b p E é ě ě b U r s ǔ a á	k z V U z a ó b p E é ě ě b U r s ǔ a á
m Y w i S j a y y N Q J C Y A y b a l ǔ	m Y w i S j a y y N b Q J C Y A y b a l ǔ
n u q F p o á E E M ù b b z w t ó ù a G	n u q a F p o á E E M ù b b z w t ó ù a G
p V R ě à S f y w I b Q b l U é à Q ú a	p V R ě à S f a y w I b Q b l U é à Q ú a
q v g l g a C w O ù L o D b a s i q N J	q v g l g a C w O ù L o D b b a s i q N J
s T t I a m U m ǎ b a ò à W l j ò O ò Z	s T t I a m U m ǎ b b a ò à W l j ò O ò Z
t q á b L á b J a d L s N j i Q Q E m i	t a q á b L á b J a d L s N j i Q Q E m i
v ó ó a Y O v H á b a p ú w ò s f r z y	v ó ó a Y b v H á b a p ú w ò s f r z y
w i ó l a b r V d w R L b E è Y à Y k ú	w i ó l a b r V d w R L b a è Y à Y k ú
y T W à ú é b ě z K d b S ó E R Q a a M	y T W à ú a b ě z K d b S ó E R Q a a M
ù ù i a P n ú l c D ú b a Q P v V K S q k	ù ù i a b P n ú l c D ú b a Q P v V K S q k
ǔ P O b b J a T R T ú R j t d ù l ò U p J	ǔ P a O b b J a T R T ú R j t d ù l ò U p J
á p Z o s ǎ è h K Q ó b ě m b è ǒ ó t a w	á p Z o s ǎ è h K Q ó a b ě m b è ǒ ó t a w
ǎ E b p à b à a C i w M è ù Y A T G n y A	ǎ a b p à b à a C i w M è ù Y A T G n y A
é w Y a t C Z b s c J I ǎ t b e R U a M ǎ	é w Y a t C Z b s c J I ǎ t b e R U b a M ǎ
ě U p m ǔ q Z K a b F f ó u k v Y s b s é	ě U p m ǔ q Z K a b F f ó u k v Y s b s é a
ó r a ó à é b N l u Y è ó G u K b b J R A	ó r a ó à é b N l u Y è ó G u K b b J a R A
ǒ R J Y S è Z E á P U w b x b A y é a f C	ǒ a J Y S è Z E á P U w b x b A y é a f C
A ǒ a é v y T b Q a v ò n à g ǒ X x ò D ǔ	A ǒ a é b v y T b Q a v ò n à g ǒ X x ò D ǔ
B c o C U m è I D ó J l a b Y B y Z a P G	B c o C U m è I D ó J l a b Y B y b a P G
D G a n ǎ C Q M f ǎ p b L D a e é w A X a	D G a n ǎ C Q b M f ǎ p b L D a e é w A X a
E z w ú K o F G b ó g W J s a Y f b a t i	E z a ú K o F G b ó g W J s a Y f b a t i
G F a ó à X b y R o U f G I p b ò D J C ǔ	G F a ó à X b y R o U f G I p b a D J C ǔ
H Y r K ě N M ǔ a B T V è Z Y b a v N D e	H Y r K ě N M ǔ a B T V è b Z Y b a v N D e
I q A K K u p é Z é a b b ú t d u W a F Q	I q A K K u p é Z é a b b ú t d b u W a F Q
