grammatical	ungrammatical
ù ù A a n M b ù K r p C k E à c à z Y P	ù ù A a n M ǒ ù K r p C k E à c à z Y P
ǔ L a U é v p n O Z r ù L b C F c ǒ t i	ǔ L a U g v p n O Z r ù L b C F c ǒ t i
á q Z q a N b R b à b o G c q s R a e M	á q Z q O N b R b à b o G c q s R a e M
ǎ ě T ú à H q R é a ǒ X u s y ú v I b c	ǎ ě T ú à H q R g é a ǒ X u s y ú v I b c
é M L O F a é B b B k c ǒ ǒ a q o V x z	é M L O F a é g b B k c ǒ ǒ a q o V x z
è o V ù P ǒ w u è A w U P a W K b a c b	è o V ù P ǒ w u è A w U P l W K b a c b
ó A B a b I N á m t ò y Y t c i a n F ú	ó A B a á I N á m t ò y Y t c i a n F ú
ò M U B Y a Y F á V b c J p k b R e o ò	ò M U B Y a Y F á V á c J p k b R e o ò
ǒ a b P c C T S A N P y K h y I n T p è	ǒ a b P ó C T S A N P y K h y I n T p è
ú v L Y a ǎ n P o R r b T ě c k I o s S	ú v L g Y a ǎ n P o R r b T ě c k I o s S
B ě S R p a U b j x q X M o b W ó p a c	B ě S R p a U j x q X M o b W ó p a c
C M a b F j H d L y c ò é b r w U x t Y	e M a b F j H d L y c ò é b r w U x t Y
D l K q y Z a b x W Y y P H l à n ě c i	D l b q y Z a b x W Y y P H l à n ě c i
E z a ǔ S P ù W P L b à m è ò c Y m H z	E z a ǔ S P ù W c L b à m è ò c Y m H z
G ě l T a Z v v V U H b ě c i g ǔ N d J	G ě h T a Z v v V U H b ě c i g ǔ N d J
H D a p é H E m n b é Q W R V c V Q q ó	H D a p é e H E m n b é Q W R V c V Q q ó
I a Z s r b H n j é g a f p p O z n c k	I c Z s r b H n j é g a f p p O z n c k
J t a ě J p b m V á Q w l c q X K ó Z ò	J b a ě J p b m V á Q w l c q X K ó Z ò
L M p ǎ S R a o b D ù x c f v n b q i F	L M p ǎ S R a o p D ù x c f v n b q i F
M a b N ǎ D é d e é v a a d h E c e ù J	k M a b N ǎ D é d e é v a a d h E c e ù J
O ú a è P Z o w R b g ě q i M h c v A ò	O j ú a è P Z o w R b g ě q i M h c v A ò
P O D a à a V C b W I d Y b ǎ ú u r y c	P O D a à a V C b W I d Y b ǎ ú u r y j
Q a é b o E ǎ E c j C p w d n H i v P U	Q a é b o E ǎ E s j C p w d n H i v P U
R y m S R z B O M ǒ ǎ a D b á L i c ú W	R y m S R z B O M ǒ ǎ a D f á L i c ú W
T A l á a V l b n k b p ò z ě c a n ǒ N	T A l á Y V l b n k b p ò z ě c a n ǒ N
U a D X b s i n r I N N d N c y I n ě á	U a D X b s i n r I N N d N à y I n ě á
V u a s b c Z b p o f O ǒ ě K L ǒ e b Q	V u a s x c Z b p o f O ǒ ě K L ǒ e b Q
X ò a B ǎ I y u Z b G x x c Z v Q q g v	X ò a B ǎ I y u Z b G x x T Z v Q q g v
Y O r a w x L b ǔ d è q c Q ò ǔ o G R A	Y O r y w x L b ǔ d è q c Q ò ǔ o G R A
Z s s p Q v q ú a O b v o c L O g W B F	Z s s p Q v q ú U O b v o c L O g W B F
a è E b è N Z f I Q F U p q S Z c z A f	z è E b è N Z f I Q F U p q S Z c z A f
a A y A X T b z ǒ i à c S é G è P H d n	c a A y A X T b z ǒ i à c S é G è P H d n
a I x á b v ǔ V k L ú S k c ǎ X U M l k	a I g x á b v ǔ V k L ú S k c ǎ X U M l k
a P W z a J Q a ǔ v m b z r k t u q c K	a P W z a J Q a ǔ v f b z r k t u q c K
a V b x r J z a ě B c f r f ě c ǎ E C z	a V ǎ x r J z a ě B c f r f ě c ǎ E C z
a b ě w S z x h ú c t G é n l r Z d ù ò	á b ě w S z x h ú c t G é n l r Z d ù ò
a b h ě a D c u N ó M z K t w T w g x N	a B h ě a D c u N ó M z K t w T w g x N
a m b à O w l V c Y k D ě R M G i d ǔ k	a m b à O w l V l Y k D ě R M G i d ǔ k
a s r é X b b g à é t Q c v w W M d R Y	a f r é X b b g à é t Q c v w W M d R Y
a z b d x x i s Y l Y i c c Y ǒ b ǒ R S	a i z b d x x i s Y l Y i c c Y ǒ b ǒ R S
m N L A n V é B Z z è a b ǎ b c L U M è	m N L A n h V é B Z z è a b ǎ b c L U M è
n a r ǔ u l b c y B A v m x T P D T é ù	n a r ǔ u l j b c y B A v m x T P D T é ù
p ù H a z I K v ǒ b N h c r S v ò f r ǎ	p h ù H a z I K v ǒ b N h c r S v ò f r ǎ
q T J N R x a B b q M è d R H u q ó c X	q g T J N R x a B b q M è d R H u q ó c X
r y a b L é ǒ R ě s O v e á j d X i c v	r y a ǎ L é ǒ R ě s O v e á j d X i c v
t F a O á S b I Q k P c M L Q p I m D y	t F a O á S W I Q k P c M L Q p I m D y
u W w E I Y R ó à a w b Q A y s h h L c	u W w E I Y R ó à a w b Q A y s h h L d
v u s N a é N ù á b m c B Y g è ě i p X	v u s N a é N ù á b m ò B Y g è ě i p X
x V a z b c ò Z ǒ s N L Y D p A o L ǎ a	x V a z b w ò Z ǒ s N L Y D p A o L ǎ a
y a Q F S O ǒ D b h D Z h D ě L y ù b c	i a Q F S O ǒ D b h D Z h D ě L y ù b c
ù ù o ǎ a v ù b x x u q a c è Y l V i T k	ù ù o ǎ a v ù i b x x u q a c è Y l V i T k
ǔ Q a U b J c T B F ǔ é á y y é P ǒ U Q p	ǔ Q a U i b J c T B F ǔ é á y y é P ǒ U Q p
á a ǒ H U b F A C D k a c B R U ó v T t J	á a ǒ H U b F A C D k a á B R U ó v T t J
à a r é ù ù F ò b P V c i ǔ t k A g n q è	à a r é ù ù F ò x P V c i ǔ t k A g n q è
é ò a R E D u x b A f é d P é c ǒ ǔ d n v	é ò a R E D u x b A f é d P é ǔ ǒ ǔ d n v
è T a B b p a w g p W ò j é K r ě t á q c	è j a B b p a w g p W ò j é K r ě t á q c
ó ò a s ǎ ó U S Y S G J O b V D c à ù e h	ó ò a s ǎ h ó U S Y S G J O b V D c à ù e h
ò H a A é y á á p P M t S b N ò E c k r A	ò H a A é y á á p P M t S q N ò E c k r A
ǒ a ú à b U o K D v G ú ó f F Y c e f v N	ǒ a ú à ó U o K D v G ú ó f F Y c e f v N
ú a x è N b I c d i t V l x F e E U V k á	ú a x è N E I c d i t V l x F e E U V k á
B B A u J A L u a b c o à S è Q V h g ù w	B B A u J A L u a r c o à S è Q V h g ù w
C a K A O ǎ S N b Q J c O r S r I C v k W	C a K A O g S N b Q J c O r S r I C v k W
D n a z J Z l z q b ǎ i g u á M B ù c b o	D n a z J Z l z q b ǎ i g u á M B ù ǒ b o
F ó a b ǎ é p G ú c Y G q t H V r T k p ǔ	F ó L b ǎ é p G ú c Y G q t H V r T k p ǔ
G a ǒ M V b i ě R b M Y ò G ó D ǔ v W c J	G a ǒ M V c b i ě R b M Y ò G ó D ǔ v W c J
H u U è y N y a B K b é X F M c K R j ù z	H u U i è y N y a B K b é X F M c K R j ù z
J D l a è b r c ò C V T E m à H Z i k o é	J D l a è D r c ò C V T E m à H Z i k o é
K a é b s c B b à O Y ǎ C W U P N N X é t	K a é b s I B b à O Y ǎ C W U P N N X é t
L a z b S m ǒ d à C U S c X é B T l J z K	L g z b S m ǒ d à C U S c X é B T l J z K
N ó R a m s x b e v W o K g c z l b p t E	N ó R s m s x b e v W o K g c z l b p t E
O T q a b d M Z s á Z n q o i k s N V f c	O T q k b d M Z s á Z n q o i k s N V f c
P a G U ó a ǎ P é Q á W t s E T I N b c k	P a G U ó a ǎ P h Q á W t s E T I N b c k
Q r V L è W Z l a q D D B b ú V ǔ N o ú c	Q r V L è W Z l a q D D B b ú V ǔ N o ú N
S ó L s l a b O S l D D s p D ú N c w j D	S ó L s g l a b O S l D D s p D ú N c w j D
