step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.033955,-53.89579391479492,-54.536521911621094,ptsl2,32,0.001,40.92047119140625
10,0,40.996437,-53.84320068359375,-54.483795166015625,ptsl2,32,0.001,40.733760833740234
20,1,40.958973,-53.79066848754883,-54.4310188293457,ptsl2,32,0.001,41.146297454833984
30,1,40.921562,-53.73823547363281,-54.378257751464844,ptsl2,32,0.001,41.359371185302734
40,2,40.884335,-53.68602752685547,-54.32590103149414,ptsl2,32,0.001,40.51421356201172
50,3,40.847088,-53.633705139160156,-54.27346420288086,ptsl2,32,0.001,39.67972183227539
60,3,40.80966,-53.581092834472656,-54.220638275146484,ptsl2,32,0.001,40.74085235595703
70,4,40.77229,-53.52845001220703,-54.16791534423828,ptsl2,32,0.001,40.606170654296875
80,5,40.735268,-53.476226806640625,-54.11576461791992,ptsl2,32,0.001,42.90302658081055
90,5,40.698364,-53.423973083496094,-54.06373596191406,ptsl2,32,0.001,40.47798156738281
100,6,40.66143,-53.3717155456543,-54.01168441772461,ptsl2,32,0.001,42.48458480834961
110,6,40.62436,-53.31927490234375,-53.9594841003418,ptsl2,32,0.001,39.56432342529297
120,7,40.58769,-53.267189025878906,-53.90769958496094,ptsl2,32,0.001,40.02032470703125
130,8,40.55069,-53.214786529541016,-53.855323791503906,ptsl2,32,0.001,40.39189529418945
140,8,40.513412,-53.16205978393555,-53.802452087402344,ptsl2,32,0.001,40.091651916503906
150,9,40.477173,-53.11023712158203,-53.75120162963867,ptsl2,32,0.001,41.19430160522461
160,10,40.440796,-53.058349609375,-53.69966506958008,ptsl2,32,0.001,39.815406799316406
170,10,40.405308,-53.00738525390625,-53.6496467590332,ptsl2,32,0.001,40.91484069824219
175,10,40.387257,-52.981605529785156,-53.6240234375,ptsl2,32,0.001,41.24043273925781
