grammatical	ungrammatical
a a a a a a C K ò k h w b ú X V R B x H	ù a a a a a a C K ò k h w b ú X V R B x H
a a a a a a B Z y F j K W r x C I ǔ j N	D a a a a a a B Z y F j K W r x C I ǔ j N
a a a a a B ó a a L s l è B h ú k ě k k	T a a a a a B ó a a L s l è B h ú k ě k k
a a a a a a á è F A f l f z i à R ě à O	h a a a a a a á è F A f l f z i à R ě à O
a é X P s a a a à é I u ǒ a a a a g O c	x a é X P s a a a à é I u ǒ a a a a g O c
a a a a a a m y ǒ c D G i o P C C P J ǔ	C a a a a a m y ǒ c D G i o P C C P J ǔ
a a a y o Z K ù Y x a a a a i c x q x e	Q a a y o Z K ù Y x a a a a i c x q x e
a a a a n a a a ó L M Q a N m P ǎ O à R	a é a a a n a a a ó L M Q a N m P ǎ O à R
a a ó Y Y t w a a a a a k O C z h l B ǔ	a N a ó Y Y t w a a a a a k O C z h l B ǔ
a a a á e X P R m a a a a Q P h Q h U à	a j a a á e X P R m a a a a Q P h Q h U à
a a a a a a t J v A J A é G Q z B y w B	a ǔ a a a a t J v A J A é G Q z B y w B
a a a a a a e k ú W l O x é o ò p T S m	a H a a a a e k ú W l O x é o ò p T S m
a a a a a a j ǒ p ó v ǒ q I X k p H n X	a a ù a a a a j ǒ p ó v ǒ q I X k p H n X
a a a a a a o ò l l q f G C b v R Q F ó	a a G a a a a o ò l l q f G C b v R Q F ó
a a a a a a X Y K Z à ǔ k b G P v ě Z P	a a b a a a a X Y K Z à ǔ k b G P v ě Z P
a a a a a a L u W z n f ǎ p C v G L V o	a a t a a a a L u W z n f ǎ p C v G L V o
a a a a ǔ ǒ g h l p Q f Q X Q s a a a N	a a ǒ a ǔ ǒ g h l p Q f Q X Q s a a a N
a a a a a C Y g j g R x h ě h ú c a a Z	a a S a a C Y g j g R x h ě h ú c a a Z
a a a a ǎ p ó i f U a a a e E P B U ǎ L	a a a F a ǎ p ó i f U a a a e E P B U ǎ L
a a a a a a L m ú p ú à w b l Y n m k é	a a a f a a a L m ú p ú à w b l Y n m k é
a a a a a a I V á L a P k A P D a v l P	a a a à a a I V á L a P k A P D a v l P
a a a a a a z F y ě é ú a ó X a i h p L	a a a R a a z F y ě é ú a ó X a i h p L
a a a a a a f ǔ é H S K o ò q P b é X W	a a a a E a a f ǔ é H S K o ò q P b é X W
a a a a a a l V g Y u ó m d F á G V v è	a a a a l a a l V g Y u ó m d F á G V v è
a a a a a a i s N t I Z W j s O R ǎ H T	a a a a A a i s N t I Z W j s O R ǎ H T
a a a a a a O b á l O X A X W á E O C e	a a a a Y a O b á l O X A X W á E O C e
a a a a a a v t N T I j f g Q d B H V n	a a a a a T a v t N T I j f g Q d B H V n
a a a a a a ó ǔ K G S s ó ó A u h d à H	a a a a a w a ó ǔ K G S s ó ó A u h d à H
a a a a a a K I ù t n A p p ǔ K X p i G	a a a a a V K I ù t n A p p ǔ K X p i G
a a a a a A g y E r f V g I Q à a a u à	a a a a a A g y E r f V g I Q à a D a u à
a a a a a a Q ě d g M l G g b c ě O e s	a a a a e a Q ě d g M l G g b c ě O e s
a a a a A à O a a ù a w p i d W Z a a N	a a a a A à O a w ù a w p i d W Z a a N
a a a a Q L O ě A B é a a a j ù f P p i	a a a a Q L O ě A B é a ǔ a a j ù f P p i
a a a a a a O u Z w V é l k o N K ǔ w U	a a a j a a O u Z w V é l k o N K ǔ w U
