step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.023094,-53.80448913574219,-54.64414978027344,sp2,32,0.001,41.277099609375
10,0,40.59456,-52.89338684082031,-53.72425079345703,sp2,32,0.001,39.970211029052734
20,1,40.207787,-52.026737213134766,-52.85321044921875,sp2,32,0.001,39.084346771240234
30,1,39.860607,-51.215755462646484,-52.043846130371094,sp2,32,0.001,39.445831298828125
40,2,39.55105,-50.45116424560547,-51.28483581542969,sp2,32,0.001,39.36209487915039
50,3,39.276737,-49.736488342285156,-50.580989837646484,sp2,32,0.001,36.846778869628906
60,3,39.032322,-49.06591033935547,-49.925594329833984,sp2,32,0.001,37.58685302734375
70,4,38.82133,-48.43999099731445,-49.31926727294922,sp2,32,0.001,37.14241027832031
80,5,38.63544,-47.8544807434082,-48.75611877441406,sp2,32,0.001,35.65249252319336
90,5,38.472263,-47.300174713134766,-48.22662353515625,sp2,32,0.001,36.84821319580078
100,6,38.333683,-46.78260040283203,-47.73704528808594,sp2,32,0.001,35.93408203125
110,6,38.215313,-46.297489166259766,-47.28208541870117,sp2,32,0.001,35.48338317871094
120,7,38.11339,-45.84456253051758,-46.86148452758789,sp2,32,0.001,35.37419509887695
130,8,38.031303,-45.41566848754883,-46.46653747558594,sp2,32,0.001,35.0272216796875
140,8,37.960476,-45.0084228515625,-46.094539642333984,sp2,32,0.001,35.79136657714844
150,9,37.904957,-44.626522064208984,-45.749454498291016,sp2,32,0.001,34.613182067871094
160,10,37.86099,-44.26853561401367,-45.42879867553711,sp2,32,0.001,34.388423919677734
170,10,37.825264,-43.92764663696289,-45.12696838378906,sp2,32,0.001,33.153221130371094
175,10,37.81327,-43.7654914855957,-44.98456573486328,sp2,32,0.001,32.7139778137207
