step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.047516,-53.92284393310547,-53.91122817993164,ptsl2,32,0.001,40.59004211425781
10,0,41.008972,-53.868839263916016,-53.85759735107422,ptsl2,32,0.001,42.512733459472656
20,1,40.971664,-53.81586456298828,-53.80601501464844,ptsl2,32,0.001,41.16679000854492
30,1,40.934643,-53.76304244995117,-53.75495529174805,ptsl2,32,0.001,41.02436828613281
40,2,40.896904,-53.710113525390625,-53.70234298706055,ptsl2,32,0.001,40.09127426147461
50,3,40.859646,-53.65734100341797,-53.650630950927734,ptsl2,32,0.001,40.700218200683594
60,3,40.82268,-53.604434967041016,-53.599605560302734,ptsl2,32,0.001,40.46424865722656
70,4,40.785393,-53.55105972290039,-53.54798889160156,ptsl2,32,0.001,40.335845947265625
80,5,40.74845,-53.49778747558594,-53.49708938598633,ptsl2,32,0.001,40.73521423339844
90,5,40.71046,-53.4442253112793,-53.444068908691406,ptsl2,32,0.001,40.89719772338867
100,6,40.673405,-53.391109466552734,-53.39274215698242,ptsl2,32,0.001,41.507049560546875
110,6,40.63624,-53.3377685546875,-53.34115219116211,ptsl2,32,0.001,38.88243103027344
120,7,40.599644,-53.284854888916016,-53.2905158996582,ptsl2,32,0.001,40.292762756347656
130,8,40.562893,-53.23175811767578,-53.23960876464844,ptsl2,32,0.001,39.60833740234375
140,8,40.52612,-53.178794860839844,-53.1886100769043,ptsl2,32,0.001,40.46452713012695
150,9,40.489418,-53.12561798095703,-53.13765335083008,ptsl2,32,0.001,40.92098617553711
160,10,40.452755,-53.07258605957031,-53.086700439453125,ptsl2,32,0.001,41.85917282104492
170,10,40.4167,-53.01948165893555,-53.03681564331055,ptsl2,32,0.001,40.401161193847656
175,10,40.398636,-52.993072509765625,-53.01182174682617,ptsl2,32,0.001,39.095558166503906
