step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.05012,-53.91856002807617,-53.91976547241211,soft_tsl2,32,0.001,39.578216552734375
10,0,41.00877,-53.8572883605957,-53.86803436279297,soft_tsl2,32,0.001,40.44123458862305
20,1,40.968018,-53.79679489135742,-53.81736373901367,soft_tsl2,32,0.001,41.797828674316406
30,1,40.92716,-53.736183166503906,-53.76665496826172,soft_tsl2,32,0.001,40.701297760009766
40,2,40.88652,-53.67570114135742,-53.716087341308594,soft_tsl2,32,0.001,41.300750732421875
50,3,40.845623,-53.614871978759766,-53.66546630859375,soft_tsl2,32,0.001,41.110504150390625
60,3,40.80462,-53.55382537841797,-53.6146240234375,soft_tsl2,32,0.001,39.26097106933594
70,4,40.763683,-53.49277114868164,-53.5639533996582,soft_tsl2,32,0.001,41.81360626220703
80,5,40.72252,-53.43137741088867,-53.5129280090332,soft_tsl2,32,0.001,40.220890045166016
90,5,40.681488,-53.37014389038086,-53.46214294433594,soft_tsl2,32,0.001,41.567596435546875
100,6,40.640217,-53.30847930908203,-53.411163330078125,soft_tsl2,32,0.001,39.4810791015625
110,6,40.598953,-53.246761322021484,-53.36012649536133,soft_tsl2,32,0.001,40.82681655883789
120,7,40.557552,-53.18479537963867,-53.30911636352539,soft_tsl2,32,0.001,40.291648864746094
130,8,40.516487,-53.12318420410156,-53.2583122253418,soft_tsl2,32,0.001,40.429893493652344
140,8,40.47545,-53.06156921386719,-53.207637786865234,soft_tsl2,32,0.001,42.174110412597656
150,9,40.434505,-52.999961853027344,-53.1571044921875,soft_tsl2,32,0.001,40.740535736083984
160,10,40.39352,-52.938323974609375,-53.1065788269043,soft_tsl2,32,0.001,41.08672332763672
170,10,40.352676,-52.87677001953125,-53.0562629699707,soft_tsl2,32,0.001,41.184059143066406
175,10,40.332333,-52.8460578918457,-53.0311164855957,soft_tsl2,32,0.001,40.17089080810547
