form	categorical_judgment
ù ù L u O ù a O W L D w p ù a C j S a e	grammatical
ǔ C n g a a Q a d k G K ó x ě E J M A W	grammatical
á a P l a B x R t I v h é r v a I ǒ m S	grammatical
ǎ ò U a G a K a á t m k S r S u U z W J	grammatical
é a R y a Q K g Z U u X V ǎ Z J o ǒ G a	grammatical
è o u C Z ǒ á L l S g L q a ǒ a a X k X	grammatical
ó N ù a a q G M L q k p ě ò G a c J é J	grammatical
ò l a M è o é S B a ě m l T E a ù I P á	grammatical
ú ě z S t z V a B ó a a l l w c b Z J A	grammatical
A Q K a U A à á a á r A U à q B t a k D	grammatical
B i G q á J T V D F t a ǒ M a a W n b b	grammatical
D B Z ó O O B a D G S a C u h R a á j z	grammatical
E g o G m ǎ Z a P o ú é x a Y w a m H Z	grammatical
G N ǒ g a z O h o o ú a a ú j X T á d b	grammatical
H r M m z a w v a a C ǔ s E s M F m ǎ l	grammatical
J L á v ú é ǒ u à S á a é a a à ò y r S	grammatical
K m ǎ ǎ C a ǔ K y o k D a a L l S k S F	grammatical
M B H v è r a x u t è a è m a A K M t L	grammatical
N Z à r ě a a F E J a á ó c R U Q r z Y	grammatical
O a z l a u F M é O ó G K ǔ a P K y C S	grammatical
P p a ù O r s i ú u a W M A R h Z a a á	grammatical
R ú m á a n X s M a S a B z ǒ o ǔ m Z v	grammatical
S P W V p a C i m l g V a o ò i C a W x	grammatical
T a r I q g m a I F è ú J X a I ǎ ǒ H Z	grammatical
V ǎ Q S H ǔ H H a ù p a w U V g p a p f	grammatical
W a ǎ O y v á M w r N a á á Z W x a K W	grammatical
X p a G h J A N J a a E ǎ ó c X h o a f	grammatical
Z G ǔ W a u ǒ o A D s i ó R p ǎ L a a P	grammatical
a à R é x H x Q J M u ǔ p a I A J a ě y	grammatical
a ú y z P G Y P E G a i U J J N ě a ó ó	grammatical
a H n Z k W x S V Q á V L t E a Q a u X	grammatical
a R D ǎ q á F a I a v ǒ B Z è l V L ǒ G	grammatical
a Z ǎ é k é T Q ú I a a ù L R f Y w e à	grammatical
a a s t s J ě l H a t d P i W B e l w Q	grammatical
a o ó p a ě Q T O è F ě E a á O k A o o	grammatical
a v q h r K ě v ú á ò a a T ǎ z H v d ù	grammatical
g a j n a a n I f ò p N è H l f p ú y B	grammatical
h w s R z F a Y X l ǎ w è w N a a T ù b	grammatical
j A M a k ǒ A V ú D Q a a t B e P á l Q	grammatical
k R Y r C ò C a B a W V ǎ y ǎ h s a w k	grammatical
l l D z a D a v A r F P a D E à i E N T	grammatical
n N á z è a a ù g ǎ k u w m Z ó V Y a á	grammatical
o j J v O a a Q i ú a e ò X ù u l m k x	grammatical
q ó K W F Z t V E a v ǎ M ó a Y Y O ǒ a	grammatical
r a s a k m X a E ě g ù C w q o E P j o	grammatical
s y T G a A n V g a Q p é z i h y à a p	grammatical
u O a Y m a S K a Q e V g x I W Y k V à	grammatical
v j á M ò a g w a à a N O u è V i K è p	grammatical
x ě y a ǎ x B n J a ó a o m ò R J F n y	grammatical
y a t S a G O M a K ǒ F b s h k f j x p	grammatical
ù ù L u O ù a O W L D w p ù a b j S a e	ungrammatical
ǔ C n g z a Q a d k G K ó x ě E J M A W	ungrammatical
á a P l a B x R t I v h é r v j I ǒ m S	ungrammatical
ǎ ò U O G a K a á t m k S r S u U z W J	ungrammatical
é a R y M Q K g Z U u X V ǎ Z J o ǒ G a	ungrammatical
è o u C Z ǒ á L l S g L q a ǒ i a X k X	ungrammatical
ó N ù a a q G M L q k p ě c ò G a c J é J	ungrammatical
ò l a M è o é S B t ě m l T E a ù I P á	ungrammatical
ú ě z S t z V a B ó Z a l l w c b Z J A	ungrammatical
A Q K a U A à á a á r A U à q B t K k D	ungrammatical
B i G q á J T V D F t e a ǒ M a a W n b b	ungrammatical
D B Z ó O O B a D G S W C u h R a á j z	ungrammatical
E g o G m ǎ Z n P o ú é x a Y w a m H Z	ungrammatical
G N ǒ g a z O h o o b a a ú j X T á d b	ungrammatical
H r M m z a w v O a C ǔ s E s M F m ǎ l	ungrammatical
J L á v ú é ǒ b à S á a é a a à ò y r S	ungrammatical
K m ǎ ǎ C a ǔ K y o k D a O L l S k S F	ungrammatical
M B H v è r a x u t è F è m a A K M t L	ungrammatical
N Z à r ě a d a F E J a á ó c R U Q r z Y	ungrammatical
O a z l a u F M é O ó G K ǔ z P K y C S	ungrammatical
e P p a ù O r s i ú u a W M A R h Z a a á	ungrammatical
R ú m á a n X s M ǒ S a B z ǒ o ǔ m Z v	ungrammatical
S e W V p a C i m l g V a o ò i C a W x	ungrammatical
T a r I q g m a I F c è ú J X a I ǎ ǒ H Z	ungrammatical
V ǎ Q S H ǔ H f a ù p a w U V g p a p f	ungrammatical
W a ǎ O y v á M w r N a á á Z W f x a K W	ungrammatical
X p a G h J A e N J a a E ǎ ó c X h o a f	ungrammatical
Z G ǔ W P u ǒ o A D s i ó R p ǎ L a a P	ungrammatical
a à R é x H x Q J d M u ǔ p a I A J a ě y	ungrammatical
a ú y c z P G Y P E G a i U J J N ě a ó ó	ungrammatical
P H n Z k W x S V Q á V L t E a Q a u X	ungrammatical
a R D ǎ q á F P I a v ǒ B Z è l V L ǒ G	ungrammatical
a Z ǎ é k é T Q ú I x a ù L R f Y w e à	ungrammatical
a a b t s J ě l H a t d P i W B e l w Q	ungrammatical
a o ó p a ě Q T O è F ě E P á O k A o o	ungrammatical
u v q h r K ě v ú á ò a a T ǎ z H v d ù	ungrammatical
g a j f a a n I f ò p N è H l f p ú y B	ungrammatical
h w s R z F a Y X l ǎ w è w N I a T ù b	ungrammatical
b j A M a k ǒ A V ú D Q a a t B e P á l Q	ungrammatical
k R Y r C ò C a B P W V ǎ y ǎ h s a w k	ungrammatical
l l D z t D a v A r F P a D E à i E N T	ungrammatical
n N á z è a a ù g ǎ k b w m Z ó V Y a á	ungrammatical
o j J v O a b Q i ú a e ò X ù u l m k x	ungrammatical
q ó K W F Z t V E a v ǎ M ó c a Y Y O ǒ a	ungrammatical
r a s a k e m X a E ě g ù C w q o E P j o	ungrammatical
s y T G A n V g a Q p é z i h y à a p	ungrammatical
u O a Y m a S K C Q e V g x I W Y k V à	ungrammatical
v j á M ò a g w W à a N O u è V i K è p	ungrammatical
x c ě y a ǎ x B n J a ó a o m ò R J F n y	ungrammatical
y d t S a G O M a K ǒ F b s h k f j x p	ungrammatical
ù ù ě K à F ó a W Y v a t D a U o ú v M P	grammatical
ǔ D ǎ á H a i F a U p n Q u w g S ó S a i	grammatical
á V a E v j è i h N N P q ǒ S a a H q é i	grammatical
à i W Y A k h ó a h A V W ǔ a F ě a b S c	grammatical
é Q F g x H a h s a w ó ù a N C ú ù s q R	grammatical
è m L ú n Z V a a Z n Z F l G z U è p a A	grammatical
ě z t H a j p C a h è t X l S z i M è a E	grammatical
ò V W ù P l a è B x ǒ J a F A a c R l p L	grammatical
ǒ r r X B a a i J w L J Z è è O G I j a A	grammatical
A P q x K E N l k ǔ H a a W a g R b ó I ǔ	grammatical
B a l V O a a J L i R g B I o T á F d n m	grammatical
C y ú h n a P L a V I M a ó B q d I X g ǎ	grammatical
E J Z l n P i ù s r a M T D a A u ó a z ǒ	grammatical
F k B C é R x t a L i t S Q t ǔ h O a P a	grammatical
H ù w o q W ǔ l ě u a X é a H a i x H v n	grammatical
I P ò D A X j a ù T Z a K y G J B a q n u	grammatical
J i x Q x q Z X ú è a o n J H M B ù a a Q	grammatical
L ǎ ù J Y E z Y x ù ó t W D a ú a F I a a	grammatical
M N y è é P g r a V j r P L a a ǎ r X k H	grammatical
N k h ǎ g a S V B N p B a z z v K G a l c	grammatical
P ó S S a u q r W I H S A a M j a Z T ó l	grammatical
Q a K A ǔ o a s ǔ ó g z è Q W E N g F S a	grammatical
S E V l ó a S ě ǎ r h ǎ h R V K o U a a p	grammatical
T o ǒ W a B i Y è T B X F a S N ó y á A a	grammatical
V E a a q ě ò ǎ r K p a ú V ě d i a f è P	grammatical
W a a N H a F ě B f Q Y H R A L s ó e v V	grammatical
X s G K R a g O ù V a ě a à q ǔ ò i K Z q	grammatical
Z è D a ú D a Q M a ò ù u ǎ R s ě E x q à	grammatical
a á g Q J Y W G è M q a x y a y c J ù T D	grammatical
a ú s m x g a ǎ B t è a k v é P b p R J O	grammatical
a J U X s g X W ù H ù ù u a a v q i H D ò	grammatical
a R O G h N ǒ a V ě a U à K u H x S X T N	grammatical
a X t ù W ǎ Z y O z q è g x a a q q M p D	grammatical
a a g a ò v A c f N u x v Q E b j ó n é f	grammatical
a m D D J a m O g a è á k ù J z a M H B W	grammatical
a v ǔ ǒ R q B ò G p J i L l M E C a ó D a	grammatical
g a ě G R á j I w J v o H h a ó ú i N M a	grammatical
h u a p l v R J B P R P J a S C a w o d ù	grammatical
j a H m G a ó s Q v a U U A G z q j l H r	grammatical
k s U a S Z g ù P V a C Z H s M W a K W n	grammatical
m ǒ I x u z C P B l a a K T ǔ J ǔ s a ǒ D	grammatical
n W Z m u z A I l q á a r a a d X d g b I	grammatical
o u ó K A I U v z a i m è é a E h a ù F e	grammatical
q D q a G z a à h V q L s E a l f á h Y a	grammatical
r l a O N a ò I x O U a Y ǒ è l y x z v i	grammatical
t ú w h J A a g l h U J v a é a y i q ù G	grammatical
u V a R G m B s o H V Q G a a Z ǔ ǎ g T ǒ	grammatical
v a p S Q y Z a Y J Y g Z a M m é N h S ú	grammatical
x ǔ ě a U ǎ Y W D m l a t Y V a ó l ě H f	grammatical
