step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.04706,-53.91700744628906,-54.52727508544922,ptsl2,32,0.001,41.542213439941406
10,0,41.005173,-53.844688415527344,-54.46181106567383,ptsl2,32,0.001,40.63221740722656
20,1,40.963425,-53.772396087646484,-54.39649200439453,ptsl2,32,0.001,41.879154205322266
30,1,40.921677,-53.699989318847656,-54.33112335205078,ptsl2,32,0.001,39.23320388793945
40,2,40.87997,-53.62759017944336,-54.26567077636719,ptsl2,32,0.001,40.66921615600586
50,3,40.838066,-53.55453109741211,-54.19974136352539,ptsl2,32,0.001,41.31743621826172
60,3,40.795975,-53.48111343383789,-54.13353729248047,ptsl2,32,0.001,41.07133865356445
70,4,40.753395,-53.406455993652344,-54.06643295288086,ptsl2,32,0.001,41.94960403442383
80,5,40.710796,-53.331565856933594,-53.999183654785156,ptsl2,32,0.001,40.0927619934082
90,5,40.66802,-53.25578689575195,-53.93134307861328,ptsl2,32,0.001,41.106300354003906
100,6,40.62499,-53.17966842651367,-53.86316680908203,ptsl2,32,0.001,41.156639099121094
110,6,40.581795,-53.10295486450195,-53.79467010498047,ptsl2,32,0.001,39.48513412475586
120,7,40.53877,-53.026649475097656,-53.7264518737793,ptsl2,32,0.001,41.79829406738281
130,8,40.495506,-52.94954299926758,-53.65761947631836,ptsl2,32,0.001,40.81862258911133
140,8,40.45225,-52.87196731567383,-53.58856201171875,ptsl2,32,0.001,39.76924133300781
150,9,40.408566,-52.79344940185547,-53.51872634887695,ptsl2,32,0.001,39.27093505859375
160,10,40.36514,-52.715065002441406,-53.44916534423828,ptsl2,32,0.001,41.04612731933594
170,10,40.322014,-52.63727951049805,-53.38003158569336,ptsl2,32,0.001,40.27543258666992
175,10,40.3003,-52.59788513183594,-53.345149993896484,ptsl2,32,0.001,38.71274948120117
