grammatical	ungrammatical
ù ù z O u v ú T k w n a b c d e f b è B	ù ù z O u v ú T k w n a b c d e m f b è B
ǔ S a b c d e f z W ó N K q U H q t M Q	ǔ S a b z c d e f z W ó N K q U H q t M Q
á h e è k G q k a b c d e f T ú t w n ě	á h e è k G q k a b c d e V T ú t w n ě
ǎ à a b c d e f h x Z n z ú ò n c w h O	ǎ à a y c d e f h x Z n z ú ò n c w h O
é R W s i b n c a b c d e f c R N K E x	é R W s i b n c a b c x d e f c R N K E x
è j é Y à p A á m H a b c d e f F j t n	è j é Y à p A á m H a t c d e f F j t n
ó é O ù é a b c d e f J y x Z j D t ǔ C	ó é O ù é a ò b c d e f J y x Z j D t ǔ C
ò X a b c d e f T s ǒ y D B i ǎ K W h y	ò X a b c d e X T s ǒ y D B i ǎ K W h y
ǒ a b c d e f w d ò M h T Y l l d A Y c	ǒ a h c d e f w d ò M h T Y l l d A Y c
ú p g Z g A ù x I g Z a b c d e f I R á	ú p g Z g A ù x I g Z a b c d e ù f I R á
B é L C ǔ x U g N D L v x e a b c d e f	B é L C ǔ x U g N D L v x e a b c d e Y
C W q D n z D F X i s V S t a b c d e f	C W q D n z D F X i s V S t a H c d e f
D x H f a b c d e f Q L l s ò B S Y Q F	D x H f a F b c d e f Q L l s ò B S Y Q F
F ú v G a b c d e f ú ě G ò V j ǒ q q w	F ú v G a b c d e U f ú ě G ò V j ǒ q q w
G T ó v t v A i q j g T J a b c d e f b	G T ó v t v A i q j g T J q b c d e f b
H a b c d e f v c é z q h Y E G v V Q V	H I b c d e f v c é z q h Y E G v V Q V
I y w r V a b c d e f S ò ú E u B R n p	I y w r V a b c d e F S ò ú E u B R n p
K J è H r F j m a b c d e f I w ò p F V	K J è H r F j m a b c x d e f I w ò p F V
L a e U V è ó o j r S a b c d e f z I L	L a e U V è ó o j r S a b u c d e f z I L
M u h r f l Z W L c K a b c d e f u X à	M u h r f l Z W L c K a b c d t e f u X à
O F U ǒ Q g Q i a b c d e f t P x J O k	O F U ǒ Q g Q i a L b c d e f t P x J O k
P b ǒ O B F G g t a b c d e f ó K U A T	P b ǒ O B F G g t a s b c d e f ó K U A T
R B K ǔ é a b c d e f h é ǒ T X l à ó ǒ	R B K ǔ é a b c d ù e f h é ǒ T X l à ó ǒ
S Z a b c d e f x i p Z ó Z Q b o G m è	S Z a ě c d e f x i p Z ó Z Q b o G m è
U é ù R z à g ǒ B p c a b c d e f u P h	U é ù R z à g ǒ B p c d b c d e f u P h
V T H f a b c d e f H Q á è b ú k j j z	V T H f a b c d e q f H Q á è b ú k j j z
W x ò é S a b c d e f F F Y N f c i F f	W x ò é S a ǎ c d e f F F Y N f c i F f
Y N a b c d e f D C Q m i X Z G y u L ù	Y N a b c á d e f D C Q m i X Z G y u L ù
Z m u P S á j p e E s F I Z a b c d e f	Z m u P S á j p e E s F I Z a b c f d e f
a b c d e f h ú q s t A A r V J ò è Z J	a b c d e j f h ú q s t A A r V J ò è Z J
a b c d e f W M a l u R ǎ é ǔ K x Z a x	a b c P d e f W M a l u R ǎ é ǔ K x Z a x
a b c d e f z C ǎ w ě W b L ǒ V k J u b	a b d d e f z C ǎ w ě W b L ǒ V k J u b
a b c d e f s J E B w r F Q h i P é Q T	a q c d e f s J E B w r F Q h i P é Q T
c a b c d e f H H X u p o Y v ě Q é C u	c a b c d e d H H X u p o Y v ě Q é C u
d j t a b c d e f a K h U v a u é A M à	d j t a ě c d e f a K h U v a u é A M à
f ǒ A J b A e D Q T z a b c d e f ǒ I D	f ǒ A J b A e D Q T z a b c d J e f ǒ I D
g Q H a b c d e f j F d r o à w f ǔ ó p	g Q H a b c d K e f j F d r o à w f ǔ ó p
h a b c d e f N y ǔ T Y x Q u v N V O X	h R b c d e f N y ǔ T Y x Q u v N V O X
j F ò ě a b c d e f S m x A t ě ò W Z c	j F ò ě a b c d D e f S m x A t ě ò W Z c
k h a b c d e f G à S F Q u d D á E D p	k h a b c d e f g à S F Q u d D á E D p
l u ǒ a b c d e f ù à w U u l Y Q h H q	l u ǒ a b c S e f ù à w U u l Y Q h H q
n E ě ǎ ě a b c d e f F Y ǔ u Y ù V E D	n E ě ǎ ě a C b c d e f F Y ǔ u Y ù V E D
o a b c d e f Q q D à T J ǎ y G ó W G F	o a s b c d e f Q q D à T J ǎ y G ó W G F
q ǎ S Q I J c I Q F a b c d e f k S U j	q ǎ S Q I J c I Q F a b n d e f k S U j
r W a é ǎ ǒ ù B C k q a b c d e f m p S	r W a é ǎ ǒ ù B C k q a N b c d e f m p S
s y X g k t e ǒ R è F a b c d e f l l J	s y X g k t e ǒ R è F a W c d e f l l J
u E t l l ò X a b c d e f p à ǒ h ù C l	u E t l l ò X R b c d e f p à ǒ h ù C l
v g D u z w T ǎ ú O J S B é a b c d e f	v g D u z w T ǎ ú O J S B é a b T c d e f
x J Q e ú g G h h o f G b a b c d e f F	x J Q e ú g G h h o f G b a b R c d e f F
y Z d j M b d J a b c d e f J H i q y N	y Z d j M b d J a f b c d e f J H i q y N
ù ǔ W z w S Z F Z T R a b c d e f U r t S	ù ǔ W z w S Z F Z T R a b d e f U r t S
ǔ A P S ǔ i Z s P a b c d e f x x ě r ǒ E	ǔ A P S ǔ i Z s P a b c U e f x x ě r ǒ E
á e é t è l á y B ě s H O a b c d e f à D	á e é t è l á y B ě s H O a b c d o f à D
ǎ ù Z ǒ a W a b c d e f d i k n E Q p Y x	ǎ ù Z ǒ a W a b c d x f d i k n E Q p Y x
é H v y e a b c d e f M X V R x h h h d h	é H v y e a J b c d e f M X V R x h h h d h
è j G e ò q k O J a b c d e f Y E ǎ ò z á	è j G e ò q k O J V b c d e f Y E ǎ ò z á
ě o E d ù D Q ǒ a b c d e f K I r ǒ ó V p	ě o E d ù D Q ǒ a b c a d e f K I r ǒ ó V p
ò ě a b c d e f B l p é l I D V á q u ě ě	ò ě a b c X d e f B l p é l I D V á q u ě ě
ǒ Y g Z d ò ě o h S a b c d e f p M b ò ǎ	ǒ Y g Z d ò ě o h S k b c d e f p M b ò ǎ
ú n ú j N g r F é a b c d e f I D L O n B	ú n ú j N g r F é a b ǔ d e f I D L O n B
A z O p á U p ù Q i f f a b c d e f t p i	A z O p á U p ù Q i f f a b c d e Z f t p i
C D V é A n l ù a b c d e f f ě b B x è I	C D V é A n l ù a b c d W e f f ě b B x è I
D h W Y z E q f a b c d e f ǒ W k n y à l	D h W Y z E q f a b c d e n ǒ W k n y à l
F ǔ x m a b c d e f B ó L T k w u ě p Z x	F ǔ x m a b c d e C f B ó L T k w u ě p Z x
G S ú a ě n G v e a b c d e f E u è G L ě	G S ú a ě n G v e a b U d e f E u è G L ě
H p x a h r r M a b c d e f h t V I r ò s	H p x a h r r M a b c d B f h t V I r ò s
J J a b c d e f t n d x o m a j i e é D z	J J a G c d e f t n d x o m a j i e é D z
K J Z g G ó d t a b c d e f R p x u C S r	K J Z g G ó d t a b c G e f R p x u C S r
L a b c d e f à ǒ à ò n M à p ǎ i x W x p	L a Y c d e f à ǒ à ò n M à p ǎ i x W x p
N à á O s è a b c d e f é M ǔ f N è ǒ I k	N à á O s è a b c d e J é M ǔ f N è ǒ I k
O L W N T e T a b c d e f i t T Y O ǔ a C	O L W N T e T a b c d e K f i t T Y O ǔ a C
P n i y a b c d e f r N b x j d o H S è H	P n i y a b c d e R f r N b x j d o H S è H
R B ù J x z g s O a b c d e f e I C d á é	R B ù J x z g s O a à b c d e f e I C d á é
S W q ó l s u l Y W t a b c d e f q w á j	S W q ó l s u l Y W t a o b c d e f q w á j
T k N z m Y N N N ù d d P à z a b c d e f	T k N z m Y N N N ù d d P à z a b c d e B
V A Y p M f s K V à á P O J ú a b c d e f	V A Y p M f s K V à á P O J ú a b c M d e f
W h d y ǔ G k v G à ǒ u V d q a b c d e f	W h d y ǔ G k v G à ǒ u V d q a b c s d e f
X w è v é b à t a b c d e f L ò I K Y v A	X w è v é b à t a b c R e f L ò I K Y v A
Z E p s H o b t J B E a b c d e f q G S è	Z E p s H o b t J B E a b c d r e f q G S è
a W a b c d e f d f è r E S è Z t z w e y	a W a b c a e f d f è r E S è Z t z w e y
a b c d e f A G a l c V x ǔ é Q è O I w B	a b c d ú e f A G a l c V x ǔ é Q è O I w B
a b c d e f S C D h C o Z l A V P j o a x	a b z d e f S C D h C o Z l A V P j o a x
a b c d e f l i ó j p u x o r O N K ǎ è P	l b c d e f l i ó j p u x o r O N K ǎ è P
c W I L X K N ǎ D D H r k a b c d e f s S	c W I L X K N ǎ D D H r k a b c d e Q s S
e ù p N p X I t a b c d e f r S K l C B H	e ù p N p X I t a b n c d e f r S K l C B H
f C D Z O K B m á à I X s h é a b c d e f	f C D Z O K B m á à I X s h é a è c d e f
g b Y ě ú q a b c d e f L E w k R l b K K	g b Y ě ú q a b c W d e f L E w k R l b K K
i ó i Z k u g è v a b c d e f R L V k G ǒ	i ó i Z k u g è v a b c d o e f R L V k G ǒ
j U g d ǔ X Y L o T a b c d e f a ó Q k r	j U g d ǔ X Y L o T a b L d e f a ó Q k r
k W i I e u u K a b c d e f s ǎ k ǎ Y k c	k W i I e u u K a k b c d e f s ǎ k ǎ Y k c
l h a b c d e f X k E s E x Z u v Y ǔ r à	l h a b c W d e f X k E s E x Z u v Y ǔ r à
n à ò X é à b u ó ó g a b c d e f k j t v	n à ò X é à b u ó ó g a b L c d e f k j t v
o P w W n ǔ a b c d e f x K j e S e l Q h	o P w W n ǔ a b c d e Z x K j e S e l Q h
p s G l ó A a è R a b c d e f K R ù Q z n	p s G l ó A a è R a b c d E e f K R ù Q z n
r N ǔ v n e k a b c d e f b G o b u d j ù	r N ǔ v n e k a b e c d e f b G o b u d j ù
s q M T S u a b c d e f O ó t ù G Q l U à	s q M T S u a b c à e f O ó t ù G Q l U à
u ò ù A l è T t ǒ l z a b c d e f B E k r	u ò ù A l è T t ǒ l z a b c d e k f B E k r
v a b c d e f h b ě l a m c y a t H ò ú i	v a b c d e f h b ě l a g m c y a t H ò ú i
x ǔ J j ǎ N o a b c d e f r y l ǔ f Y à S	x ǔ J j ǎ N o l b c d e f r y l ǔ f Y à S
y T j u L ǎ a b c d e f T ǔ é ù Q m ò a y	y T j u L ǎ a b c d ǒ e f T ǔ é ù Q m ò a y
ù ù ǔ g ù M X a b c d e f è á V z ò è x P r	ù ù ǔ g ù M X a b c d l f è á V z ò è x P r
ǔ O P k è H E ǎ o Y y J J a b c d e f n p U	ǔ O P k è H E ǎ o Y y J J a b B c d e f n p U
á k U ó x O a b c d e f C t b P P k m K o c	á k U ó x O a b c d e J C t b P P k m K o c
ǎ ó ó ù Q x T a b c d e f f O E X z M s q d	ǎ ó ó ù Q x T a b c d e G f f O E X z M s q d
é U k D i X v Z W R ǔ r ù a b c d e f V s s	é U k D i X v Z W R ǔ r ù a b c d e T f V s s
è t ò x n q ù e I ǔ q v n h Z a b c d e f R	è t ò x n q ù e I ǔ q v n h Z a b c d e V f R
ě y è X è h E ǒ l a a b c d e f u S y f K J	ě y è X è h E ǒ l a a b w c d e f u S y f K J
ò C ě S M u d E a b c d e f Z á W a w v T ù	ò C ě S M u d E a b c y d e f Z á W a w v T ù
ǒ V ǔ B p b ǔ v h B V g l ó a b c d e f R ò	ǒ V ǔ B p b ǔ v h B V g l ó b b c d e f R ò
ú h x a V a b c d e f à j L ú L ù l X O ě Y	ú h x a V a b c S d e f à j L ú L ù l X O ě Y
A y K G e w O B L f a b c d e f E é p à h I	A y K G e w O B L f a b c ú e f E é p à h I
C E u E k à v a b c d e f K à y j o ò á p V	C E u E k à v a b c d e H f K à y j o ò á p V
D b h X K i Q s j W r r s L c a b c d e f a	D b h X K i Q s j W r r s L c a b c d e A f a
E u K y ó o ù G F a b c d e f c E i E ǎ d Z	E u K y ó o ù G F a b c k d e f c E i E ǎ d Z
G S r è a b c d e f á h n ǎ H o á e c j t h	G S r è a b c t d e f á h n ǎ H o á e c j t h
H d s e ǔ h a b c d e f a n è i z ǔ z D P n	H d s e ǔ h a b c d Z f a n è i z ǔ z D P n
J é c U T á T H L z ǒ i J f p l a b c d e f	J é c U T á T H L z ǒ i J f p l a b c d e u
K T à a b c d e f n i ǔ r P C ǒ t P X P p O	K T à a b ǒ c d e f n i ǔ r P C ǒ t P X P p O
M ò g D j I B e b a ě k q L a b c d e f y P	M ò g D j I B e b a ě k q L a b c d e c y P
N h ǔ x z ó k Q ó c G T Z a b c d e f s m t	N h ǔ x z ó k Q ó c G T Z a b c S e f s m t
P ǎ B à N a b c d e f á C ǎ m ó é é w à W Z	P ǎ B à N a b c d e p á C ǎ m ó é é w à W Z
Q ó x à n W n j u U ò ò s T ó a b c d e f V	Q ó x à n W n j u U ò ò s T ó a b c d I f V
R d X g o j D i ě a b c d e f Y w l ǔ J M j	R d X g o j D i ě ě b c d e f Y w l ǔ J M j
T á m j a b c d e f P x x I w Z c X G d S u	T á m j a W c d e f P x x I w Z c X G d S u
U Q A ù a b c d e f q M B C ú K I L L E i t	U Q A ù a b c d z f q M B C ú K I L L E i t
V a b c d e f X ò b d é t v P I K q E ě q e	V a b j c d e f X ò b d é t v P I K q E ě q e
W y Q T V J f C K ě S é o S a b c d e f h c	W y Q T V J f C K ě S é o S a b c d e O h c
Y L p ò è ǎ b X f H T j a b c d e f r è ǒ f	Y L p ò è ǎ b X f H T j a x b c d e f r è ǒ f
Z o ú e p t k a b c d e f t ú l j J W h l ǒ	Z o ú e p t k a b c d l f t ú l j J W h l ǒ
a b c d e f V p é Z D s o z ě F R b w ú v q	a b c d e G V p é Z D s o z ě F R b w ú v q
