step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.01737,-53.83184051513672,-53.93094253540039,sp2,32,0.001,40.69600296020508
10,0,40.580055,-52.690399169921875,-53.72314453125,sp2,32,0.001,40.026031494140625
20,1,40.193687,-51.624427795410156,-53.58284378051758,sp2,32,0.001,40.29001998901367
30,1,39.858486,-50.6334342956543,-53.51014709472656,sp2,32,0.001,38.8590087890625
40,2,39.573326,-49.716758728027344,-53.502906799316406,sp2,32,0.001,37.719757080078125
50,3,39.337666,-48.88963317871094,-53.54926681518555,sp2,32,0.001,37.737483978271484
60,3,39.145847,-48.14080810546875,-53.64305877685547,sp2,32,0.001,37.73532485961914
70,4,38.99334,-47.46112060546875,-53.78083419799805,sp2,32,0.001,37.7154426574707
80,5,38.87631,-46.843414306640625,-53.95822525024414,sp2,32,0.001,36.50865173339844
90,5,38.790615,-46.29344177246094,-54.1600227355957,sp2,32,0.001,36.587562561035156
100,6,38.731224,-45.793766021728516,-54.38846206665039,sp2,32,0.001,35.73234558105469
110,6,38.69504,-45.349029541015625,-54.631744384765625,sp2,32,0.001,36.13756561279297
120,7,38.67708,-44.953521728515625,-54.88287353515625,sp2,32,0.001,35.360260009765625
130,8,38.676193,-44.59511947631836,-55.14670944213867,sp2,32,0.001,34.38788986206055
140,8,38.687634,-44.276756286621094,-55.41012954711914,sp2,32,0.001,35.881919860839844
150,9,38.71039,-43.98942565917969,-55.67771530151367,sp2,32,0.001,34.57333755493164
160,10,38.738304,-43.73783874511719,-55.93069839477539,sp2,32,0.001,35.27740478515625
170,10,38.77255,-43.512168884277344,-56.17803192138672,sp2,32,0.001,33.8858642578125
175,10,38.791687,-43.40769577026367,-56.30044937133789,sp2,32,0.001,34.92988204956055
