step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.06433,-53.96722412109375,-54.88662338256836,sp2,32,0.001,40.030670166015625
10,0,40.676582,-53.138389587402344,-54.07345962524414,sp2,32,0.001,42.365291595458984
20,1,40.336132,-52.37873840332031,-53.330780029296875,sp2,32,0.001,39.1103515625
30,1,40.041397,-51.68442916870117,-52.6558837890625,sp2,32,0.001,39.52833557128906
40,2,39.791107,-51.05672836303711,-52.04973602294922,sp2,32,0.001,39.248470306396484
50,3,39.577038,-50.491024017333984,-51.50529479980469,sp2,32,0.001,38.47712707519531
60,3,39.399284,-49.98196792602539,-51.01909255981445,sp2,32,0.001,38.468753814697266
70,4,39.249,-49.52143478393555,-50.5816650390625,sp2,32,0.001,38.625221252441406
80,5,39.12619,-49.10865020751953,-50.19236755371094,sp2,32,0.001,38.829368591308594
90,5,39.0263,-48.73386764526367,-49.8416633605957,sp2,32,0.001,36.720916748046875
100,6,38.945763,-48.39795684814453,-49.529354095458984,sp2,32,0.001,37.148887634277344
110,6,38.88183,-48.09712219238281,-49.251773834228516,sp2,32,0.001,36.83766555786133
120,7,38.83314,-47.82146072387695,-48.99979019165039,sp2,32,0.001,37.56000900268555
130,8,38.79506,-47.57484817504883,-48.77539825439453,sp2,32,0.001,37.57417678833008
140,8,38.76918,-47.357418060302734,-48.57955551147461,sp2,32,0.001,36.64732360839844
150,9,38.74712,-47.14858627319336,-48.391624450683594,sp2,32,0.001,36.09406661987305
160,10,38.733967,-46.96442413330078,-48.227684020996094,sp2,32,0.001,35.79352569580078
170,10,38.725952,-46.794185638427734,-48.07722473144531,sp2,32,0.001,37.77207565307617
175,10,38.726643,-46.718475341796875,-48.01151657104492,sp2,32,0.001,35.43638610839844
