step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.053764,-53.928165435791016,-54.43756103515625,ptsl2,32,0.001,41.851158142089844
10,0,41.01499,-53.87078094482422,-54.38410949707031,ptsl2,32,0.001,39.39124298095703
20,1,40.976704,-53.81401062011719,-54.33086395263672,ptsl2,32,0.001,40.711097717285156
30,1,40.93851,-53.75717544555664,-54.27768325805664,ptsl2,32,0.001,40.21007537841797
40,2,40.9004,-53.700443267822266,-54.22470474243164,ptsl2,32,0.001,41.372230529785156
50,3,40.862087,-53.64331817626953,-54.17136764526367,ptsl2,32,0.001,39.69004440307617
60,3,40.823666,-53.586055755615234,-54.117881774902344,ptsl2,32,0.001,39.783023834228516
70,4,40.785378,-53.52879333496094,-54.06489944458008,ptsl2,32,0.001,41.34389114379883
80,5,40.746925,-53.47130584716797,-54.01158905029297,ptsl2,32,0.001,40.813419342041016
90,5,40.708523,-53.4138069152832,-53.95831298828125,ptsl2,32,0.001,40.31251907348633
100,6,40.66993,-53.35607147216797,-53.90482711791992,ptsl2,32,0.001,39.865234375
110,6,40.63149,-53.29829025268555,-53.851539611816406,ptsl2,32,0.001,40.05598449707031
120,7,40.59274,-53.24009323120117,-53.79770278930664,ptsl2,32,0.001,41.41194152832031
130,8,40.55402,-53.18180465698242,-53.74392318725586,ptsl2,32,0.001,39.74298095703125
140,8,40.51517,-53.12325668334961,-53.68983840942383,ptsl2,32,0.001,39.65182113647461
150,9,40.476685,-53.06514358520508,-53.63666915893555,ptsl2,32,0.001,41.239967346191406
160,10,40.438206,-53.00696563720703,-53.58340835571289,ptsl2,32,0.001,39.808040618896484
170,10,40.3997,-52.9487190246582,-53.529964447021484,ptsl2,32,0.001,40.188636779785156
175,10,40.38043,-52.91952133178711,-53.50320816040039,ptsl2,32,0.001,40.11790466308594
