step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.079117,-53.958221435546875,-54.61472702026367,sl2,16,0.01,42.566715240478516
10,0,40.30366,-52.60038757324219,-53.45343780517578,sl2,16,0.01,41.215457916259766
20,0,39.682785,-51.4608039855957,-52.50752258300781,sl2,16,0.01,39.04911804199219
30,0,39.20142,-50.51982498168945,-51.75971984863281,sl2,16,0.01,36.882816314697266
40,1,38.849895,-49.759666442871094,-51.18368148803711,sl2,16,0.01,39.14014434814453
50,1,38.592594,-49.1453857421875,-50.73486328125,sl2,16,0.01,37.1087760925293
60,1,38.393974,-48.64006423950195,-50.371883392333984,sl2,16,0.01,38.22678756713867
70,2,38.25573,-48.23862838745117,-50.10126495361328,sl2,16,0.01,36.24162292480469
80,2,38.164482,-47.90635299682617,-49.894378662109375,sl2,16,0.01,37.02470779418945
90,2,38.103695,-47.63164520263672,-49.73368453979492,sl2,16,0.01,37.416358947753906
100,3,38.071095,-47.402748107910156,-49.60486602783203,sl2,16,0.01,35.814720153808594
110,3,38.059727,-47.2109489440918,-49.50962829589844,sl2,16,0.01,38.066375732421875
120,3,38.062225,-47.0473747253418,-49.44426727294922,sl2,16,0.01,36.573768615722656
130,4,38.075195,-46.90861129760742,-49.399314880371094,sl2,16,0.01,35.664405822753906
140,4,38.09619,-46.784759521484375,-49.37239074707031,sl2,16,0.01,35.55726623535156
150,4,38.12354,-46.682979583740234,-49.35107421875,sl2,16,0.01,35.62582015991211
160,5,38.15616,-46.600341796875,-49.33184814453125,sl2,16,0.01,34.589271545410156
170,5,38.189064,-46.526851654052734,-49.326866149902344,sl2,16,0.01,35.97924041748047
180,5,38.23083,-46.469913482666016,-49.33442306518555,sl2,16,0.01,35.86474609375
190,5,38.271477,-46.41024398803711,-49.34134292602539,sl2,16,0.01,37.64435577392578
200,6,38.31788,-46.35607147216797,-49.3498649597168,sl2,16,0.01,35.916481018066406
210,6,38.360966,-46.30695724487305,-49.36346435546875,sl2,16,0.01,33.45530700683594
220,6,38.410667,-46.27375793457031,-49.38856506347656,sl2,16,0.01,35.03501510620117
230,7,38.456375,-46.234657287597656,-49.413482666015625,sl2,16,0.01,34.47455596923828
240,7,38.498425,-46.2034912109375,-49.43765640258789,sl2,16,0.01,34.29658889770508
250,7,38.544056,-46.175636291503906,-49.45780563354492,sl2,16,0.01,36.2899284362793
260,8,38.58779,-46.15110397338867,-49.48352813720703,sl2,16,0.01,35.90789794921875
270,8,38.63998,-46.13483810424805,-49.52299118041992,sl2,16,0.01,35.585243225097656
280,8,38.68268,-46.1064453125,-49.54893112182617,sl2,16,0.01,35.36056900024414
290,9,38.713917,-46.089012145996094,-49.558040618896484,sl2,16,0.01,35.289588928222656
300,9,38.754326,-46.077327728271484,-49.579742431640625,sl2,16,0.01,34.45952224731445
310,9,38.792904,-46.06657409667969,-49.60578918457031,sl2,16,0.01,34.769187927246094
320,10,38.82875,-46.0488395690918,-49.633880615234375,sl2,16,0.01,34.91813659667969
330,10,38.876915,-46.03705978393555,-49.66988754272461,sl2,16,0.01,36.12700653076172
340,10,38.912575,-46.01932907104492,-49.69160842895508,sl2,16,0.01,34.10466384887695
350,10,38.950428,-46.01344299316406,-49.71984100341797,sl2,16,0.01,35.48560333251953
351,10,38.953987,-46.01213073730469,-49.72183609008789,sl2,16,0.01,37.17340087890625
