grammatical	ungrammatical
ù ù F q B W ǒ t i J i á U b t o f M ò K	ù a ù F q B W ǒ t i J i á U b t o f M ò K
ǔ S t H a o T N K g Z r E B t N N è B ú	ǔ S t H a o T N K g Z r E B t N N b B ú
á m m u à I j è ǎ ó I ǒ b a S r C ǎ v e	á m m u à a j è ǎ ó I ǒ b a S r C ǎ v e
ǎ ó o e ú l ǎ h w Y x à W N W N b E M Q	ǎ ó o e ú l ǎ a h w Y x à W N W N b E M Q
é O a r U F ě K g l W A L U i p U F k o	é O a r U b ě K g l W A L U i p U F k o
è d j M à U O a D K ù A B y w U ǒ v Y Z	è d j M à U O a D K ù A B y w U ǒ v Y Z b
ě u ǒ y J N s ó G z i b F I ǔ p K w e g	ě u ǒ y J N a s ó G z i b F I ǔ p K w e g
ò ǒ l W K l ú Y h T d à E t e j m b g à	ò ǒ l W K l ú Y h a T d à E t e j m b g à
ǒ K m b I q t P O d Z e R I C G O b h Y	ǒ K m b I q t a P O d Z e R I C G O b h Y
ú i d a z j á ǎ o D E C à V C s w a n ó	ú i d a z j á ǎ o D E C à V C s w a n ó b
B é z j s q B s è H x k h R U V p b ó N	B é z j a q B s è H x k h R U V p b ó N
C e c U o a S á y T A ǔ y I Q o i F ò D	C e c U o a S á y T A ǔ y I b Q o i F ò D
D s C ǔ n C P S à á N d f b L ó Z G B è	D a s C ǔ n C P S à á N d f b L ó Z G B è
F Q H C C é ò s l à P b C W G m x H A è	F Q H C a é ò s l à P b C W G m x H A è
G m s R k S c à a f E Z r d Y M C b a P	G m s R k S c à a f E Z r v Y M C b a P
I á A ǒ J e G ú G L S k m D p F b K T Z	I á A ǒ J e G ú G L S k a D p F b K T Z
J B t h V Z R T G Y R ě C E t n b z M o	J B t h V a R T G Y R ě C E t n b z M o
K o i F m ǒ Z R Y d Z g k r n k L b t A	K o i F m ǒ Z R Y d Z g a k r n k L b t A
M é z ě A A u M p q a v y J Z Q h l Z D	M é z ě A A u M p q a v y J Z b h l Z D
N S m v ù B v n H ě x a S u i G ò t i m	N S m v ù B v n H ě x a S b i G ò t i m
O j ó ǔ y y b d ú Q è a u ò E j B z n V	O j ó ǔ y y b d ú Q è a u ò E j B z n b
Q ě I b à l L F C è k a D i p Y a á ǒ K	Q ě I b à l L F C è k a b i p Y a á ǒ K
R K l b P n C b J w k ě j o ù l w r v y	R K l b a n C b J w k ě j o ù l w r v y
S l ó O H f Q v c U ò ò a ǔ s D e v U U	S l ó O H f Q v c U ò ò a ǔ s D e v b U U
U ǒ F ò R o T e S g H W x á h G a S p V	U ǒ F ò R o T e S g H W x á h G a S p b
V W ǎ a G ò i K f ú e W K B j s F p ǒ ù	V W ǎ a G ò i K f ú e W K B j b s F p ǒ ù
W q e p z à a X i v Y J n ù S I G g z m	W q e p z à a X i v Y J b n ù S I G g z m
Y D ó ǎ Z X H M ǒ P y O ù Q K V g a F á	Y D ó ǎ Z X H M ǒ P y O ù Q K V g a F á b
Z E è V d a c X E f c T á o O y H a q m	Z E è V d a c X E f c T á o O y H a q m b
a ó e L G g r W O h C J Q L s t y z a ú	a ó e L G g b W O h C J Q L s t y z a ú
a Z m r l q T K H S H C à o D E ǔ ò J q	a Z m r l q T K H S H C à o b E ǔ ò J q
a w f S G h ò W E f U z z ò Y ó X w a B	a b f S G h ò W E f U z z ò Y ó X w a B
c è Z C N W C E D f a t O V E j T S ě f	c è Z C N W C E D f a t O V b j T S ě f
d V X U A h O O ǒ I x i j V x S Q z b t	d V X U A h O O ǒ I a i j V x S Q z b t
e o t è ǎ k m a I ǔ f L X ú N A ó j a X	e o t è ǎ k m a I ǔ f b L X ú N A ó j a X
f w z s ò ě a c P F p C w X n y K H U M	f w z s ò ě a c P F p C w X b y K H U M
h ú u Z a G d ó z m x ě p K x y R O C à	h ú u Z a G d ó z m x ě p K x b R O C à
i A V Q o D á X H H u o A O W S m b q z	i A V a o D á X H H u o A O W S m b q z
j Y i F k M b m A G ó Z ú à M t m D o Y	a Y i F k M b m A G ó Z ú à M t m D o Y
k o e E m e ě c ù r ó N Y I ò D L n D b	k o e E m e ě a ù r ó N Y I ò D L n D b
