step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.098637,-54.00526809692383,-53.96458435058594,sp2,32,0.001,41.25597381591797
10,0,40.811626,-53.38772201538086,-53.679378509521484,sp2,32,0.001,41.358028411865234
20,1,40.55791,-52.82716369628906,-53.43562316894531,sp2,32,0.001,40.07733154296875
30,1,40.339146,-52.331092834472656,-53.23018264770508,sp2,32,0.001,40.01563262939453
40,2,40.146404,-51.88401794433594,-53.0549430847168,sp2,32,0.001,39.690528869628906
50,3,39.9831,-51.48808288574219,-52.91326141357422,sp2,32,0.001,39.65691375732422
60,3,39.838398,-51.14016342163086,-52.7830810546875,sp2,32,0.001,39.030784606933594
70,4,39.710403,-50.826873779296875,-52.67153549194336,sp2,32,0.001,39.0196418762207
80,5,39.598648,-50.54505920410156,-52.576534271240234,sp2,32,0.001,38.66284942626953
90,5,39.500385,-50.29365539550781,-52.49356460571289,sp2,32,0.001,38.590179443359375
100,6,39.4083,-50.067161560058594,-52.40999221801758,sp2,32,0.001,38.572509765625
110,6,39.321083,-49.8658561706543,-52.32133483886719,sp2,32,0.001,38.66025161743164
120,7,39.252853,-49.6751823425293,-52.269927978515625,sp2,32,0.001,38.50355911254883
130,8,39.180717,-49.50678634643555,-52.197025299072266,sp2,32,0.001,38.693538665771484
140,8,39.10855,-49.35953140258789,-52.10954666137695,sp2,32,0.001,38.13182067871094
150,9,39.050037,-49.21375274658203,-52.05516815185547,sp2,32,0.001,38.223777770996094
160,10,38.989532,-49.08270263671875,-51.98777389526367,sp2,32,0.001,38.554203033447266
170,10,38.940742,-48.954833984375,-51.94746017456055,sp2,32,0.001,38.79144287109375
175,10,38.91727,-48.89639663696289,-51.925106048583984,sp2,32,0.001,38.337005615234375
