step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.057858,-53.93473815917969,-54.59782028198242,ptsl2,32,0.001,40.85253143310547
10,0,41.015656,-53.8575553894043,-54.52488708496094,ptsl2,32,0.001,40.8934326171875
20,1,40.97381,-53.78080749511719,-54.4524040222168,ptsl2,32,0.001,40.6319465637207
30,1,40.93188,-53.70363235473633,-54.379573822021484,ptsl2,32,0.001,41.8818359375
40,2,40.889725,-53.626197814941406,-54.306480407714844,ptsl2,32,0.001,41.31273651123047
50,3,40.84736,-53.547950744628906,-54.232688903808594,ptsl2,32,0.001,39.869930267333984
60,3,40.804897,-53.46920394897461,-54.15849685668945,ptsl2,32,0.001,39.749019622802734
70,4,40.762146,-53.38926696777344,-54.083343505859375,ptsl2,32,0.001,41.98518371582031
80,5,40.719105,-53.308929443359375,-54.0078125,ptsl2,32,0.001,40.081581115722656
90,5,40.676167,-53.22813034057617,-53.93196105957031,ptsl2,32,0.001,41.88197708129883
100,6,40.632797,-53.146793365478516,-53.855613708496094,ptsl2,32,0.001,40.84056091308594
110,6,40.589237,-53.064231872558594,-53.77825927734375,ptsl2,32,0.001,40.32668685913086
120,7,40.54561,-52.98217010498047,-53.701297760009766,ptsl2,32,0.001,40.82330322265625
130,8,40.501865,-52.89910125732422,-53.62358093261719,ptsl2,32,0.001,39.704559326171875
140,8,40.458103,-52.81566619873047,-53.54558563232422,ptsl2,32,0.001,39.84562301635742
150,9,40.41393,-52.73126983642578,-53.466796875,ptsl2,32,0.001,40.51520538330078
160,10,40.36996,-52.64676284790039,-53.38800048828125,ptsl2,32,0.001,39.343624114990234
170,10,40.32624,-52.562191009521484,-53.30922317504883,ptsl2,32,0.001,39.36894989013672
175,10,40.304283,-52.519744873046875,-53.26969528198242,ptsl2,32,0.001,40.56577682495117
