grammatical	ungrammatical
ù ù X ě c X a T a r v a a ě B Z f è w O	ù ù X ě c X a T a r v a E ě B Z f è w O
ǔ C a a H s á à a y q ǎ E C a i W k K f	ǔ C a a H s á à a y q ǎ E h a i W k K f
á S F E d W a ù ò O R R a u a z m è B q a	á S F E d W ù ò O R R a u a z m è B q a
à o L u f C ò C z M a N a C ò a z ú w a p	à o L u f C ò C z M a N C ò a z ú w a p
é P w ǎ k ǔ y è á ǔ D j v f a a a B U a Z	é P w ǎ k ǔ y è á ǔ D j v f a a B U a Z
ě ě b h K ǒ t a n L è a p ǔ a a R Q g ó	ě ě b h K ǒ t a n L è a p ǔ a ǒ R Q g ó
ó S d l G y x ǒ é a m a t a a O g j H E	ó S d l G y x ǒ é a m a t O a O g j H E
ò o g M a Y ǎ a ò u ò a ě z B y a A x b	ò o g M a Y ǎ a ò u ò a ě z B y z A x b
ú G d a V Q l u t u P s a O p a D a d à	ú G d a V Q l u t u P s a O p a D g d à
A e a a ú x a y M Q a U ù c s u X ǒ é ù Y	A e a ú x a y M Q a U ù c s u X ǒ é ù Y
C ó p L t á à á P o u V A g a a w G v a a	C ó p L t á à á P o u V A g a w G v a a
D E J h g w ǔ s R U a a a a T d J a Y P	D E J h g w ǔ s R U f a a a T d J a Y P
E a K a a B C a ò W e t u é t F G u R M t	E a K a B C a ò W e t u é t F G u R M t
G è p R ǎ C W a y a P L W a I a q n v x	G è p R ǎ C W f y a P L W a I a q n v x
H V g F n S l T u Z b o v J a a p a m a	H V g F n S l T u Z b o v J a a p a m d
J ó A ě a p T R o á y ǎ O a a ù D à T a	J ó A ě a p T R o á y ǎ O a a ù D à T B
K a ù r s ó S X w B W ó a a y a y f g o	K a ù r s ó S X w B W ó a a y e y f g o
M ú i R a a ǔ ò ě J r a ù X a E J ǎ h L W	M ú i R a ǔ ò ě J r a ù X a E J ǎ h L W
N h Q R R M o a l a I a S A D r a o B E	N h Q R R M o a l a b a S A D r a o B E
P ǔ F ò Y K b a M l a F a s O ǒ é è N a	P ǔ F ò Y K b a M l M F a s O ǒ é è N a
Q a G ù a m a N X B a ù t O s à S e e ù	Q a G ù ǎ m a N X B a ù t O s à S e e ù
R v j a a ǔ C ú à u C a o H z B u n a é ǒ	R v j a a ǔ C ú à u C o H z B u n a é ǒ
T U A X R N a L a ǎ A a a V h B ú e e j	T U A X R N a L a ǎ A a Q V h B ú e e j
U a p Y ǔ a a o ě Z G a X d à U W n Y e y	U p Y ǔ a a o ě Z G a X d à U W n Y e y
W L U a H a ù w a Z H O Y E X a z q d J	W L U a H a ù w a Z H O Y E X è z q d J
X d ě Z B a t a a a ǔ g v d v w a k d W	X d ě Z B W t a a a ǔ g v d v w a k d W
Z ǎ Q T b a F a a o à q a Z I Z d N r o	Z ǎ Q T b a F a b o à q a Z I Z d N r o
a à a A y X K n a M L T t N N ǎ T m a L	a à a A y X K n n M L T t N N ǎ T m a L
a C a a l à W u é l Z Q Z l a o ò T U o	a C a F l à W u é l Z Q Z l a o ò T U o
a N u L ò é a V è a U ě E R X n a J E ě	a N u L ò é a V è a U ě E R g n a J E ě
