step,epoch,dev_loss,TRUE_scores,FALSE_scores,model_type,batch_size,lr,mean_loss
0,0,41.046253,-53.918800354003906,-54.55537414550781,sl2,16,0.001,41.27159118652344
10,0,40.992397,-53.843711853027344,-54.48638916015625,sl2,16,0.001,43.2095832824707
20,0,40.924603,-53.74924087524414,-54.39002990722656,sl2,16,0.001,39.4310302734375
30,0,40.862373,-53.66284942626953,-54.30308532714844,sl2,16,0.001,41.46781539916992
40,1,40.798973,-53.57524108886719,-54.21223449707031,sl2,16,0.001,39.700660705566406
50,1,40.73707,-53.48923110961914,-54.12398147583008,sl2,16,0.001,41.65513229370117
60,1,40.681835,-53.41218566894531,-54.0471305847168,sl2,16,0.001,40.49713897705078
70,2,40.628754,-53.33765411376953,-53.97391128540039,sl2,16,0.001,41.42919921875
80,2,40.57363,-53.26092529296875,-53.896080017089844,sl2,16,0.001,39.68862533569336
90,2,40.51996,-53.185752868652344,-53.820133209228516,sl2,16,0.001,41.69645309448242
100,3,40.470245,-53.11570739746094,-53.75076675415039,sl2,16,0.001,40.7613525390625
110,3,40.418816,-53.04338073730469,-53.6778678894043,sl2,16,0.001,42.5189208984375
120,3,40.36739,-52.97053146362305,-53.60407257080078,sl2,16,0.001,39.38167953491211
130,4,40.320515,-52.90487289428711,-53.53809356689453,sl2,16,0.001,39.15770721435547
140,4,40.273666,-52.83863067626953,-53.47114562988281,sl2,16,0.001,39.54490661621094
150,4,40.22575,-52.77138137817383,-53.40219497680664,sl2,16,0.001,41.0424690246582
160,5,40.180637,-52.7077751159668,-53.33779525756836,sl2,16,0.001,42.4193000793457
170,5,40.136776,-52.645816802978516,-53.27599334716797,sl2,16,0.001,38.665733337402344
180,5,40.099148,-52.59177017211914,-53.22496032714844,sl2,16,0.001,40.380104064941406
190,5,40.058372,-52.53441619873047,-53.16676712036133,sl2,16,0.001,39.07298278808594
200,6,40.012405,-52.46959686279297,-53.09770202636719,sl2,16,0.001,38.999847412109375
210,6,39.9691,-52.40889358520508,-53.03372573852539,sl2,16,0.001,40.27585220336914
220,6,39.929756,-52.3530387878418,-52.9766960144043,sl2,16,0.001,38.669898986816406
230,7,39.896084,-52.304996490478516,-52.93069076538086,sl2,16,0.001,41.653419494628906
240,7,39.86045,-52.25353240966797,-52.87982177734375,sl2,16,0.001,39.92625045776367
250,7,39.824482,-52.20188903808594,-52.828208923339844,sl2,16,0.001,38.7640266418457
260,8,39.789646,-52.15263366699219,-52.778560638427734,sl2,16,0.001,39.66168975830078
270,8,39.750576,-52.097129821777344,-52.720218658447266,sl2,16,0.001,39.49394607543945
280,8,39.715866,-52.04752731323242,-52.669395446777344,sl2,16,0.001,40.078125
290,9,39.686337,-52.005149841308594,-52.62818145751953,sl2,16,0.001,39.889564514160156
300,9,39.654915,-51.9599723815918,-52.58332824707031,sl2,16,0.001,41.46416473388672
310,9,39.625065,-51.91754150390625,-52.540523529052734,sl2,16,0.001,39.03950119018555
320,10,39.593895,-51.872623443603516,-52.49467849731445,sl2,16,0.001,40.07133483886719
330,10,39.559647,-51.824153900146484,-52.443359375,sl2,16,0.001,39.73546600341797
340,10,39.530937,-51.783058166503906,-52.40175247192383,sl2,16,0.001,39.4232177734375
350,10,39.501488,-51.74010467529297,-52.357975006103516,sl2,16,0.001,40.53063201904297
351,10,39.498676,-51.7359733581543,-52.353858947753906,sl2,16,0.001,40.318115234375
