grammatical	ungrammatical
ù á y I I D p b a J v A R b a ǔ b Z é V	ù á y I I a p b a J v A R b a ǔ b Z é V
ǔ e a b w B z u q F a n p t a P S Q b X	ǔ e a b w B z u q F a b p t a P S Q b X
à Y i ú ǎ F K a b C t R g a b é é a b t	à Y i ú ǎ F K a b C t R l a b é é a b t
ǎ z N a é ǎ ù x b a b L o a t t w l A D	ǎ z N a é ǎ ù x b a b L o a t t w l b A D
è e O d ò a b a T G C a q R z ù b K d m	è e O d ò a b a b G C a q R z ù b K d m
ó ò s m w a D ě Q ǎ b a z K a S I b ù a	ó ò s m w a D ě Q ǎ b a z b a S I b ù a
ò j a m a b r ù a I M V x w Q ě ó w ǒ b	ò j a m b a b r ù a I M V x w Q ě ó w ǒ b
ú Q T T U g p a s t a è b M V a z b ú I	ú Q T T U g p a s b t a è b M V a z b ú I
A f a Z è a M b I w A S u a è b k c ó ǎ	A f a Z b è a M b I w A S u a è b k c ó ǎ
C n b V z A a b l m è L a y Y ǔ b a C S	C n b V z A a b l m è L a y Y ǔ b a C S b
E T a O o C b X H à ó a Z ú a C w P b x	E T a O o C b X H à ó a Z b ú a C w P b x
F l z á ǒ b ǔ y H a á ǎ E á R b R a b R	F l z a ǒ b ǔ y H a á ǎ E á R b R a b R
H I F a P b ú a ó o p U a E Q m E S S b	H I F a P b ú a ó o p U b a E Q m E S S b
I a b m m t a z b H á ù A C b Z n G d è	I a b m m t a z b a H á ù A C b Z n G d è
K J z ǒ ù d w y A m C b n s a O b ǎ a b	K J z ǒ ù d w y A m a b n s a O b ǎ a b
L a ò ě L ó b a A I t V á U D A a b Y f	L a ò ě L ó b a A I t V á U D b a b Y f
M y I M ù à Z ǎ H u ǔ a b a N b M b b ù	M y I M ù à Z ǎ H u ǔ a b a N b a M b b ù
O Z b Q a Z s b a w Y I ù b B h q ǒ s m	O a Z b Q a Z s b a w Y I ù b B h q ǒ s m
Q á a P b W a v U L é M b ǔ C C b V S g	Q á a P b W a v U L é M b ǔ C C a b V S g
R a b m a p z v b z U o s b s A y C H q	R a b m a p z v b z U a s b s A y C H q
T ò à y k Y a P b a l I a ě b O f W é ǒ	T ò à y k Y a P b a l I b a ě b O f W é ǒ
U d B Q F a ǒ ú C b o k a ò b B a b é G	U d B Q F a ǒ ú C b o s a ò b B a b é G
W W a m a é b x Q z o v m A P a v J S b	W W a m b a é b x Q z o v m A P a v J S b
X p g r a r T M H b M a u a I G b S ǎ ě	X p g r a r T M H b M a u b a I G b S ǎ ě
Z a M b a y s a b f U E E N X a W c c Q	Z a M b a b y s a b f U E E N X a W c c Q
a ǎ X ú ú N ú b j H L a b Z a y m l b q	a ǎ X ú ú N ú b L H L a b Z a y m l b q
a A E W ǎ w I t I ù a b N a G b ú q j u	a A E W ǎ w I t I ù b a b N a G b ú q j u
a H b a B á Q H D e J m a b Z C G B Q è	a H b a B á Q H D b J m a b Z C G B Q è
a P b ú y a k M q x a ǒ L V ú s B P b ě	a P b ú y a b M q x a ǒ L V ú s B P b ě
a W é D b w ǒ q à C à A b z a b G l j P	a W é D b w ǒ a à C à A b z a b G l j P
a b A W á ǎ E á N b ǒ ǔ ǔ a é b I B h S	a b a A W á ǎ E á N b ǒ ǔ ǔ a é b I B h S
