form	categorical_judgment
ù ù E H é w U u a H a a é a ó U a Y H ě O h A i V g o ě c n I	grammatical
á l a a p G E x E o T y S U a v w U n a à a u q I D G è c I h	grammatical
é u à a a N B Q U G a T g a Z N I ǎ P j a f g Q ǒ u s A b w R	grammatical
ò ù U a l K I y a è I L L j X a a W D M a c u F l U S ú l o e	grammatical
ú x m g ě H a l U V a a a p M é a T n R X ǒ C D E i d a A ě H	grammatical
D M ú N g r à q q a x S o a a Y ó K a Q v r a b g E A ǎ d ó g	grammatical
G a è z a ě a à H I L y w a é C K q a d ó V c á I z S t M m x	grammatical
J è a U ǎ á t N r U Z a ú V q a ú R g U n z ò V a r Y C j a e	grammatical
M ě W a a a a s P Q N C á a u ú a w u b L V W S C ǎ ù a W ò à	grammatical
P à é a E a R ǔ S T a I a a é o F è à ǒ h B u C y z c q Y F á	grammatical
R a à a o ǒ a W a Q C a o O s l u b a q k C ù V v é s f E J V	grammatical
U S à q ù a R O U Z a a r ǔ a q l o s F P á a N f G I ó R E b	grammatical
X A ě n A ě N Z ǎ h à a a W g è p D r a a à è a D s b ǔ g i f	grammatical
Z a v a ù M è k Q W B z N a D a è è é ǒ Y l I j a f H h R R b	grammatical
a ú M u y S o a ù R ě a ǒ B u k O i l a a F M K r ó ǔ c C U l	grammatical
a O H ǒ a a à y Q ù a u a ě v L R S e O g x t w x y T u t H t	grammatical
a a à ǒ l N é h y y v j H t á é ǎ a N s T n a ǎ z K U a a e Y	grammatical
a a t y l ó ó M p ò N a G i O a x o a è ú ě ó ǔ é J F Q L à c	grammatical
a r D a F a N ǒ ǒ P z s R ǔ w a C D è j X a C ǎ i M e i H è ò	grammatical
h M J i i a a a é a t g T B a a X t ǎ m ú L e Z U á W S z w b	grammatical
k H a a à t ǔ S w m a I ù a s ǔ á ù O a ú Y U X e J ù u n a P	grammatical
n a k E ò a W a U I a a J p E F é e W Q à u S c Q è j Y J u Z	grammatical
q a A h a Z X w P L ě h ò a a r a j O O e C v ǎ T R X G M T K	grammatical
t h a a N a D q m ě K E K J é ǎ a ó G V H a B ǔ è y q f o Q z	grammatical
w v U é a m è a a n R a è U J j M a A ǒ à a B S x D Y R v f l	grammatical
ù á H R h L Q t C p a N j F U c y M Z L Z s è z ù ǒ L P q ǎ v	ungrammatical
á h K E P F ǔ b ó à c G v J n N k S X V é p f b w K H i à F R	ungrammatical
é é à é s L x F d ù R Y T ú I E T d f z g V Q U K O C P Z V v	ungrammatical
ě g p ě Q ù p ǔ è M á A H q p M d A L v ù e ǎ ǔ J p M ú ò j i	ungrammatical
ǒ X r J y k X s C P q K d q A w k y u L i G C é à à g F W ǒ U	ungrammatical
A r W w x è é n ǎ X é N ú v p ǒ M ǔ U e L D d ǔ F ò j n Z r W	ungrammatical
D i l Y A G ǎ B L à S T u B L d M f B G r B U l P G d g s L P	ungrammatical
G D ù e Q t ǔ u e r V H P r r s G h x á C á W n T l T D r j W	ungrammatical
I m c W g á u t H K t T r ǔ g V d à O q è q j è R d z w v e M	ungrammatical
L S H y w z H l ě s ò A M j ǔ é k L b s l C C Q ú X m B Z ě ǎ	ungrammatical
O J P ǎ è z à ǒ X G Y V g C S ǎ b è w r v v Q x è G U T é é z	ungrammatical
Q h B G M J Y a D v O N ě L s ǔ s k á D j è ǎ ǎ W ǔ H I ǒ ǎ G	ungrammatical
S m O A á b C x M D V ǔ x I F R f ě F R k p m C V W é g j r r	ungrammatical
V T Q Y w ǎ g R E q ě i F q U l G G ù H i U N U u d á O N X x	ungrammatical
X y ò X h t Q A A ó A é ě ú ù h ǎ e d m d ú B u é X t S ǎ W è	ungrammatical
a U J Z y m Q e a ò E Z K A G ó U V O j D E Z M z s S R U a e	ungrammatical
d V è x P m D ě ó G f Y à Y w g V p P d z L p ǎ ǒ M X ǎ m b t	ungrammatical
g ě s H ù é g z ě G H V A Z d b O w E U U G B v X Z l n M G U	ungrammatical
i M Q à J I p H ǒ U S D x D T ó M ú m X ò l y u w K U L ù á r	ungrammatical
k V D p N ǔ h w à O G X j D q S m ò a h ò H d à a c A B D S ǎ	ungrammatical
m j F ó g J q ǒ h c é G I á Q B v R Z S è k ǒ i E é C ó V w f	ungrammatical
p ě B I b H U C H O z V Z ú é a x n K s R A v L C G W s P C o	ungrammatical
r z à p á H P x P q z b C d x B L m G F ò S F Z L b è P x f t	ungrammatical
u j S Q v k g J Z z k ě b p U L H d v t j Y W e T L j R è z P	ungrammatical
x H ò E C Y ó u q ǔ u ú B u N V u ǔ T Y á f D d c ě u G ó e Q	ungrammatical
ù ǔ k à O ě ǔ N M a a N ǔ J N Y Y V a E é a K W ě Y a u ò à h b	grammatical
à A a A a n a J q x o Z t s h Q o o C I q t l a T a m o e c J h	grammatical
è A D a n a x I S Y R t J D O Y p è n a ó r S H a s K a é W d Z	grammatical
ò M R z a ù D F è ǒ D Q ó q a a v a a ò L à w c W a Y L H W d o	grammatical
A a ù u V ǒ ò I Z J m i a a Q K v q T U J C r v a a d D c i ó V	grammatical
D O W g ǒ a ò W r é v k Q a j a ǒ a O a x A c B F L D W V R m x	grammatical
G a r R ó R é a w a ǎ ò a J V g ǒ W a I B C O f T U h K ǎ V G ě	grammatical
J T ó ó a Q F k C ǒ o a ǒ à R n H p a a o ǔ U a e u U M K B p m	grammatical
M B t X n L X n ǔ Q R M g F I ò L a a a r ò a j a J h G è p P e	grammatical
P B a a a q J B ǎ ù v A z à a U A N H à B a q e R l g ǎ D B v J	grammatical
R u x a a N a O T ǔ j ǔ a n u a a J I O à I ǔ V i á x C f Y x é	grammatical
U j L Q a J ě a T ǎ a X g Y s F ó ǒ n s l ǎ a g x o ù K l a d E	grammatical
X a J q g X a è Y a Y B I m E z N s y t E Y B a a w N ù ǎ S f X	grammatical
a á O F O a a I a q x ǎ K V ù t a ó p U w Q B h H O J I d M Y D	grammatical
a C h E a G ǔ K y é ò a h L l L ù D è t ě ǔ a C D ò A y é p a e	grammatical
a P ú à ǎ t s H a B a T a Y a T J T c ù F E m f V V ě x ǎ R I ù	grammatical
a a K p M C H C ò r a ù a r à ù U a B ǔ é U a r A A f t Y ǒ v q	grammatical
a j O ú j r h é J ǔ h a w a á Q D R a è U C i M a è O é S m z c	grammatical
a x F o ó Y q m T P ù a o K a X R l ě P è a s B ù t ǎ s a X d Z	grammatical
i C è m J ó Q g R o é X a i a K G a a p Z a x c j s d z t s U u	grammatical
l N i ó a R G Y A ě a ò F z y u O è a S a C Z B a L L a N d J w	grammatical
o N O ǔ I i è ó a a ù a é a ó à a T G f O N i D H h k K I e b r	grammatical
r a ǔ ò ù u X a a E a à J S ǎ m X T k a j e ǒ b P M w b l z ò à	grammatical
u H y T a H C a g ǒ u A V ǒ a T a V t a A ó ú o S f q s E ǔ ù C	grammatical
x I y á Y Y I X g S A k a a a H w C x a ó V a O t M M w n d A H	grammatical
ù ě F k B m á L W á P X u A ú H y g U k S A à F ě i V N L t R R	ungrammatical
á A t Y a è è ě B E ú q M s s k U M M b v J ǔ Q O v q ǎ ò ǒ m n	ungrammatical
ǎ e q Q ù u è H u S Z v D Y U a m ó ù N ǒ T E à q t ǔ v g K m q	ungrammatical
ě E x h à ó ù b R J G C q C x n z x d l E é y x g N Z W u o t á	ungrammatical
ò f y é J ó a Y è F é w Q ǎ ǒ y m O h J g p s B g C Z P z q i p	ungrammatical
A ǒ t t C P f e X ó B F u G w ǔ x E j W n N ě é E è x t é Z H ǒ	ungrammatical
D è p V i t O P r T S z ù i K c á N ě é ú T h P e è Y X E c G R	ungrammatical
F N R B Z O è S ó é h Y t U W C G i u ó r d w P o s p H ù i N t	ungrammatical
I ǔ T r S ě t ú I G u T N ò d X E X q R n B Z è w q ǎ d P M E p	ungrammatical
K u J ě S L ǎ ó s O L J w G M S V o N X w U è ò a ú o ě M z ě a	ungrammatical
N i T g C O Y S e W n b N K k Y t i U N p Z q r b F F X A Y ǔ O	ungrammatical
Q U V F Y ú Q Q ǔ X c z ú y Z A R p i a z D S S a o k J h ě r v	ungrammatical
T A R á m k S I A M j d ó y ó C k g G ǒ ò g Q k t ò t ò á G C ú	ungrammatical
V S f k X ó s A ě Z t S m l U e i Z s n Q m c W ú S ǎ Q P O R I	ungrammatical
X e l ò W s j K F é ǔ a c G A r E ó e E t A ò r V W I e V k b m	ungrammatical
a ó d t Q c O L H i e e h F R u p U é Q à g O y ǔ Z y b ó x H A	ungrammatical
d ǎ I V n A ǔ Y u t Y W i r Q è q Z ò S ó Z V é J E L ǒ V F w ǔ	ungrammatical
f l i I Q K q ú ú é l X T b K w ǒ E O p K o V è L M Y d Q x U H	ungrammatical
i S c r j Q L S a L l z F ó K b s B D i p ò c ǒ q g Z c l ò G C	ungrammatical
k s s J a L i U p X Z E V à F L ù M w k S B j à ú f F B Z T V H	ungrammatical
n V A g C x E o W X B w Y ǎ u ó à l é g F y M A E L H G ǒ B ǎ s	ungrammatical
p f é N à D P ě é s F w k T Z ó E t Z D Z n W O O ù K J H q E g	ungrammatical
s J z K a Q D p à L ě H Q ò n t I J ó n E D n ú q ě u c Z v E q	ungrammatical
u l F è M k I j o R B H W r b B p h n C ǔ H q q O o ǔ D Q ó á E	ungrammatical
x è L à P O H J f T B A ǒ x e S w t s p L è à v i a o Z ò v l m	ungrammatical
ù ǔ a ò ò s a p y C h a ǒ a a E W g l d f f a ò W R M A B o r è X	grammatical
