grammatical	ungrammatical
ù ǔ F M A o b S R p J L R w b N C f N b	ù ǔ F M A o b S R p J L R a b N C f N b
ǔ D C ǒ ù T b V T P b f a N O B w ǔ K è	ǔ D C ǒ ù T b V T P b f a b O B w ǔ K è
á X q F o ě à w z p v e x j r v L b S b	á X q F o ě à w z p v e x j r v L b S a b
à l Y z I R G B j f j o ù H M è a X b n	à l Y z I R G B j f j o ù H M è a b b n
é é p t f K I ó h L b W à W ǔ M R O a è	é é p t f K I ó h L a b W à W ǔ M R O a è
è Z U R v V i ǎ ǒ E S h C ù y a ò D m G	è Z U R v V i ǎ ǒ E S h C ù y a b D m G
ě r ú ú h y ǔ X Q t s Q A y c j b g G B	ě r ú ú h y ǔ X Q t s Q A y c a b g G B
ò D z à H ú a A q l y x ù j à L ú ó a w	ò D z à H ú a A q l y x ù j à L ú ó a b w
ǒ b B l à Z O ò l T p T X é w S y R E D	ǒ a b B l à Z O ò l T p T X é w S y R E D
ú l S U q R j m ú l Q ǒ r t b u Y a U W	ú l S U q R j m ú l Q ǒ r t b u Y a b U W
B C f M r M a M i n q Z è b a U O U F n	B C f M r M a b M i n q Z è b a U O U F n
C W é ě a Y R S b n J E a W w c ǔ h Q D	C W é ě a Y R a b n J E a W w c ǔ h Q D
D j U c t ǒ ú b w j I U s B v é J f D ò	D j U c t ǒ ú a b w j I U s B v é J f D ò
F á a u w W ó ǎ ǒ j w I é e y a m T Q X	F á a u w W ó ǎ ǒ j w I é e y a b T Q X
G P N N L b g i W ě ǔ ò J l y G u Z G u	G P N N a b g i W ě ǔ ò J l y G u Z G u
H a Y C k o M h o t X f é ǎ j H p n ú s	H a b C k o M h o t X f é ǎ j H p n ú s
J ǔ à A x u ě t W s a P e ǎ D ò Z G a á	J ǔ à A x u ě t W s a b P e ǎ D ò Z G a á
K Q O M R X O u x ó A w H F t e b u F u	K Q O M R X O u x ó A w H F t a b u F u
M ǔ K a B l ú Y ò m y y b b h U b G e C	M ǔ K a B l ú Y ò m y a b b h U b G e C
N I c Y x p H ǔ ǒ J A F a L E A o H d z	N I c Y x p H ǔ ǒ J A F a b E A o H d z
O i b k G O J m ǔ A ǎ x w V s C è J X q	O i a b k G O J m ǔ A ǎ x w V s C è J X q
P t ǎ c C y D P R R o Y o b à é ù K M u	P t ǎ c C y D P R R o Y a b à é ù K M u
R ú j C k a ǔ a k N u a ú r l x f D p B	R ú j C k a ǔ a b k N u a ú r l x f D p B
